energy_tev,v6_relative_uncertainty_percent_raw,v6_relative_uncertainty_percent_birge_pdg,pass5_relative_uncertainty_percent,v6_uncertainty_reduction_percent_raw,v6_uncertainty_reduction_percent_birge_pdg
4.042654874,1.515730911,6.936573892,1.395593014,-8.608376165,-397.0341512
4.105190671,1.523948662,6.974181515,1.396044379,-9.161906608,-399.5673217
4.168693835,1.532738589,7.014407641,1.397474099,-9.679212654,-401.9347152
4.233179328,1.542118511,7.057333812,1.399981962,-10.15274149,-404.1017673
4.298662347,1.552105687,7.10303901,1.403667815,-10.57500005,-406.0341866
4.365158322,1.562716767,7.151599435,1.408630766,-10.93870759,-407.6986537
4.432682923,1.573967746,7.203088291,1.414968333,-11.23695912,-409.0635687
4.501252062,1.585873925,7.257575595,1.422775563,-11.46339359,-410.0998208
4.570881896,1.598449871,7.31512801,1.432144143,-11.61235956,-410.781547
4.641588834,1.611709382,7.37580869,1.443161533,-11.67907022,-411.0868409
4.713389536,1.625665466,7.439677156,1.455910135,-11.65973965,-410.9983767
4.786300923,1.640330312,7.506789191,1.470466537,-11.55169266,-410.5039117
4.860340176,1.655715275,7.577196762,1.486900855,-11.3534416,-409.5966378
