cell_id,nhit_bin,predE_bin,effective_events,sigma_deg,gamma,single_kl_divergence,double_kl_divergence,single_aic_relative_saturated,double_aic_relative_saturated,delta_aic_single_minus_double,single_bic_relative_saturated,double_bic_relative_saturated,delta_bic_single_minus_double,single_survival_log_rmse,double_survival_log_rmse,empirical_survival_5deg,single_survival_5deg,double_survival_5deg,empirical_survival_45deg,single_survival_45deg,double_survival_45deg,empirical_survival_90deg,single_survival_90deg,double_survival_90deg,optimizer_success,optimizer_message,boundary_flags
1,"[100,200)","[2,2.5)",36849.065208978915,0.14382442372607862,1.1469320897676893,0.30391066628742364,0.027441157156745014,22401.647919459007,2032.361978957471,20369.285940501537,22418.67709051867,2074.9349066066334,20343.742183912036,0.213789664625661,0.08493698731561,0.29521665219530424,0.27440598958462636,0.2968907702907517,0.09919754879961518,0.05045593553563599,0.0832470387510276,0.0,0.013423923433493523,0.0017180789856966608,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,
2,"[100,200)","[2.5,3)",134003.32553337765,0.1450586619271718,1.2542670295019909,0.22611582727459448,0.021172663639205086,60604.54562105295,5684.414676106215,54920.13094494674,60624.156860845025,5733.442775586406,54890.714085258616,0.2721154114956326,0.14561499774979986,0.20424892068366768,0.1678061594753577,0.2084043050711003,0.05026689288499559,0.022547871554346566,0.040982257058220534,1.759049039532493e-05,0.0054421951816657765,0.0027579476764509054,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,
3,"[100,200)","[3,3.25)",46860.288314268306,0.15454155517244147,1.2879808192072453,0.19277635413840863,0.016932999935866125,18071.111070198636,1596.9705180403466,16474.14055215829,18088.620921928068,1640.7451473639271,16447.87577456414,0.26669623912199514,0.09486345702769142,0.17930385034194574,0.1475732680027958,0.1804718864045196,0.0342804608312135,0.017866416108044514,0.03144621152627357,0.00019483569782294185,0.004179231001875783,0.001295825913587257,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,
