cell_id,nhit_bin,predE_bin,N_on,B_on,excess,error_conservative,error_sqrt_n,pl_model,pl_pull,logpar_model,logpar_pull,preferred_model,preferred_counts,preferred_pull
6,"[200,300)","[2,3)",11259,8710.000711237552,2548.9992887624485,141.31171469923345,106.10843510296436,3029.5472545996,-3.400623698183447,2706.89951531611,-1.1173895022768272,logpar,2706.89951531611,-1.1173895022768272
8,"[300,500)","[3,3.25)",3067,1556.2972972972973,1510.7027027027027,67.99483287204475,55.380501984001555,1294.3086927778934,3.182506681530165,1383.0829146248382,1.8769042100305515,logpar,1383.0829146248382,1.8769042100305515
9,"[300,500)","[3.25,3.5)",1706,906.8648648648648,799.1351351351352,51.11618985081796,41.30375285612676,716.2809533231513,1.6208990156307224,781.1918163292853,0.3510300524788192,logpar,781.1918163292853,0.3510300524788192
10,"[500,800)","[3.25,3.5)",1155,383.6216216216216,771.3783783783783,39.22526764244728,33.98529093593286,668.2282094915356,2.6296868086941916,742.0016895334829,0.7489225851222917,logpar,742.0016895334829,0.7489225851222917
11,"[500,800)","[3.5,3.75)",559,192.67567567567568,366.3243243243243,27.41670431827421,23.643180835073778,388.1164417511814,-0.7948481762752158,415.5219471882512,-1.7944397070050069,logpar,415.5219471882512,-1.7944397070050069
12,"[500,800)","[3.75,4.0)",238,148.86913229018495,89.13086770981505,19.6689891018879,15.427248620541512,98.25405046942771,-0.4638358744495408,94.16311797924199,-0.2558469193998346,logpar,94.16311797924199,-0.2558469193998346
13,"[800,1100)","[3.5,3.75)",280,73.21621621621621,206.7837837837838,18.79404736123159,16.73320053068151,225.84685196456027,-1.0143141503463386,234.60297784613033,-1.4802130444627926,logpar,234.60297784613033,-1.4802130444627926
14,"[800,1100)","[3.75,4.0)",152,56.270270270270274,95.72972972972973,14.43157199581079,12.328828005937952,114.55366624511983,-1.3043580090134554,107.74675043059122,-0.8326896546231973,logpar,107.74675043059122,-0.8326896546231973
15,"[800,1100)","[4.0,4.25)",105,38.04409672830726,66.95590327169273,11.96010437781825,10.246950765959598,26.370939901887944,3.393361971411846,21.323339591181362,3.8153984479553187,logpar,21.323339591181362,3.8153984479553187
16,"[1100,2000)","[3.75,4.0)",131,19.56756756756757,111.43243243243244,12.270597685832895,11.445523142259598,127.67128233190594,-1.3233951854050423,110.34607119943615,0.08853368522142552,logpar,110.34607119943615,0.08853368522142552
17,"[1100,2000)","[4.0,4.25)",93,16.864864864864867,76.13513513513513,10.481644187095117,9.643650760992955,84.31600859569802,-0.7804952462167235,61.765246495315964,1.370957493244353,logpar,61.765246495315964,1.370957493244353
18,"[1100,2000)","[4.25,4.5)",44,19.43243243243243,24.56756756756757,7.964448030619098,6.6332495807108,35.94278289187306,-1.4282490488447903,21.33955370971988,0.4053028967528797,logpar,21.33955370971988,0.4053028967528797
