cell_id,nhit_bin,predE_bin,input_files,events,logE_range_events,valid_events,positive_baseline_weight_events,sumw_baseline,effective_events,core_fit_events,core_fit_effective_events,core_fit_weight_fraction,tail_weight_fraction_above_core_fit,theta_missing_crab_probability_mass,sigma_deg,sigma_mc_weight_deg,sigma_unweighted_deg,sigma_full_rayleigh_deg,r_opt_deg,containment_r_opt,r68_deg,r90_deg,r95_deg,containment_warning,angle_check_warning
61,"[1100,2000)","[2,2.5)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
62,"[1100,2000)","[2.5,3)",0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
63,"[1100,2000)","[3,3.25)",16,16,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
64,"[1100,2000)","[3.25,3.5)",1453,1565,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
65,"[1100,2000)","[3.5,3.75)",6624,10960,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
66,"[1100,2000)","[3.75,4.0)",9047,23726,23680,23680,22519,5742645.580855742,650.8411923229147,22473,696.9305032830571,0.9856345112285958,0.0143654887714042,0.0415942288007539,0.13921551204584512,0.13381262965439056,0.1334107384946584,3.2652673056514665,0.21996050903243528,0.7141961786027973,0.2089783593658515,0.3150765501721631,0.34634482610549794,False,False
67,"[1100,2000)","[4.0,4.25)",9053,23998,23913,23910,23153,4772373.0585279465,1176.182206685439,23035,2846.7076156398866,0.9521799406051458,0.04782005939485423,0.0,0.14781617383639428,0.1433738520200739,0.1401818794928649,6.578850939177302,0.23354955466150296,0.7462861778531598,0.20871517797204328,0.3282344468595457,1.168061164703016,False,False
68,"[1100,2000)","[4.25,4.5)",7320,13380,13313,13311,13127,2242872.910873413,4821.882857485705,13043,4843.366177058209,0.9796278072240208,0.020372192775979237,0.0,0.18145213092184312,0.1559869120403976,0.15427979655579005,3.3902085886038593,0.2866943668565122,0.8630228665486798,0.20787230455760156,0.3142044598384039,0.39109584213884874,True,False
69,"[1100,2000)","[4.5,4.75)",4265,5650,5590,5582,5561,706003.1343078613,721.9404147372537,5470,807.7958272126964,0.8614621047663477,0.13853789523365234,0.0,0.3725860593890844,0.18002324175860177,0.17681388498039924,8.825920522842047,0.5886859738347534,0.790179447388992,0.26569470901565356,20.085538409493402,36.13506702121617,False,False
70,"[1100,2000)","[4.75,5.0)",1484,1641,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
