cell_id,nhit_bin,predE_bin,included_in_final_sed_fit,source,events,fit_status,fit_error,conditional_core_fraction,physical_core_fraction,sigma_core_deg,gamma_core,sigma_tail_deg,gamma_tail,conditional_r_target_deg,rayleigh_sigma_deg,original_r_opt_deg,rayleigh_kl_divergence,double_king_kl_divergence,kl_improvement_factor,optimizer_success,optimizer_message,boundary_flags
44,"[500,800)","[3.5,3.75)",True,formal,84109,ok,,0.9929482215698716,0.9929055421806153,0.18710560690978478,99.99999999999999,0.4560632351524058,2.605312424006425,0.29982351524330947,0.19746136665344238,0.3119889497756958,0.4715761179816858,,319.8541980351777,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,gamma_core
45,"[500,800)","[3.75,4.0)",True,formal,39230,ok,,0.9591823778975458,0.9590466672995402,0.1815710432922878,30.1375496116476,0.42585078327068554,2.735660541139098,0.30536652729975217,0.23087672889232635,0.36478522419929504,1.5471248267007982,,362.6488051765359,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,
46,"[500,800)","[4.0,4.25)",True,formal,13596,ok,,0.5037203764136319,0.5036882513089666,0.1837687338533596,99.99999999999999,0.5962541820326829,5.467098973871214,0.7128615355251667,0.5193213224411011,0.8205276727676392,0.8293908978047081,,31.922081559536494,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
47,"[500,800)","[4.25,4.5)",True,formal,7227,ok,,0.32561269601210463,0.3410188071341213,0.1425659560407804,1.4464547392500622,0.7946218356737503,99.99999999999999,1.1815673891393477,0.7414887547492981,1.1715521812438965,0.19143626460407304,,8.920181039937198,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_tail
48,"[500,800)","[4.5,4.75)",True,formal,6002,ok,,0.26454670081778825,0.3352262511418473,0.2218423083667055,1.2343266503478567,0.9132433286992827,23.272315821304073,1.5029813770319234,0.9189700484275818,1.4519727230072021,0.13855048275886359,,5.424345748849832,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,
49,"[500,800)","[4.75,5.0)",False,formal,5968,ok,,0.04946371877769978,0.04894178362337391,0.375825376463135,99.99999999999999,0.8928015847790987,3.728289009020679,1.7860144972775192,1.0137568712234497,1.6017358303070068,0.13088518028961513,,5.8270900719644745,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
50,"[500,800)","[5,5.5)",False,formal,13490,ok,,0.007793866108720821,0.019969476037039153,0.046421589584838927,1.05,1.0597780974544349,2.3722593165541297,2.4569221995560016,1.1814261674880981,1.8666534423828125,0.2516081982418034,,17.665645625647254,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
51,"[500,800)","[5.5,6)",False,formal,12351,ok,,0.21296228663509123,0.18130351086463264,2.0,99.99999999999999,2.5587549672248087,8.314108379464649,3.4677491594768486,1.4048885107040405,2.219723701477051,0.49708878774139353,,30.296072576959965,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sigma_core;gamma_core
52,"[500,800)",>=6,False,unfiltered_diagnostic,158,ok,,0.0009110511944006454,1.9598175556329726e-06,2.0,1.05,99.99999999999999,1.1296031883685012,4.221210854120867,1.3842791318893433,2.1871609687805176,2.550830885250411,,3.0147520761447617,False,ABNORMAL: ,conditional_core_fraction;sigma_core;sigma_ratio;gamma_core
53,"[800,1100)","[2,2.5)",False,empty,0,empty,,,,,,,,,nan,nan,,,,,,
54,"[800,1100)","[2.5,3)",False,unfiltered_diagnostic,4,ok,,0.0009110511944006454,0.0009110511944006454,0.17427535266957725,99.99999999999999,0.17601810619627303,99.99999999999999,0.2803904710032961,0.1801041215658188,0.2845645248889923,0.993598486569079,,0.9980272761910275,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction;sigma_ratio;gamma_core;gamma_tail
55,"[800,1100)","[3,3.25)",False,unfiltered_diagnostic,240,ok,,0.0009110511944006454,0.0009110511944006454,0.1626784374371715,99.99999999999999,0.16430522181154322,99.99999999999999,0.2617322702055926,0.16718938946723938,0.264159232378006,0.039136642393358526,,0.9748950047063719,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction;sigma_ratio;gamma_core;gamma_tail
56,"[800,1100)","[3.25,3.5)",True,formal,4962,ok,,0.9986874971523556,0.9986874971523556,0.16147907431374672,99.99999999999999,0.5182807431232431,99.99999999999999,0.25751681405393995,0.16418388485908508,0.2594105303287506,0.026296729852307327,,1.112103530822296,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction;gamma_core;gamma_tail
57,"[800,1100)","[3.5,3.75)",True,formal,23789,ok,,0.9990081308538974,0.9990080893920934,0.1630360052541221,37.53156186059021,0.7157459156106641,8.401890395772394,0.2635883761140378,0.1706446409225464,0.26961851119995117,0.15282040117412757,,8.372657790151148,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction
58,"[800,1100)","[3.75,4.0)",True,formal,33028,ok,,0.9945532315697793,0.9945363480552527,0.15915157088473258,99.99999999999999,0.7743055194214493,4.252076862132322,0.2548415783522648,0.17256881296634674,0.27265873551368713,1.0828499990369254,,248.48059534221937,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
59,"[800,1100)","[4.0,4.25)",True,formal,16745,ok,,0.9805229603030761,0.9805216986067486,0.16147081974556465,99.99999999999999,0.6794779499959172,7.14445881206078,0.261959724074089,0.19266608357429504,0.3044124245643616,1.7993217655671951,,310.75385494084526,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
60,"[800,1100)","[4.25,4.5)",True,formal,4786,ok,,0.6976161337284087,0.6975997138226089,0.17035595423609798,99.99999999999999,0.6956731998043728,7.219468115291456,0.43207415819256434,0.45698514580726624,0.7220365405082703,1.2312570096408084,,15.222472031920129,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core
61,"[800,1100)","[4.5,4.75)",True,formal,1869,ok,,0.2795357997138583,0.2994210598330521,0.09435104528434886,1.3428579974674342,0.8338997380367333,99.99999999999999,1.2414380697965703,0.7705811262130737,1.2175182104110718,0.24185729757303762,,2.865544001932969,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_tail
62,"[800,1100)","[4.75,5.0)",True,formal,1760,ok,,0.21133391196336795,0.49684100273843307,0.1456515999639269,1.05,0.9582574796636785,99.99999999999999,1.5519190086382473,0.9276735186576843,1.465724229812622,0.2088328833545209,,2.3018276819394616,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core;gamma_tail
63,"[800,1100)","[5,5.5)",False,formal,4810,ok,,0.7416026684805059,0.7295257720781219,1.0101683179726,14.742535429238584,2.0851399495988914,99.99999999999999,2.0144323859544335,1.0940238237380981,1.7285575866699219,0.1811007026278302,,3.6425442740113207,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_tail
64,"[800,1100)","[5.5,6)",False,formal,3211,ok,,0.8530730442152882,0.0023369793239915713,1.4525540988283143,5.807300963057263,72.59366602620102,1.196879574035635,2.8732344189268972,1.2758429050445557,2.015831708908081,0.39909832582132343,,5.353404717802931,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sigma_ratio
65,"[800,1100)",>=6,False,unfiltered_diagnostic,15,ok,,0.0009110511944006454,0.008083353642685252,2.0,1.05,3.6867764053772247,99.99999999999999,3.9029511562551717,1.74455726146698,2.7564005851745605,2.6869005544327824,,1.1488290457645292,False,ABNORMAL: ,conditional_core_fraction;sigma_core;gamma_core;gamma_tail
66,"[1100,2000)","[2,2.5)",False,empty,0,empty,,,,,,,,,nan,nan,,,,,,
67,"[1100,2000)","[2.5,3)",False,empty,0,empty,,,,,,,,,nan,nan,,,,,,
68,"[1100,2000)","[3,3.25)",False,unfiltered_diagnostic,3,ok,,0.2756038717401492,0.2756038717401492,0.06799293422657708,99.99999999999999,0.14333938274664737,99.99999999999999,0.19816009088561673,0.13378682732582092,0.21138319373130798,0.7887562832229796,,1.0255874863172048,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_core;gamma_tail
69,"[1100,2000)","[3.25,3.5)",False,unfiltered_diagnostic,183,ok,,0.0009110511944006454,0.0009110511944006454,0.14753717330664115,99.99999999999999,0.14901254503970757,99.99999999999999,0.23737158973005762,0.1501043736934662,0.2371649146080017,0.05140982036911484,,0.9702518252513325,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction;sigma_ratio;gamma_core;gamma_tail
70,"[1100,2000)","[3.5,3.75)",True,formal,3067,ok,,0.9990889488055994,0.9990889488055994,0.13958867552803172,99.99999999999999,0.33998896613044777,99.99999999999999,0.22251047776481842,0.14193911850452423,0.22426380217075348,0.010797030529450873,,0.9725377092914264,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,conditional_core_fraction;gamma_core;gamma_tail
