cell_id,nhit_bin,predE_bin,selected_events,grid_events,out_of_grid_events,source_masked_events,source_masked_fraction,live_time_days,median_rate_hz,mean_rate_hz,r_opt_deg,sigma_deg,containment_r_opt,B_on,N_off,alpha,max_p_on,on_pixels,off_pixels,off_counts,fiducial_events,edge_diagnostic_events,background_mode,background_method,r_opt_large_warning,r_opt_extreme_warning,background_form,annulus_inner_deg,annulus_outer_deg,surface_fit_chi2,surface_fit_ndof,surface_condition_number,annulus_residual_rms
1,"[125,200)","[2,2.5)",3939808,643104,3296704,4756,0.017891941102558893,43.47639258630079,0.0,1.0488365505282944,0.7816073894500732,0.4946882128715515,0.5589009523391724,1497.5995949472042,,,0.0,192,3760,78547.0,265818,248159,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,26558.831183501083,3754,26.12526197332072,2.9766606539390645
2,"[125,200)","[2.5,3)",9200327,1359398,7840929,7669,0.014035864754953458,43.47639258630079,0.0,2.4492663689226304,0.7211480140686035,0.4564227759838104,0.6565228700637817,2516.118045240358,,,0.0,164,3760,156000.0,546386,530037,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,54354.08174033528,3754,27.335619377309623,4.476454393901336
3,"[125,200)","[3,3.25)",2149690,278689,1871001,2185,0.019795790789747865,43.47639258630079,0.0,0.5722800309825172,0.7878195643424988,0.49862000346183777,0.6549341678619385,577.2763612334079,,,0.0,192,3760,30813.0,110377,108947,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,9516.070483909798,3754,24.400330190563768,1.6981511935008713
4,"[125,200)","[3.25,3.5)",1021240,125074,896166,2762,0.055391773459278426,43.47639258630079,0.0,0.2718695527450869,1.0632951259613037,0.6729716062545776,0.5925980806350708,656.206827891872,,,0.0,360,4400,18895.0,49863,48464,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.5,4.5,5016.628925444576,4394,35.046344256042914,1.1575260480857203
5,"[125,200)","[3.5,3.75)",496152,60361,435791,3160,0.12896906374989797,43.47639258630079,0.0,0.1320831756820927,1.339789867401123,0.8479682803153992,0.571363091468811,583.6308732437435,,,0.0,556,5032,11350.0,24502,23182,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.0,5.0,3301.6192946612655,5026,48.53379421210243,0.9475192427715142
6,"[125,200)","[3.75,4.0)",226753,26926,199827,2385,0.21624807326140175,43.47639258630079,0.0,0.06036508234460723,1.5549670457839966,0.9841563105583191,0.5086243748664856,500.0432704728089,,,0.0,756,5648,5923.0,11029,10047,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,2556.1153629883074,5642,65.92134685488236,0.9010109206011381
7,"[125,200)","[4.0,4.25)",95276,10783,84493,1473,0.3219672131147541,43.47639258630079,0.0,0.02536391397452205,1.7794854640960693,1.1262567043304443,0.42438438534736633,351.2038230773113,,,0.0,1004,6280,2682.0,4575,3926,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.0,6.0,1608.7298904857087,6274,86.90819765322006,0.6653831313106404
8,"[125,200)","[4.25,4.5)",37999,4129,33870,771,0.4319327731092437,43.47639258630079,0.0,0.010115909222866865,1.9745076894760132,1.2496883869171143,0.32057854533195496,166.6939150545788,,,0.0,1224,4928,802.0,1785,1490,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,642.390537230482,4922,127.17430983708486,0.4081797069446541
9,"[125,200)","[4.5,4.75)",15749,1815,13934,369,0.4467312348668281,43.47639258630079,0.0,0.004192622288768922,2.0433428287506104,1.2932549715042114,0.255362868309021,93.25126190646117,,,0.0,1304,4928,366.0,826,625,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,329.3567748139351,4922,127.1241496908458,0.27410654226531433
10,"[125,200)","[4.75,5.0)",7028,752,6276,202,0.5595567867036011,43.47639258630079,0.0,0.0018709600257456333,2.217029094696045,1.4031829833984375,0.1933191567659378,34.85262361642695,,,0.0,1544,4928,152.0,361,242,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,146.1723216049366,4922,127.17374787795721,0.17663373983072175
11,"[125,200)","[5,6)",5737,491,5246,109,0.5117370892018779,43.47639258630079,0.0,0.0015272762759964,2.265471935272217,1.4338430166244507,0.11356125771999359,38.352891189251466,,,0.0,1624,4928,107.0,213,169,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,104.10511562901021,4922,127.18525088473417,0.14802734510484275
12,"[125,200)",>=6,60,1,59,0,0.0,43.47639258630079,0.0,1.5972908586331533e-05,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
13,"[200,300)","[2,2.5)",200044,32853,167191,105,0.007850467289719627,43.47639258630079,0.0,0.053254742087401746,0.6385640501976013,0.4041544497013092,0.5630002617835999,15.747074734395083,,,0.0,124,3760,3818.0,13375,12979,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,1736.985536731243,3754,22.89487541719541,0.9465842838479459
14,"[200,300)","[2.5,3)",3311312,515355,2795957,1436,0.006930368139611205,43.47639258630079,0.0,0.881521397947044,0.5542443990707397,0.35078760981559753,0.64971524477005,297.5150144344016,,,0.0,96,3760,59125.0,207204,202899,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,33433.15779260716,3754,24.55425363356903,4.397920023624968
15,"[200,300)","[3,3.25)",1555252,214922,1340330,677,0.007998676732948169,43.47639258630079,0.0,0.4140316337451548,0.5468682050704956,0.34611910581588745,0.702869176864624,125.05771800474358,,,0.0,88,3760,23790.0,84639,84904,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,11424.456651538978,3754,23.900265824540732,2.2429048761033368
16,"[200,300)","[3.25,3.5)",732511,92109,640402,442,0.012168933428775949,43.47639258630079,0.0,0.19500552069137161,0.72874516248703,0.4612311124801636,0.6853578090667725,109.99203529276814,,,0.0,164,3760,10195.0,36322,36067,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,3928.4893271177275,3754,23.438129611730268,1.2299269492762999
17,"[200,300)","[3.5,3.75)",349353,42858,306495,773,0.04519146448406899,43.47639258630079,0.0,0.09300305888934467,1.0330716371536255,0.6538428068161011,0.6527048945426941,192.4703880180553,,,0.0,332,4400,6603.0,17105,16701,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.5,4.5,2413.4007960268764,4394,34.318222321336165,0.9273598824454187
18,"[200,300)","[3.75,4.0)",166678,20806,145872,1056,0.12464589235127478,43.47639258630079,0.0,0.044372207622542785,1.3009943962097168,0.8234142065048218,0.6388174891471863,237.25760961878476,,,0.0,540,5032,3906.0,8472,7996,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.0,5.0,1794.697253337545,5026,47.74399267453535,0.8561068318518467
19,"[200,300)","[4.0,4.25)",69627,8755,60872,783,0.21156444204269118,43.47639258630079,0.0,0.018535761769008428,1.526131510734558,0.965906023979187,0.5858429074287415,186.03111789203066,,,0.0,732,5648,1953.0,3701,3211,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,1182.620621808373,5642,65.3241697556758,0.5871722716788903
20,"[200,300)","[4.25,4.5)",26813,3321,23492,492,0.33791208791208793,43.47639258630079,0.0,0.007138026632088456,1.7472426891326904,1.1058497428894043,0.5253807306289673,133.59540616480035,,,0.0,952,6280,828.0,1456,1175,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.0,6.0,670.8315892812382,6274,87.01249099339095,0.3658513360222334
21,"[200,300)","[4.5,4.75)",9558,1181,8377,212,0.38267148014440433,43.47639258630079,0.0,0.002544484337802613,1.9039727449417114,1.2050460577011108,0.44638746976852417,85.51821952192034,,,0.0,1148,4928,260.0,554,402,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,239.75635074053605,4922,127.18664776402557,0.2288158432294793
22,"[200,300)","[4.75,5.0)",3458,410,3048,97,0.532967032967033,43.47639258630079,0.0,0.0009205719648589073,2.1119091510772705,1.3366514444351196,0.35407647490501404,18.09179454913332,,,0.0,1396,4928,70.0,182,143,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,68.7911284578751,4922,127.16529026607186,0.12145443443396664
23,"[200,300)","[5,6)",1980,227,1753,51,0.4811320754716981,43.47639258630079,0.0,0.0005271059833489405,2.2743749618530273,1.439477801322937,0.1962374895811081,20.89822297752353,,,0.0,1632,4928,58.0,106,70,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.5,6.5,57.13870254913851,4922,127.17686181055885,0.10767870843877501
24,"[200,300)",>=6,2,0,2,0,0.0,43.47639258630079,0.0,5.324302862110511e-07,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
25,"[300,500)","[2,2.5)",1038,178,860,8,0.1111111111111111,43.47639258630079,0.0,0.0002763313185435355,1.5800000429153442,1.0,0.7129790186882019,6.051968182214925,,,0.0,788,5648,43.0,72,64,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,41.97370310726769,5642,65.46211190465604,0.08814292826200498
26,"[300,500)","[2.5,3)",688852,110012,578840,161,0.003664004005370838,43.47639258630079,0.0,0.18338283375852749,0.4214111268520355,0.2667159140110016,0.5843835473060608,17.586986477322547,,,0.0,52,3760,12335.0,43941,43864,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,7217.485945290755,3754,23.300009545315756,2.093625575973958
27,"[300,500)","[3,3.25)",1191475,178670,1012805,292,0.004121732256789566,43.47639258630079,0.0,0.31718868763165603,0.39609426259994507,0.25069257616996765,0.6196183562278748,30.883801826690117,,,0.0,52,3760,19806.0,70844,71076,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,12020.052565094915,3754,23.423007067433502,2.848350201031841
28,"[300,500)","[3.25,3.5)",782322,105694,676628,241,0.00584554186475211,43.47639258630079,0.0,0.20826596318460094,0.4156150817871094,0.2630475163459778,0.7103378176689148,19.319055069896834,,,0.0,52,3760,11486.0,41228,41926,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,6079.725331217345,3754,23.284489126180226,1.8130846638040854
29,"[300,500)","[3.5,3.75)",313446,36905,276541,109,0.007583136218171699,43.47639258630079,0.0,0.08344407174585455,0.6477468013763428,0.4099663496017456,0.7223257422447205,20.33224946179938,,,0.0,124,3760,4005.0,14374,14498,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,1834.2133003926833,3754,22.99685796975188,0.9826542147971095
30,"[300,500)","[3.75,4.0)",133652,15594,118058,220,0.035386842528550747,43.47639258630079,0.0,0.035580186306339696,0.9900724291801453,0.6266281008720398,0.6642460227012634,70.96701141585696,,,0.0,308,4400,2394.0,6217,5993,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.5,4.5,1144.1588444252932,4394,33.88347426026871,0.7379070332488799
31,"[300,500)","[4.0,4.25)",52626,6626,46000,314,0.11681547619047619,43.47639258630079,0.0,0.014009838121071387,1.2538275718688965,0.7935617566108704,0.6733294129371643,84.81745848194524,,,0.0,492,5032,1251.0,2688,2491,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.0,5.0,791.4292343361951,5026,47.78721417929933,0.4994297193176286
