method,spectrum,cell_id,nhit_bin,predE_bin,excess,official_expected_counts,observed_over_expected,excess_minus_expected,pull_conservative
mc_quantile_715,official_pass5,27,"[300,500)","[3,3.25)",1885.2562259612992,1497.4209918470629,1.2590021351549527,387.8352341142363,4.846901568799045
mc_quantile_715,official_pass5,28,"[300,500)","[3.25,3.5)",810.497085356379,680.4965971981646,1.1910376755643899,130.00048815821435,2.5390415659836454
mc_quantile_715,official_pass5,29,"[300,500)","[3.5,3.75)",303.427504731941,192.3397776258461,1.577559818760897,111.08772710609489,2.6430193874978407
mc_quantile_715,official_pass5,30,"[300,500)","[3.75,4.0)",145.21338365614224,66.07210073399874,2.1978018262316237,79.1412829221435,1.7088779288806597
mc_quantile_715,official_pass5,40,"[500,800)","[3.25,3.5)",992.1411403397597,908.7410365790032,1.0917754348089308,83.40010376075645,1.7459114041450678
mc_quantile_715,official_pass5,41,"[500,800)","[3.5,3.75)",374.44864118933833,377.13292974743246,0.9928823808626529,-2.6842885580941243,-0.09701570284794155
mc_quantile_715,official_pass5,42,"[500,800)","[3.75,4.0)",75.90642662751452,86.88530318181068,0.8736394286232453,-10.978876554296164,-0.6423872330003891
mc_quantile_715,official_pass5,52,"[800,1100)","[3.25,3.5)",142.15595782924356,148.96646545213193,0.9542816055800369,-6.810507622888366,-0.47469027302366107
mc_quantile_715,official_pass5,53,"[800,1100)","[3.5,3.75)",219.45185401129473,225.3444578684473,0.9738506821383972,-5.892603857152579,-0.3086240732186306
mc_quantile_715,official_pass5,54,"[800,1100)","[3.75,4.0)",86.72827608713897,88.92039150691676,0.9753474385050669,-2.1921154197777923,-0.16848886641429572
mc_quantile_715,official_pass5,55,"[800,1100)","[4.0,4.25)",40.77900533636438,17.905228301587155,2.277491504129531,22.873777034777223,2.710402979772751
mc_quantile_715,official_pass5,65,"[1100,2000)","[3.5,3.75)",41.923352982363944,75.40494009436176,0.5559762122998977,-33.48158711199782,-4.319696091714753
