grouping,group_label,cell_ids,n_cells,is_single_cell_point,N0,N0_err,effective_energy_tev,true_energy_p16_tev,true_energy_p84_tev,E2_dnde,E2_dnde_err,chi2,ndof,chi2_over_ndof,ratio_to_stage_f_pl,ratio_to_stage_f_pl_err,ratio_to_stage_f_model,ratio_to_stage_f_model_err,ratio_to_full_array_pl_ref,ratio_to_full_array_pl_ref_err,observed_excess_total,model_counts_total,expected_stage_f_counts_total
nhit,"[125,200)",1;2;3;4,4,False,3.4344448590762248e-12,2.0617902937560069e-13,0.5654599006272716,0.28487437478585254,1.0835972409306205,7.580579702417595e-11,4.550827365937777e-12,6.577284594467847,3,2.192428198155949,1.0803678593001054,0.06485740949091985,1.0803678593001054,0.06485740949091985,1.2597910271433492,0.0756286683439054,6403.029978628871,6229.624879724927,5766.207154441509
nhit,"[200,300)",14;15;16;17,4,False,3.3747609306873673e-12,1.3371485433811895e-13,0.8592664539344551,0.4744540006663289,1.5569125560722312,6.33449144071154e-11,2.509853639108847e-12,71.08139328909509,3,23.693797763031696,1.061593180831273,0.04206246915163904,1.061593180831273,0.04206246915163904,1.4050727685897213,0.055671825188566795,4940.99314341808,4457.576805326504,4198.950111789556
nhit,"[300,500)",26;27;28;29;30,5,False,3.289826225246817e-12,9.325413383070909e-14,1.3579170074897398,0.7763667277027357,2.379128621319562,4.928784202846001e-11,1.397123951859805e-12,89.7513492771678,4,22.43783731929195,1.034875405568527,0.029334804625358726,1.034875405568527,0.029334804625358726,1.4992055207808102,0.04249680764343189,4147.588186822876,3776.224414598943,3648.965270871819
nhit,"[500,800)",40;41;42;43,4,False,2.961924952586301e-12,1.1229161117292085e-13,2.7686137710240915,1.8053076211008185,4.425687716001986,2.8262707487639482e-11,1.0714872965045326e-12,7.639344345864799,3,2.5464481152882663,0.9317280235193339,0.03532339360745456,0.9317280235193339,0.03532339360745456,1.4054443180952525,0.05328278380413983,1381.3955524358032,1334.9479432809937,1432.765688680923
nhit,"[800,1100)",53;54;55,3,False,2.851168512719986e-12,1.808859288390467e-13,5.127684747556703,3.537288573670877,7.648106913688592,1.6687977130117163e-11,1.0587309133637559e-12,19.371310991551194,2,9.685655495775597,0.8968875463092103,0.05690099906565856,0.8968875463092103,0.05690099906565856,1.269662364211382,0.08055085311083865,417.3199257308641,378.0462766323615,421.5091158173208
nhit,"[1100,2000)",66;67;68;69,4,False,3.0357021662394942e-12,2.3372933980387065e-13,10.478285934087928,7.016224479485812,16.765569690584297,8.991783206367386e-12,6.923088753094681e-13,10.584774219224048,3,3.528258073074683,0.9549360043285136,0.07352386684334603,0.9549360043285136,0.07352386684334603,1.1201725824542614,0.0862460095971009,252.948068812663,228.0375064546978,238.79873145535853
nhit,"[2000,3000)",81;82;83,3,False,3.633896041673938e-12,1.890713864812125e-12,48.826931520959555,32.66731408634056,76.52536908780353,1.636364377534149e-12,8.513993743924737e-13,3.4000605413204155,2,1.7000302706602077,1.1431089007259168,0.5947588546305931,1.1431089007259168,0.5947588546305931,0.5895136517737337,0.3067235887109167,19.460146955911235,7.998784877581517,6.997395324716649
predE,"[2,2.5)",1,1,True,3.0990398620752076e-12,4.786120166765549e-13,0.322106668868535,0.18607034341888226,0.543213943439875,7.959594548663061e-11,1.229270279960952e-11,1.2532169426967929e-30,0,,0.9748600426144088,0.15055622119705137,0.9748600426144088,0.15055622119705137,0.8971180445675746,0.1385498398268084,1315.135852381798,1315.1358523817978,1349.0509354089713
predE,"[2.5,3)",2;14;26,3,False,2.9640971735348437e-12,1.0542561087248037e-13,0.667970423522505,0.39682538263722433,1.0688821894798017,6.16464352536498e-11,2.1926113464682064e-12,3.143204138258258,2,1.571602069129129,0.9324113356097588,0.03316356680839046,0.9324113356097588,0.03316356680839046,1.1492891348779453,0.040877374127757334,7152.813151681469,6865.349903682582,7363.005619395357
predE,"[3,3.25)",3;15;27,3,False,3.57813496971713e-12,1.2414289667250922e-13,1.2689656635613693,0.8233433123935687,1.865422833869807,5.5602806722246747e-11,1.9291316700015572e-12,17.090891001250885,2,8.545445500625442,1.1255682289684266,0.03905143364609665,1.1255682289684266,0.03905143364609665,1.6140462205003492,0.05599910983572242,3833.2419315144257,3455.56404119724,3070.061816123075
predE,"[3.25,3.5)",4;16;28;40,4,False,3.1637336167722436e-12,1.146324012331169e-13,2.1196933789654926,1.3784370249504418,3.0567169452641876,3.6266230440778223e-11,1.314043969144716e-12,19.05268417304322,3,6.35089472434774,0.9952106541804722,0.03605973221534393,0.9952106541804722,0.03605973221534393,1.4999253960944943,0.054347195640404564,2653.448532343067,2206.2062230328597,2216.8233567089455
predE,"[3.5,3.75)",17;29;41;53,4,False,2.99636898706153e-12,1.3334204607707278e-13,3.6751558209456796,2.4003754878091534,5.36431181106742,2.3099831530345395e-11,1.027970458108564e-12,75.34413147851595,3,25.11471049283865,0.9425630286856918,0.04194519544964571,0.9425630286856918,0.04194519544964571,1.3966510971427362,0.062152664025345805,1611.8742326077697,1044.321124984995,1107.958930280975
