run,spectrum,cells,total_excess,total_expected_counts,total_observed_over_expected,source_visible_live_days,valid_ratio_cells,median_observed_over_expected,cells_observed_over_expected_gt_1,cells_observed_over_expected_gt_1p5,spectrum_method,energy_min_tev,energy_max_tev
v1_nhit_only,official_pass5,8,17996.661744618712,16885.59078360643,1.0657999459569385,15.611713218574396,7,1.3287409574033786,7,2,loglog_piecewise_powerlaw_interpolation_with_endpoint_slope_extrapolation,0.56,15.85
v1_nhit_only,tutorial_v099,8,17996.661744618712,17998.084687201157,0.9999209392217464,15.611713218574396,7,1.2392392344409056,6,2,loglog_piecewise_powerlaw_interpolation_with_endpoint_slope_extrapolation,0.581,14.38
