cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,excess,excess_err_stat,excess_err_conservative,known_b_sigma,alpha,N_off,li_ma_sigma,statistic_note
1,"[30,60)","[2,3)",1.354568362236023,0.8573217391967773,0.24797916412353516,1289,32282.543267512934,-30993.543267512934,35.90264614203248,183.22538925463616,-231.6985656027318,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
2,"[60,100)","[2,3)",1.0863629579544067,0.6875714659690857,0.487374871969223,1153,20686.489116756493,-19533.489116756493,33.95585369269929,147.78189712125263,-180.02581591525578,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
3,"[60,100)","[3,3.25)",1.3247969150543213,0.8384790420532227,0.3588121235370636,63,991.3768376594967,-928.3768376594967,7.937253933193772,32.47116933003024,-38.85231931128638,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
4,"[100,200)","[2,3)",0.7923517823219299,0.501488447189331,0.6310978531837463,633,10889.16457960063,-10256.16457960063,25.15949125081825,107.34134608621521,-130.04034744838188,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
5,"[100,200)","[3,3.25)",0.8389869928359985,0.5310044288635254,0.6328651309013367,41,930.1919888958997,-889.1919888958997,6.4031242374328485,31.163953357940642,-39.0178782725478,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
6,"[200,300)","[2,3)",0.5577100515365601,0.3529810607433319,0.6482003927230835,77,936.2297734019793,-859.2297734019793,8.774964387392123,31.83127037053311,-36.52066536131493,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
7,"[200,300)","[3,3.25)",0.5468682050704956,0.34611910581588745,0.702869176864624,18,247.00232975897762,-229.00232975897762,4.242640687119285,16.278892153920598,-19.071437363900984,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
8,"[300,500)","[3,3.25)",0.39609426259994507,0.25069257616996765,0.6196183562278748,12,143.8767002809198,-131.8767002809198,3.4641016151377544,12.48505908199556,-14.28762400551826,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
9,"[300,500)","[3.25,3.5)",0.4156150817871094,0.2630475163459778,0.7103378176689148,4,76.24774934735399,-72.24774934735399,2.0,8.958110813522792,-10.996087958783344,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
10,"[500,800)","[3.25,3.5)",0.3107539117336273,0.19667969644069672,0.590565025806427,5,33.82950568030833,-28.82950568030833,2.23606797749979,6.231332576608982,-6.208063850898872,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
11,"[500,800)","[3.5,3.75)",0.32525408267974854,0.2058570235967636,0.7030451893806458,0,14.289016889365485,-14.289016889365485,0.0,3.7800815982416944,-5.3458426631103695,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
12,"[500,800)","[3.75,4.0)",0.5331345796585083,0.33742696046829224,0.7524763941764832,0,15.748934163969352,-15.748934163969352,0.0,3.96849268160713,-5.612296172507176,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
13,"[800,1100)","[3.5,3.75)",0.2622322738170624,0.16596980392932892,0.6843349933624268,2,6.735797891104994,-4.735797891104994,1.4142135623730951,2.955638322106579,-2.148124627587695,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
14,"[800,1100)","[3.75,4.0)",0.29693174362182617,0.18793147802352905,0.7769456505775452,1,3.6786995726270106,-2.6786995726270106,1.0,2.1630301830134067,-1.6589998552755014,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
15,"[800,1100)","[4.0,4.25)",0.5141045451164246,0.32538262009620667,0.8465465307235718,1,3.3266418908351625,-2.3266418908351625,1.0,2.080058146022645,-1.4997856759233128,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
16,"[1100,2000)","[3.75,4.0)",0.2172287553548813,0.1374865472316742,0.7136972546577454,1,2.101219868311091,-1.101219868311091,1.0,1.7610280714148456,-0.8469968152960936,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
17,"[1100,2000)","[4.0,4.25)",0.23240472376346588,0.1470915973186493,0.7426062822341919,0,1.6920705970551353,-1.6920705970551353,0.0,1.3007961396987366,-1.8396035426445205,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
18,"[1100,2000)","[4.25,4.5)",0.29243433475494385,0.1850850135087967,0.8714531660079956,0,1.2217743314067775,-1.2217743314067775,0.0,1.105339011980839,-1.5631854217633796,,,,known-background Poisson; Li-Ma undefined for direct_expectation background
