logE_true_lo,logE_true_hi,theta_true_deg_lo,theta_true_deg_hi,denominator_count,denominator_sumw
4.9,5.0,2.0,3.0,400,38650.79040527344
4.9,5.0,3.0,4.0,520,50246.02752685547
4.9,5.0,4.0,5.0,870,84065.46913146973
4.9,5.0,5.0,6.0,1000,96626.9760131836
4.9,5.0,6.0,7.0,1400,135277.76641845703
4.9,5.0,7.0,8.0,1390,134311.4966583252
4.9,5.0,8.0,9.0,1770,171029.74754333496
4.9,5.0,9.0,10.0,1630,157501.97090148926
4.9,5.0,10.0,11.0,1650,159434.51042175293
4.9,5.0,11.0,12.0,2250,217410.6960296631
4.9,5.0,12.0,13.0,2170,209680.5379486084
4.9,5.0,13.0,14.0,2470,238668.63075256348
4.9,5.0,14.0,15.0,2590,250263.8678741455
4.9,5.0,15.0,16.0,2350,227073.39363098145
4.9,5.0,16.0,17.0,2780,268622.9933166504
4.9,5.0,17.0,18.0,2750,265724.1840362549
4.9,5.0,18.0,19.0,2910,281184.50019836426
4.9,5.0,19.0,20.0,3140,303408.7046813965
4.9,5.0,20.0,21.0,3120,301476.1651611328
4.9,5.0,21.0,22.0,3580,345924.57412719727
4.9,5.0,22.0,23.0,3780,365249.969329834
4.9,5.0,23.0,24.0,3900,376845.206451416
4.9,5.0,24.0,25.0,3760,363317.4298095703
4.9,5.0,25.0,26.0,3990,385541.63429260254
4.9,5.0,26.0,27.0,4040,390372.9830932617
4.9,5.0,27.0,28.0,4160,401968.22021484375
4.9,5.0,28.0,29.0,4350,420327.34565734863
4.9,5.0,29.0,30.0,4250,410664.6480560303
4.9,5.0,30.0,31.0,4520,436753.93157958984
4.9,5.0,31.0,32.0,4410,426124.96421813965
4.9,5.0,32.0,33.0,4530,437720.2013397217
4.9,5.0,33.0,34.0,4580,442551.55014038086
4.9,5.0,34.0,35.0,4490,433855.12229919434
4.9,5.0,35.0,36.0,4840,467674.5639038086
4.9,5.0,36.0,37.0,4700,454146.7872619629
4.9,5.0,37.0,38.0,4810,464775.7546234131
4.9,5.0,38.0,39.0,4910,474438.45222473145
4.9,5.0,39.0,40.0,4920,475404.7219848633
4.9,5.0,40.0,41.0,5080,490865.03814697266
4.9,5.0,41.0,42.0,5140,496662.6567077637
4.9,5.0,42.0,43.0,4680,452214.2477416992
4.9,5.0,43.0,44.0,5390,520819.40071105957
4.9,5.0,44.0,45.0,4960,479269.8010253906
4.9,5.0,45.0,46.0,4760,459944.4058227539
4.9,5.0,46.0,47.0,4880,471539.64294433594
4.9,5.0,47.0,48.0,4980,481202.3405456543
4.9,5.0,48.0,49.0,4740,458011.86630249023
4.9,5.0,49.0,50.0,4740,458011.86630249023
5.0,5.1,0.0,1.0,210,5593.356056213379
5.0,5.1,1.0,2.0,590,15714.667015075684
5.0,5.1,2.0,3.0,850,22639.77451324463
5.0,5.1,3.0,4.0,1510,40218.893547058105
5.0,5.1,4.0,5.0,1920,51139.25537109375
5.0,5.1,5.0,6.0,2290,60994.21604156494
5.0,5.1,6.0,7.0,2710,72180.9281539917
5.0,5.1,7.0,8.0,3340,88960.99632263184
5.0,5.1,8.0,9.0,3520,93755.30151367188
5.0,5.1,9.0,10.0,4180,111334.42054748535
5.0,5.1,10.0,11.0,4220,112399.8217010498
5.0,5.1,11.0,12.0,4910,130777.99160003662
5.0,5.1,12.0,13.0,5660,150754.26322937012
5.0,5.1,13.0,14.0,5490,146226.3083267212
5.0,5.1,14.0,15.0,6130,163272.72678375244
5.0,5.1,15.0,16.0,6520,173660.38803100586
5.0,5.1,16.0,17.0,6620,176323.890914917
5.0,5.1,17.0,18.0,7010,186711.5521621704
5.0,5.1,18.0,19.0,7571,201653.80334091187
5.0,5.1,19.0,20.0,7900,210416.7278289795
5.0,5.1,20.0,21.0,7740,206155.12321472168
5.0,5.1,21.0,22.0,8750,233056.50234222412
5.0,5.1,22.0,23.0,8580,228528.5474395752
5.0,5.1,23.0,24.0,9140,243444.16358947754
5.0,5.1,24.0,25.0,9370,249570.22022247314
5.0,5.1,25.0,26.0,9400,250369.27108764648
5.0,5.1,26.0,27.0,10410,277270.6502151489
5.0,5.1,27.0,28.0,10010,266616.6386795044
5.0,5.1,28.0,29.0,10330,275139.84790802
5.0,5.1,29.0,30.0,10540,280733.2039642334
5.0,5.1,30.0,31.0,11490,306036.48136138916
5.0,5.1,31.0,32.0,11400,303639.32876586914
5.0,5.1,32.0,33.0,12140,323349.2501068115
5.0,5.1,33.0,34.0,11260,299910.42472839355
5.0,5.1,34.0,35.0,12190,324681.0015487671
5.0,5.1,35.0,36.0,12330,328409.9055862427
5.0,5.1,36.0,37.0,11450,304971.0802078247
5.0,5.1,37.0,38.0,12100,322283.84895324707
5.0,5.1,38.0,39.0,11740,312695.238571167
5.0,5.1,39.0,40.0,12630,336400.4142379761
5.0,5.1,40.0,41.0,11500,306302.8316497803
5.0,5.1,41.0,42.0,12580,335068.6627960205
5.0,5.1,42.0,43.0,12210,325213.7021255493
5.0,5.1,43.0,44.0,12100,322283.84895324707
5.0,5.1,44.0,45.0,12590,335335.0130844116
5.0,5.1,45.0,46.0,12210,325213.7021255493
5.0,5.1,46.0,47.0,12150,323615.60039520264
5.0,5.1,47.0,48.0,12540,334003.26164245605
5.0,5.1,48.0,49.0,12550,334269.61193084717
5.0,5.1,49.0,50.0,12290,327344.5044326782
5.1,5.2,0.0,1.0,200,5327.005767822266
5.1,5.2,1.0,2.0,400,10654.011535644531
5.1,5.2,2.0,3.0,760,20242.62191772461
5.1,5.2,3.0,4.0,1150,30630.283164978027
5.1,5.2,4.0,5.0,1290,34359.18720245361
5.1,5.2,5.0,6.0,1580,42083.3455657959
5.1,5.2,6.0,7.0,2290,60994.21604156494
5.1,5.2,7.0,8.0,2190,58330.71315765381
5.1,5.2,8.0,9.0,2850,75909.83219146729
5.1,5.2,9.0,10.0,2920,77774.28421020508
5.1,5.2,10.0,11.0,3190,84965.74199676514
5.1,5.2,11.0,12.0,3120,83101.28997802734
5.1,5.2,12.0,13.0,3950,105208.36391448975
5.1,5.2,13.0,14.0,4050,107871.86679840088
5.1,5.2,14.0,15.0,4240,112932.52227783203
5.1,5.2,15.0,16.0,4060,108138.21708679199
5.1,5.2,16.0,17.0,4590,122254.782371521
5.1,5.2,17.0,18.0,5030,133974.19506072998
5.1,5.2,18.0,19.0,5600,149156.16149902344
5.1,5.2,19.0,20.0,5780,153950.46669006348
5.1,5.2,20.0,21.0,5660,150754.26322937012
5.1,5.2,21.0,22.0,6100,162473.6759185791
5.1,5.2,22.0,23.0,6250,166468.9302444458
5.1,5.2,23.0,24.0,6790,180851.84581756592
5.1,5.2,24.0,25.0,6810,181384.54639434814
5.1,5.2,25.0,26.0,6430,171263.23543548584
5.1,5.2,26.0,27.0,6920,184314.3995666504
5.1,5.2,27.0,28.0,7550,201094.46773529053
5.1,5.2,28.0,29.0,6620,176323.890914917
5.1,5.2,29.0,30.0,6980,185912.50129699707
5.1,5.2,30.0,31.0,7840,208818.6260986328
5.1,5.2,31.0,32.0,7870,209617.67696380615
5.1,5.2,32.0,33.0,7470,198963.66542816162
5.1,5.2,33.0,34.0,7850,209084.97638702393
5.1,5.2,34.0,35.0,7770,206954.17407989502
5.1,5.2,35.0,36.0,8510,226664.0954208374
5.1,5.2,36.0,37.0,8740,232790.152053833
5.1,5.2,37.0,38.0,8290,220804.3890762329
5.1,5.2,38.0,39.0,8260,220005.33821105957
5.1,5.2,39.0,40.0,8529,227170.16096878052
5.1,5.2,40.0,41.0,8410,224000.59253692627
5.1,5.2,41.0,42.0,9180,244509.564743042
5.1,5.2,42.0,43.0,8700,231724.75090026855
5.1,5.2,43.0,44.0,8780,233855.55320739746
5.1,5.2,44.0,45.0,8200,218407.2364807129
5.1,5.2,45.0,46.0,8740,232790.152053833
5.1,5.2,46.0,47.0,8700,231724.75090026855
5.1,5.2,47.0,48.0,8910,237318.10695648193
5.1,5.2,48.0,49.0,9020,240247.96012878418
5.1,5.2,49.0,50.0,8330,221869.79022979736
5.2,5.300000000000001,0.0,1.0,130,3462.5537490844727
5.2,5.300000000000001,1.0,2.0,240,6392.406921386719
5.2,5.300000000000001,2.0,3.0,560,14915.616149902344
5.2,5.300000000000001,3.0,4.0,710,18910.870475769043
5.2,5.300000000000001,4.0,5.0,950,25303.27739715576
5.2,5.300000000000001,5.0,6.0,1090,29032.181434631348
5.2,5.300000000000001,6.0,7.0,1210,32228.384895324707
5.2,5.300000000000001,7.0,8.0,1550,41284.29470062256
5.2,5.300000000000001,8.0,9.0,1730,46078.5998916626
5.2,5.300000000000001,9.0,10.0,1940,51671.95594787598
5.2,5.300000000000001,10.0,11.0,1930,51405.60565948486
5.2,5.300000000000001,11.0,12.0,2320,61793.26690673828
5.2,5.300000000000001,12.0,13.0,2480,66054.8715209961
5.2,5.300000000000001,13.0,14.0,2720,72447.27844238281
5.2,5.300000000000001,14.0,15.0,3040,80970.48767089844
5.2,5.300000000000001,15.0,16.0,3140,83633.99055480957
5.2,5.300000000000001,16.0,17.0,3440,91624.49920654297
5.2,5.300000000000001,17.0,18.0,3520,93755.30151367188
5.2,5.300000000000001,18.0,19.0,3220,85764.79286193848
5.2,5.300000000000001,19.0,20.0,3500,93222.60093688965
5.2,5.300000000000001,20.0,21.0,3660,97484.20555114746
5.2,5.300000000000001,21.0,22.0,4320,115063.32458496094
5.2,5.300000000000001,22.0,23.0,4180,111334.42054748535
5.2,5.300000000000001,23.0,24.0,4630,123320.18352508545
5.2,5.300000000000001,24.0,25.0,4550,121189.38121795654
5.2,5.300000000000001,25.0,26.0,4920,131044.34188842773
5.2,5.300000000000001,26.0,27.0,4930,131310.69217681885
5.2,5.300000000000001,27.0,28.0,4780,127315.43785095215
5.2,5.300000000000001,28.0,29.0,4610,122787.48294830322
5.2,5.300000000000001,29.0,30.0,4990,132908.79390716553
5.2,5.300000000000001,30.0,31.0,5360,142763.75457763672
5.2,5.300000000000001,31.0,32.0,5150,137170.39852142334
5.2,5.300000000000001,32.0,33.0,5180,137969.44938659668
5.2,5.300000000000001,33.0,34.0,5390,143562.80544281006
5.2,5.300000000000001,34.0,35.0,5750,153151.41582489014
5.2,5.300000000000001,35.0,36.0,5860,156081.26899719238
5.2,5.300000000000001,36.0,37.0,6510,173394.03774261475
5.2,5.300000000000001,37.0,38.0,6140,163539.07707214355
5.2,5.300000000000001,38.0,39.0,5620,149688.86207580566
5.2,5.300000000000001,39.0,40.0,5770,153684.11640167236
5.2,5.300000000000001,40.0,41.0,5930,157945.72101593018
5.2,5.300000000000001,41.0,42.0,6210,165403.52909088135
5.2,5.300000000000001,42.0,43.0,6010,160076.52332305908
5.2,5.300000000000001,43.0,44.0,5780,153950.46669006348
5.2,5.300000000000001,44.0,45.0,5940,158212.0713043213
5.2,5.300000000000001,45.0,46.0,5920,157679.37072753906
5.2,5.300000000000001,46.0,47.0,6080,161940.97534179688
5.2,5.300000000000001,47.0,48.0,6010,160076.52332305908
5.2,5.300000000000001,48.0,49.0,5770,153684.11640167236
5.2,5.300000000000001,49.0,50.0,5990,159543.82274627686
5.300000000000001,5.4,0.0,1.0,70,1864.452018737793
5.300000000000001,5.4,1.0,2.0,220,5859.706344604492
5.300000000000001,5.4,2.0,3.0,310,8256.858940124512
5.300000000000001,5.4,3.0,4.0,520,13850.21499633789
5.300000000000001,5.4,4.0,5.0,740,19709.921340942383
5.300000000000001,5.4,5.0,6.0,780,20775.322494506836
5.300000000000001,5.4,6.0,7.0,930,24770.576820373535
5.300000000000001,5.4,7.0,8.0,1010,26901.37912750244
5.300000000000001,5.4,8.0,9.0,1150,30630.283164978027
5.300000000000001,5.4,9.0,10.0,1380,36756.33979797363
5.300000000000001,5.4,10.0,11.0,1350,35957.28893280029
5.300000000000001,5.4,11.0,12.0,1600,42616.046142578125
5.300000000000001,5.4,12.0,13.0,1720,45812.249603271484
5.300000000000001,5.4,13.0,14.0,1680,44746.84844970703
5.300000000000001,5.4,14.0,15.0,2050,54601.80912017822
5.300000000000001,5.4,15.0,16.0,2060,54868.159408569336
5.300000000000001,5.4,16.0,17.0,1900,50606.55479431152
5.300000000000001,5.4,17.0,18.0,2100,55933.56056213379
5.300000000000001,5.4,18.0,19.0,2370,63125.01834869385
5.300000000000001,5.4,19.0,20.0,2470,65788.52123260498
5.300000000000001,5.4,20.0,21.0,2740,72979.97901916504
5.300000000000001,5.4,21.0,22.0,2950,78573.33507537842
5.300000000000001,5.4,22.0,23.0,2910,77507.93392181396
5.300000000000001,5.4,23.0,24.0,3020,80437.78709411621
5.300000000000001,5.4,24.0,25.0,3270,87096.54430389404
5.300000000000001,5.4,25.0,26.0,3270,87096.54430389404
5.300000000000001,5.4,26.0,27.0,3200,85232.09228515625
5.300000000000001,5.4,27.0,28.0,3630,96685.15468597412
5.300000000000001,5.4,28.0,29.0,3160,84166.6911315918
5.300000000000001,5.4,29.0,30.0,3560,94820.70266723633
5.300000000000001,5.4,30.0,31.0,3580,95353.40324401855
5.300000000000001,5.4,31.0,32.0,4019,107046.18090438843
5.300000000000001,5.4,32.0,33.0,3940,104942.01362609863
5.300000000000001,5.4,33.0,34.0,3570,95087.05295562744
5.300000000000001,5.4,34.0,35.0,3640,96951.50497436523
5.300000000000001,5.4,35.0,36.0,3840,102278.5107421875
5.300000000000001,5.4,36.0,37.0,3830,102012.16045379639
5.300000000000001,5.4,37.0,38.0,4220,112399.8217010498
5.300000000000001,5.4,38.0,39.0,3530,94021.65180206299
5.300000000000001,5.4,39.0,40.0,4460,118792.22862243652
5.300000000000001,5.4,40.0,41.0,3660,97484.20555114746
5.300000000000001,5.4,41.0,42.0,4170,111068.07025909424
5.300000000000001,5.4,42.0,43.0,3960,105474.71420288086
5.300000000000001,5.4,43.0,44.0,4030,107339.16622161865
5.300000000000001,5.4,44.0,45.0,3970,105741.06449127197
5.300000000000001,5.4,45.0,46.0,3710,98815.95699310303
5.300000000000001,5.4,46.0,47.0,4310,114796.97429656982
5.300000000000001,5.4,47.0,48.0,3870,103077.56160736084
5.300000000000001,5.4,48.0,49.0,4080,108670.91766357422
5.300000000000001,5.4,49.0,50.0,4090,108937.26795196533
5.4,5.5,0.0,1.0,80,1312.6459884643555
5.4,5.5,1.0,2.0,170,2482.564105987549
5.4,5.5,2.0,3.0,340,6192.362689971924
5.4,5.5,3.0,4.0,450,7281.364145278931
5.4,5.5,4.0,5.0,630,11257.513017654419
5.4,5.5,5.0,6.0,840,12760.087480545044
5.4,5.5,6.0,7.0,1100,17844.34326171875
5.4,5.5,7.0,8.0,1260,18424.244441986084
5.4,5.5,8.0,9.0,1570,24840.251665115356
5.4,5.5,9.0,10.0,1500,26043.88584136963
5.4,5.5,10.0,11.0,1460,22933.0938911438
5.4,5.5,11.0,12.0,1660,27441.943340301514
5.4,5.5,12.0,13.0,2110,35336.92472457886
5.4,5.5,13.0,14.0,2170,32844.24486160278
5.4,5.5,14.0,15.0,1990,32549.799423217773
5.4,5.5,15.0,16.0,2640,43521.85669898987
5.4,5.5,16.0,17.0,2310,36982.227058410645
5.4,5.5,17.0,18.0,2950,44415.30877113342
5.4,5.5,18.0,19.0,2860,44881.70329093933
5.4,5.5,19.0,20.0,2960,45499.81537818909
5.4,5.5,20.0,21.0,2930,46132.53807067871
5.4,5.5,21.0,22.0,3120,47920.56827545166
5.4,5.5,22.0,23.0,3420,56524.69416618347
5.4,5.5,23.0,24.0,3400,54355.68095207214
5.4,5.5,24.0,25.0,3420,54070.22521018982
5.4,5.5,25.0,26.0,3480,54032.0143032074
5.4,5.5,26.0,27.0,3780,61204.366636276245
5.4,5.5,27.0,28.0,3620,58579.074659347534
5.4,5.5,28.0,29.0,4430,71971.8848323822
5.4,5.5,29.0,30.0,4220,70264.77128982544
5.4,5.5,30.0,31.0,4270,67914.81929779053
5.4,5.5,31.0,32.0,4390,72542.79631614685
5.4,5.5,32.0,33.0,4210,69998.42100143433
5.4,5.5,33.0,34.0,4290,68242.98079490662
5.4,5.5,34.0,35.0,4170,69955.71524620056
5.4,5.5,35.0,36.0,4220,68014.84141349792
5.4,5.5,36.0,37.0,4660,74007.15987205505
5.4,5.5,37.0,38.0,4250,71472.90031433105
5.4,5.5,38.0,39.0,4920,81545.88460922241
5.4,5.5,39.0,40.0,4640,71224.52941894531
5.4,5.5,40.0,41.0,5030,80794.03434753418
5.4,5.5,41.0,42.0,4450,72504.58540916443
5.4,5.5,42.0,43.0,4680,75971.63400650024
5.4,5.5,43.0,44.0,4740,74501.64954185486
5.4,5.5,44.0,45.0,4600,75068.06617736816
5.4,5.5,45.0,46.0,4620,74373.53227615356
5.4,5.5,46.0,47.0,4570,74473.55439186096
5.4,5.5,47.0,48.0,4560,75638.97766113281
5.4,5.5,48.0,49.0,4440,70806.46156311035
5.4,5.5,49.0,50.0,4660,78302.48054504395
5.5,5.6,0.0,1.0,160,988.9793395996094
5.5,5.6,1.0,2.0,370,2287.0147228240967
5.5,5.6,2.0,3.0,720,4450.407028198242
5.5,5.6,3.0,4.0,1240,7664.589881896973
5.5,5.6,4.0,5.0,1260,7788.212299346924
5.5,5.6,5.0,6.0,1750,10816.961526870728
5.5,5.6,6.0,7.0,2040,12609.48657989502
5.5,5.6,7.0,8.0,1980,12238.619327545166
5.5,5.6,8.0,9.0,2450,15143.746137619019
5.5,5.6,9.0,10.0,2640,16318.159103393555
5.5,5.6,10.0,11.0,2990,18481.5514087677
5.5,5.6,11.0,12.0,3430,21201.244592666626
5.5,5.6,12.0,13.0,3680,22746.524810791016
5.5,5.6,13.0,14.0,3450,21324.867010116577
5.5,5.6,14.0,15.0,4290,26517.008543014526
5.5,5.6,15.0,16.0,4010,24786.29469871521
5.5,5.6,16.0,17.0,4780,29545.75777053833
5.5,5.6,17.0,18.0,4860,30040.247440338135
5.5,5.6,18.0,19.0,5080,31400.094032287598
5.5,5.6,19.0,20.0,5310,32821.751832962036
5.5,5.6,20.0,21.0,5690,35170.57776451111
5.5,5.6,21.0,22.0,5630,34799.710512161255
5.5,5.6,22.0,23.0,5830,36035.93468666077
5.5,5.6,23.0,24.0,6100,37704.83732223511
5.5,5.6,24.0,25.0,6070,37519.40369606018
5.5,5.6,25.0,26.0,6530,40362.71929740906
5.5,5.6,26.0,27.0,6870,42464.30039405823
5.5,5.6,27.0,28.0,7340,45369.42720413208
5.5,5.6,28.0,29.0,6570,40609.96413230896
5.5,5.6,29.0,30.0,7160,44256.82544708252
5.5,5.6,30.0,31.0,7530,46543.840169906616
5.5,5.6,31.0,32.0,7640,47223.76346588135
5.5,5.6,32.0,33.0,7320,45245.80478668213
5.5,5.6,33.0,34.0,7860,48583.61005783081
5.5,5.6,34.0,35.0,7800,48212.74280548096
5.5,5.6,35.0,36.0,8350,51612.359285354614
5.5,5.6,36.0,37.0,8540,52786.77225112915
5.5,5.6,37.0,38.0,8720,53899.37400817871
5.5,5.6,38.0,39.0,8560,52910.3946685791
5.5,5.6,39.0,40.0,8290,51241.49203300476
5.5,5.6,40.0,41.0,8550,52848.583459854126
5.5,5.6,41.0,42.0,8660,53528.50675582886
5.5,5.6,42.0,43.0,8180,50561.56873703003
5.5,5.6,43.0,44.0,8400,51921.41532897949
5.5,5.6,44.0,45.0,8400,51921.41532897949
5.5,5.6,45.0,46.0,8010,49510.778188705444
5.5,5.6,46.0,47.0,7240,44751.315116882324
5.5,5.6,47.0,48.0,8170,50499.757528305054
5.5,5.6,48.0,49.0,8790,54332.05246925354
5.5,5.6,49.0,50.0,8470,52354.09379005432
5.6,5.7,0.0,1.0,110,679.9232959747314
5.6,5.7,1.0,2.0,300,1854.3362617492676
5.6,5.7,2.0,3.0,570,3523.2388973236084
5.6,5.7,3.0,4.0,690,4264.973402023315
5.6,5.7,4.0,5.0,810,5006.7079067230225
5.6,5.7,5.0,6.0,1150,7108.289003372192
5.6,5.7,6.0,7.0,1230,7602.778673171997
5.6,5.7,7.0,8.0,1520,9395.303726196289
5.6,5.7,8.0,9.0,1620,10013.415813446045
5.6,5.7,9.0,10.0,1780,11002.395153045654
5.6,5.7,10.0,11.0,2070,12794.920206069946
5.6,5.7,11.0,12.0,2290,14154.76679801941
5.6,5.7,12.0,13.0,2500,15452.802181243896
5.6,5.7,13.0,14.0,2560,15823.66943359375
5.6,5.7,14.0,15.0,2740,16936.27119064331
5.6,5.7,15.0,16.0,3070,18976.041078567505
5.6,5.7,16.0,17.0,2790,17245.32723426819
5.6,5.7,17.0,18.0,3450,21324.867010116577
5.6,5.7,18.0,19.0,3630,22437.468767166138
5.6,5.7,19.0,20.0,3660,22622.902393341064
5.6,5.7,20.0,21.0,3700,22870.147228240967
5.6,5.7,21.0,22.0,4020,24848.105907440186
5.6,5.7,22.0,23.0,4000,24724.483489990234
5.6,5.7,23.0,24.0,4120,25466.21799468994
5.6,5.7,24.0,25.0,3970,24539.049863815308
5.6,5.7,25.0,26.0,4460,27567.79909133911
5.6,5.7,26.0,27.0,4990,30843.793153762817
5.6,5.7,27.0,28.0,4560,28185.911178588867
5.6,5.7,28.0,29.0,4700,29051.268100738525
5.6,5.7,29.0,30.0,4830,29854.813814163208
5.6,5.7,30.0,31.0,5190,32080.01732826233
5.6,5.7,31.0,32.0,5080,31400.094032287598
5.6,5.7,32.0,33.0,4890,30225.68106651306
5.6,5.7,33.0,34.0,4900,30287.492275238037
5.6,5.7,34.0,35.0,5560,34367.032051086426
5.6,5.7,35.0,36.0,5460,33748.91996383667
5.6,5.7,36.0,37.0,5910,36530.42435646057
5.6,5.7,37.0,38.0,5330,32945.37425041199
5.6,5.7,38.0,39.0,5650,34923.332929611206
5.6,5.7,39.0,40.0,5350,33068.99666786194
5.6,5.7,40.0,41.0,5840,36097.74589538574
5.6,5.7,41.0,42.0,5940,36715.8579826355
5.6,5.7,42.0,43.0,5840,36097.74589538574
5.6,5.7,43.0,44.0,5950,36777.66919136047
5.6,5.7,44.0,45.0,5690,35170.57776451111
5.6,5.7,45.0,46.0,5970,36901.291608810425
5.6,5.7,46.0,47.0,5680,35108.76655578613
5.6,5.7,47.0,48.0,5980,36963.1028175354
5.6,5.7,48.0,49.0,6040,37333.970069885254
5.6,5.7,49.0,50.0,5630,34799.710512161255
5.7,5.800000000000001,0.0,1.0,40,247.24483489990234
5.7,5.800000000000001,1.0,2.0,230,1421.6578006744385
5.7,5.800000000000001,2.0,3.0,310,1916.1474704742432
5.7,5.800000000000001,3.0,4.0,480,2966.938018798828
5.7,5.800000000000001,4.0,5.0,690,4264.973402023315
5.7,5.800000000000001,5.0,6.0,730,4512.218236923218
5.7,5.800000000000001,6.0,7.0,910,5624.819993972778
5.7,5.800000000000001,7.0,8.0,920,5686.631202697754
5.7,5.800000000000001,8.0,9.0,1200,7417.34504699707
5.7,5.800000000000001,9.0,10.0,1040,6428.365707397461
5.7,5.800000000000001,10.0,11.0,1600,9889.793395996094
5.7,5.800000000000001,11.0,12.0,1600,9889.793395996094
5.7,5.800000000000001,12.0,13.0,1890,11682.318449020386
5.7,5.800000000000001,13.0,14.0,2080,12856.731414794922
5.7,5.800000000000001,14.0,15.0,2180,13474.843502044678
5.7,5.800000000000001,15.0,16.0,2090,12918.542623519897
5.7,5.800000000000001,16.0,17.0,2580,15947.291851043701
5.7,5.800000000000001,17.0,18.0,2100,12980.353832244873
5.7,5.800000000000001,18.0,19.0,2660,16441.781520843506
5.7,5.800000000000001,19.0,20.0,2370,14649.256467819214
5.7,5.800000000000001,20.0,21.0,2680,16565.403938293457
5.7,5.800000000000001,21.0,22.0,2810,17368.94965171814
5.7,5.800000000000001,22.0,23.0,2550,15761.858224868774
5.7,5.800000000000001,23.0,24.0,2620,16194.536685943604
5.7,5.800000000000001,24.0,25.0,2920,18048.87294769287
5.7,5.800000000000001,25.0,26.0,2980,18419.740200042725
5.7,5.800000000000001,26.0,27.0,3160,19532.341957092285
5.7,5.800000000000001,27.0,28.0,3090,19099.663496017456
5.7,5.800000000000001,28.0,29.0,3200,19779.586791992188
5.7,5.800000000000001,29.0,30.0,3340,20644.943714141846
5.7,5.800000000000001,30.0,31.0,3650,22561.09118461609
5.7,5.800000000000001,31.0,32.0,3520,21757.545471191406
5.7,5.800000000000001,32.0,33.0,3670,22684.71360206604
5.7,5.800000000000001,33.0,34.0,3470,21448.48942756653
5.7,5.800000000000001,34.0,35.0,3490,21572.11184501648
5.7,5.800000000000001,35.0,36.0,3620,22375.657558441162
5.7,5.800000000000001,36.0,37.0,3700,22870.147228240967
5.7,5.800000000000001,37.0,38.0,3959,24471.057534217834
5.7,5.800000000000001,38.0,39.0,3450,21324.867010116577
5.7,5.800000000000001,39.0,40.0,3870,23920.93777656555
5.7,5.800000000000001,40.0,41.0,3740,23117.39206314087
5.7,5.800000000000001,41.0,42.0,4330,26764.25337791443
5.7,5.800000000000001,42.0,43.0,4110,25404.406785964966
5.7,5.800000000000001,43.0,44.0,3850,23797.3153591156
5.7,5.800000000000001,44.0,45.0,3690,22808.33601951599
5.7,5.800000000000001,45.0,46.0,3850,23797.3153591156
5.7,5.800000000000001,46.0,47.0,4160,25713.462829589844
5.7,5.800000000000001,47.0,48.0,3890,24044.560194015503
5.7,5.800000000000001,48.0,49.0,3990,24662.67228126526
5.7,5.800000000000001,49.0,50.0,3610,22313.846349716187
5.800000000000001,5.9,0.0,1.0,50,309.05604362487793
5.800000000000001,5.9,1.0,2.0,180,1112.6017570495605
5.800000000000001,5.9,2.0,3.0,240,1483.469009399414
5.800000000000001,5.9,3.0,4.0,330,2039.7698879241943
5.800000000000001,5.9,4.0,5.0,300,1854.3362617492676
5.800000000000001,5.9,5.0,6.0,570,3523.2388973236084
5.800000000000001,5.9,6.0,7.0,540,3337.8052711486816
5.800000000000001,5.9,7.0,8.0,500,3090.5604362487793
5.800000000000001,5.9,8.0,9.0,900,5563.008785247803
5.800000000000001,5.9,9.0,10.0,800,4944.896697998047
5.800000000000001,5.9,10.0,11.0,1080,6675.610542297363
5.800000000000001,5.9,11.0,12.0,1090,6737.421751022339
5.800000000000001,5.9,12.0,13.0,1130,6984.666585922241
5.800000000000001,5.9,13.0,14.0,1450,8962.62526512146
5.800000000000001,5.9,14.0,15.0,1010,6242.932081222534
5.800000000000001,5.9,15.0,16.0,1260,7788.212299346924
5.800000000000001,5.9,16.0,17.0,1230,7602.778673171997
5.800000000000001,5.9,17.0,18.0,1610,9951.60460472107
5.800000000000001,5.9,18.0,19.0,1690,10446.094274520874
5.800000000000001,5.9,19.0,20.0,1740,10755.150318145752
5.800000000000001,5.9,20.0,21.0,1660,10260.660648345947
5.800000000000001,5.9,21.0,22.0,1670,10322.471857070923
5.800000000000001,5.9,22.0,23.0,1800,11126.017570495605
5.800000000000001,5.9,23.0,24.0,2130,13165.7874584198
5.800000000000001,5.9,24.0,25.0,2040,12609.48657989502
5.800000000000001,5.9,25.0,26.0,2030,12547.675371170044
5.800000000000001,5.9,26.0,27.0,2210,13660.277128219604
5.800000000000001,5.9,27.0,28.0,2330,14402.011632919312
5.800000000000001,5.9,28.0,29.0,2230,13783.899545669556
5.800000000000001,5.9,29.0,30.0,2460,15205.557346343994
5.800000000000001,5.9,30.0,31.0,2230,13783.899545669556
5.800000000000001,5.9,31.0,32.0,2530,15638.235807418823
5.800000000000001,5.9,32.0,33.0,2410,14896.501302719116
5.800000000000001,5.9,33.0,34.0,2530,15638.235807418823
5.800000000000001,5.9,34.0,35.0,2570,15885.480642318726
5.800000000000001,5.9,35.0,36.0,2590,16009.103059768677
5.800000000000001,5.9,36.0,37.0,2790,17245.32723426819
5.800000000000001,5.9,37.0,38.0,2610,16132.725477218628
5.800000000000001,5.9,38.0,39.0,2800,17307.138442993164
5.800000000000001,5.9,39.0,40.0,2600,16070.914268493652
5.800000000000001,5.9,40.0,41.0,2800,17307.138442993164
