logE_true_lo,logE_true_hi,theta_true_deg_lo,theta_true_deg_hi,denominator_count,denominator_sumw
2.9,3.0,42.0,43.0,1887897,845366779.7947083
2.9,3.0,43.0,44.0,1885639,844355687.4582214
2.9,3.0,44.0,45.0,1883077,843208469.3155823
2.9,3.0,45.0,46.0,1884060,843648639.274292
2.9,3.0,46.0,47.0,1889330,846008451.769104
2.9,3.0,47.0,48.0,1883478,843388030.0006714
2.9,3.0,48.0,49.0,1868292,836588008.6446533
2.9,3.0,49.0,50.0,1868715,836777420.5393982
3.0,3.1,0.0,1.0,27800,10294084.295654297
3.0,3.1,1.0,2.0,82460,30534179.533081055
3.0,3.1,2.0,3.0,139731,51741104.05453491
3.0,3.1,3.0,4.0,191630,70958826.38763428
3.0,3.1,4.0,5.0,244870,90673108.68621826
3.0,3.1,5.0,6.0,302870,112149975.20233154
3.0,3.1,6.0,7.0,353520,130905204.32373047
3.0,3.1,7.0,8.0,402531,149053526.8206482
3.0,3.1,8.0,9.0,462780,171363177.35046387
3.0,3.1,9.0,10.0,512129,189636658.13845825
3.0,3.1,10.0,11.0,566901,209918225.94570923
3.0,3.1,11.0,12.0,614850,227673299.61090088
3.0,3.1,12.0,13.0,663731,245773484.30355835
3.0,3.1,13.0,14.0,711879,263602245.8383484
3.0,3.1,14.0,15.0,760090,281454335.69366455
3.0,3.1,15.0,16.0,812199,300749819.0951843
3.0,3.1,16.0,17.0,860486,318630051.05145264
3.0,3.1,17.0,18.0,899641,333128787.4038391
3.0,3.1,18.0,19.0,944240,349643386.8823242
3.0,3.1,19.0,20.0,992889,367657664.10891724
3.0,3.1,20.0,21.0,1035871,383573503.3605652
3.0,3.1,21.0,22.0,1073740,397596045.74157715
3.0,3.1,22.0,23.0,1111721,411660060.69241333
3.0,3.1,23.0,24.0,1153839,427255968.6911316
3.0,3.1,24.0,25.0,1190361,440779729.3618469
3.0,3.1,25.0,26.0,1220370,451891786.03912354
3.0,3.1,26.0,27.0,1256980,465448132.30041504
3.0,3.1,27.0,28.0,1288380,477075263.48327637
3.0,3.1,28.0,29.0,1319218,488494291.2354126
3.0,3.1,29.0,30.0,1351461,500433577.5643616
3.0,3.1,30.0,31.0,1380330,511123502.72735596
3.0,3.1,31.0,32.0,1405525,520452979.48379517
3.0,3.1,32.0,33.0,1427729,528674916.45144653
3.0,3.1,33.0,34.0,1454169,538465405.2563782
3.0,3.1,34.0,35.0,1469971,544316740.509613
3.0,3.1,35.0,36.0,1487882,550949019.06427
3.0,3.1,36.0,37.0,1497628,554557873.220581
3.0,3.1,37.0,38.0,1512477,560056321.339508
3.0,3.1,38.0,39.0,1529000,566174636.2609863
3.0,3.1,39.0,40.0,1547211,572918002.0562439
3.0,3.1,40.0,41.0,1552571,574902760.7549744
3.0,3.1,41.0,42.0,1561518,578215752.5604858
3.0,3.1,42.0,43.0,1564494,579317737.9872437
3.0,3.1,43.0,44.0,1569649,581226587.0715637
3.0,3.1,44.0,45.0,1577009,583951927.3742981
3.0,3.1,45.0,46.0,1573707,582730002.0606384
3.0,3.1,46.0,47.0,1571029,581737588.3783264
3.0,3.1,47.0,48.0,1564739,579408459.2337341
3.0,3.1,48.0,49.0,1558161,576972686.3381653
3.0,3.1,49.0,50.0,1553641,575298971.9131165
3.1,3.2,0.0,1.0,18880,6991090.341796875
3.1,3.2,1.0,2.0,57320,21225068.770751953
3.1,3.2,2.0,3.0,94770,35092459.3057251
3.1,3.2,3.0,4.0,133781,49537873.78262329
3.1,3.2,4.0,5.0,166420,61623795.26916504
3.1,3.2,5.0,6.0,205120,75954049.30664062
3.1,3.2,6.0,7.0,244420,90506477.82531738
3.1,3.2,7.0,8.0,282021,104429782.27139282
3.1,3.2,8.0,9.0,314931,116616052.5652771
3.1,3.2,9.0,10.0,353872,131035546.68603516
3.1,3.2,10.0,11.0,389120,144087556.875
3.1,3.2,11.0,12.0,423679,156884436.7013855
3.1,3.2,12.0,13.0,455920,168822982.44873047
3.1,3.2,13.0,14.0,490711,181705769.74118042
3.1,3.2,14.0,15.0,525260,194498946.6595459
3.1,3.2,15.0,16.0,555120,205555830.00732422
3.1,3.2,16.0,17.0,585787,216911538.03231812
3.1,3.2,17.0,18.0,621069,229976138.10855103
3.1,3.2,18.0,19.0,648550,240152099.6383667
3.1,3.2,19.0,20.0,679660,251671846.48864746
3.1,3.2,20.0,21.0,707908,262131821.06359863
3.1,3.2,21.0,22.0,735158,272222245.41815186
3.1,3.2,22.0,23.0,762719,282427830.2121277
3.1,3.2,23.0,24.0,792929,293614315.3406067
3.1,3.2,24.0,25.0,816771,302442788.64193726
3.1,3.2,25.0,26.0,840111,311085375.96066284
3.1,3.2,26.0,27.0,861417,318974791.78811646
3.1,3.2,27.0,28.0,883170,327029727.60406494
3.1,3.2,28.0,29.0,904940,335090958.36364746
3.1,3.2,29.0,30.0,926769,343174036.2805481
3.1,3.2,30.0,31.0,946963,350651688.73617554
3.1,3.2,31.0,32.0,960790,355771699.65545654
3.1,3.2,32.0,33.0,976310,361518612.90252686
3.1,3.2,33.0,34.0,997869,369501712.30288696
3.1,3.2,34.0,35.0,1009831,373931130.8764343
3.1,3.2,35.0,36.0,1026699,380177196.1246033
3.1,3.2,36.0,37.0,1037012,383996005.1656494
3.1,3.2,37.0,38.0,1040600,385324608.5632324
3.1,3.2,38.0,39.0,1056180,391093739.25842285
3.1,3.2,39.0,40.0,1063819,393922390.6949158
3.1,3.2,40.0,41.0,1079089,399576731.2414856
3.1,3.2,41.0,42.0,1075759,398343662.8708191
3.1,3.2,42.0,43.0,1072791,397244639.7704773
3.1,3.2,43.0,44.0,1078840,399484528.8317871
3.1,3.2,44.0,45.0,1085220,401846984.1485596
3.1,3.2,45.0,46.0,1076421,398588795.3817444
3.1,3.2,46.0,47.0,1080083,399944800.29867554
3.1,3.2,47.0,48.0,1078600,399395659.03930664
3.1,3.2,48.0,49.0,1069099,395877526.1294861
3.1,3.2,49.0,50.0,1071620,396811029.241333
3.2,3.3,0.0,1.0,13450,4980411.2869262695
3.2,3.3,1.0,2.0,39250,14533913.97857666
3.2,3.3,2.0,3.0,64730,23968923.613586426
3.2,3.3,3.0,4.0,90541,33526499.504058838
3.2,3.3,4.0,5.0,115450,42750073.09112549
3.2,3.3,5.0,6.0,143210,53029345.75469971
3.2,3.3,6.0,7.0,168410,62360673.965148926
3.2,3.3,7.0,8.0,193530,71662378.91143799
3.2,3.3,8.0,9.0,217319,80471226.80026245
3.2,3.3,9.0,10.0,242179,89676656.138031
3.2,3.3,10.0,11.0,269030,99619334.46258545
3.2,3.3,11.0,12.0,292360,108258218.87329102
3.2,3.3,12.0,13.0,315449,116807863.20071411
3.2,3.3,13.0,14.0,337170,124850949.71099854
3.2,3.3,14.0,15.0,362860,134363720.4144287
3.2,3.3,15.0,16.0,384260,142287943.5772705
3.2,3.3,16.0,17.0,408660,151323039.14611816
3.2,3.3,17.0,18.0,427350,158243774.23553467
3.2,3.3,18.0,19.0,449030,166271678.822937
3.2,3.3,19.0,20.0,465951,172537369.48361206
3.2,3.3,20.0,21.0,488009,180705243.99417114
3.2,3.3,21.0,22.0,507851,188052554.0874939
3.2,3.3,22.0,23.0,522838,193602102.33709717
3.2,3.3,23.0,24.0,542648,200937563.12475586
3.2,3.3,24.0,25.0,562919,208443727.97213745
3.2,3.3,25.0,26.0,580750,215046383.26263428
3.2,3.3,26.0,27.0,595941,220671470.83584595
3.2,3.3,27.0,28.0,608879,225462293.23214722
3.2,3.3,28.0,29.0,626449,231968302.62332153
3.2,3.3,29.0,30.0,641150,237411947.70355225
3.2,3.3,30.0,31.0,652758,241710283.33319092
3.2,3.3,31.0,32.0,664720,246139701.90673828
3.2,3.3,32.0,33.0,680390,251942158.7741089
3.2,3.3,33.0,34.0,686779,254307946.70809937
3.2,3.3,34.0,35.0,697259,258188594.31307983
3.2,3.3,35.0,36.0,702810,260244078.55499268
3.2,3.3,36.0,37.0,715200,264831981.59179688
3.2,3.3,37.0,38.0,716178,265194125.9961548
3.2,3.3,38.0,39.0,728449,269737964.42752075
3.2,3.3,39.0,40.0,731649,270922894.993927
3.2,3.3,40.0,41.0,737169,272966900.2209778
3.2,3.3,41.0,42.0,740559,274222186.0397644
3.2,3.3,42.0,43.0,748920,277318187.43530273
3.2,3.3,43.0,44.0,747990,276973816.9894409
3.2,3.3,44.0,45.0,747369,276743866.4013977
3.2,3.3,45.0,46.0,742439,274918332.7475281
3.2,3.3,46.0,47.0,744160,275555603.21777344
3.2,3.3,47.0,48.0,745539,276066234.23373413
3.2,3.3,48.0,49.0,736449,272700290.8435364
3.2,3.3,49.0,50.0,734811,272093754.5098572
3.3,3.4000000000000004,0.0,1.0,8700,3221529.977416992
3.3,3.4000000000000004,1.0,2.0,27550,10201511.595153809
3.3,3.4000000000000004,2.0,3.0,44270,16392773.804626465
3.3,3.4000000000000004,3.0,4.0,62421,23113922.151763916
3.3,3.4000000000000004,4.0,5.0,80910,29960228.789978027
3.3,3.4000000000000004,5.0,6.0,99590,36877260.97137451
3.3,3.4000000000000004,6.0,7.0,114189,42283136.389801025
3.3,3.4000000000000004,7.0,8.0,133391,49393460.36984253
3.3,3.4000000000000004,8.0,9.0,148610,55028916.085510254
3.3,3.4000000000000004,9.0,10.0,169179,62645427.59188843
3.3,3.4000000000000004,10.0,11.0,184610,68359384.95758057
3.3,3.4000000000000004,11.0,12.0,201631,74662104.69845581
3.3,3.4000000000000004,12.0,13.0,217690,80608604.68780518
3.3,3.4000000000000004,13.0,14.0,235260,87114614.07897949
3.3,3.4000000000000004,14.0,15.0,250611,92798948.18051147
3.3,3.4000000000000004,15.0,16.0,264700,98015975.28991699
3.3,3.4000000000000004,16.0,17.0,278220,103022306.9329834
3.3,3.4000000000000004,17.0,18.0,293750,108772923.08807373
3.3,3.4000000000000004,18.0,19.0,307940,114027349.56848145
3.3,3.4000000000000004,19.0,20.0,322401,119382124.85623169
3.3,3.4000000000000004,20.0,21.0,335971,124406971.0393982
3.3,3.4000000000000004,21.0,22.0,351150,130027615.12298584
3.3,3.4000000000000004,22.0,23.0,360171,133368008.44784546
3.3,3.4000000000000004,23.0,24.0,374169,138551339.0942688
3.3,3.4000000000000004,24.0,25.0,385000,142561958.77075195
3.3,3.4000000000000004,25.0,26.0,398820,147679377.65441895
3.3,3.4000000000000004,26.0,27.0,409930,151793308.46466064
3.3,3.4000000000000004,27.0,28.0,422011,156266791.64364624
3.3,3.4000000000000004,28.0,29.0,431881,159921561.85940552
3.3,3.4000000000000004,29.0,30.0,441399,163445989.7128601
3.3,3.4000000000000004,30.0,31.0,445620,165008987.18811035
3.3,3.4000000000000004,31.0,32.0,452841,167682857.06936646
3.3,3.4000000000000004,32.0,33.0,463990,171811229.22088623
3.3,3.4000000000000004,33.0,34.0,476010,176262124.6609497
3.3,3.4000000000000004,34.0,35.0,480810,178039520.51055908
3.3,3.4000000000000004,35.0,36.0,485421,179746931.3985901
3.3,3.4000000000000004,36.0,37.0,489940,181420275.5328369
3.3,3.4000000000000004,37.0,38.0,494720,183190265.56640625
3.3,3.4000000000000004,38.0,39.0,504310,186741354.35760498
3.3,3.4000000000000004,39.0,40.0,504249,186718766.61868286
3.3,3.4000000000000004,40.0,41.0,507420,187892958.75183105
3.3,3.4000000000000004,41.0,42.0,511859,189536679.62191772
3.3,3.4000000000000004,42.0,43.0,510740,189122324.21447754
3.3,3.4000000000000004,43.0,44.0,511550,189422259.76409912
3.3,3.4000000000000004,44.0,45.0,510670,189096403.8583374
3.3,3.4000000000000004,45.0,46.0,512070,189614810.98114014
3.3,3.4000000000000004,46.0,47.0,509730,188748330.50445557
3.3,3.4000000000000004,47.0,48.0,511270,189318578.33953857
3.3,3.4000000000000004,48.0,49.0,508836,188417290.52746582
3.3,3.4000000000000004,49.0,50.0,507851,188052554.0874939
3.4000000000000004,3.5,0.0,1.0,6370,2291009.9725341797
3.4000000000000004,3.5,1.0,2.0,18201,6550320.375793457
3.4000000000000004,3.5,2.0,3.0,32340,11643218.554992676
3.4000000000000004,3.5,3.0,4.0,43550,15670224.200439453
3.4000000000000004,3.5,4.0,5.0,57580,20691483.855285645
3.4000000000000004,3.5,5.0,6.0,69620,25040244.1506958
3.4000000000000004,3.5,6.0,7.0,81290,29220768.066711426
3.4000000000000004,3.5,7.0,8.0,94869,34129797.050201416
3.4000000000000004,3.5,8.0,9.0,106430,38313199.1217041
3.4000000000000004,3.5,9.0,10.0,119790,43099816.337890625
3.4000000000000004,3.5,10.0,11.0,130560,46939391.447143555
3.4000000000000004,3.5,11.0,12.0,143890,51805223.187561035
3.4000000000000004,3.5,12.0,13.0,155699,56035343.7980957
3.4000000000000004,3.5,13.0,14.0,165370,59491462.96936035
3.4000000000000004,3.5,14.0,15.0,175780,63224157.7444458
3.4000000000000004,3.5,15.0,16.0,187010,67236949.27947998
3.4000000000000004,3.5,16.0,17.0,198420,71375487.62451172
3.4000000000000004,3.5,17.0,18.0,207721,74742211.08151245
3.4000000000000004,3.5,18.0,19.0,214970,77317388.58734131
3.4000000000000004,3.5,19.0,20.0,227809,82000927.10116577
3.4000000000000004,3.5,20.0,21.0,238350,85741292.3324585
3.4000000000000004,3.5,21.0,22.0,249450,89720839.79034424
3.4000000000000004,3.5,22.0,23.0,258120,92922132.63031006
3.4000000000000004,3.5,23.0,24.0,266199,95772942.27633667
3.4000000000000004,3.5,24.0,25.0,274339,98690108.00128174
3.4000000000000004,3.5,25.0,26.0,283600,102023714.95513916
3.4000000000000004,3.5,26.0,27.0,292699,105276243.3597107
3.4000000000000004,3.5,27.0,28.0,298640,107440107.8036499
3.4000000000000004,3.5,28.0,29.0,303320,109096678.35021973
3.4000000000000004,3.5,29.0,30.0,309380,111310372.71331787
3.4000000000000004,3.5,30.0,31.0,318130,114489881.43676758
3.4000000000000004,3.5,31.0,32.0,323660,116417478.86932373
3.4000000000000004,3.5,32.0,33.0,329269,118436786.84054565
3.4000000000000004,3.5,33.0,34.0,334180,120212045.11627197
3.4000000000000004,3.5,34.0,35.0,338349,121635244.36877441
3.4000000000000004,3.5,35.0,36.0,347670,125084755.11871338
3.4000000000000004,3.5,36.0,37.0,346791,124745288.61798096
3.4000000000000004,3.5,37.0,38.0,349340,125721878.02764893
3.4000000000000004,3.5,38.0,39.0,355029,127687692.65689087
3.4000000000000004,3.5,39.0,40.0,359680,129315748.38623047
3.4000000000000004,3.5,40.0,41.0,362040,130219422.13317871
3.4000000000000004,3.5,41.0,42.0,360700,129758256.73934937
3.4000000000000004,3.5,42.0,43.0,364379,131106671.80270386
3.4000000000000004,3.5,43.0,44.0,369079,132758204.6965332
3.4000000000000004,3.5,44.0,45.0,363590,130823160.33050537
3.4000000000000004,3.5,45.0,46.0,361329,129944134.30270386
3.4000000000000004,3.5,46.0,47.0,367610,132250232.67486572
3.4000000000000004,3.5,47.0,48.0,361560,129955683.28521729
3.4000000000000004,3.5,48.0,49.0,359770,129402884.1531372
3.4000000000000004,3.5,49.0,50.0,360120,129564675.60211182
3.5,3.6,0.0,1.0,4620,1488778.9270019531
3.5,3.6,1.0,2.0,15110,4869144.932250977
3.5,3.6,2.0,3.0,25540,8230176.146240234
3.5,3.6,3.0,4.0,33630,10837150.501098633
3.5,3.6,4.0,5.0,43640,14062838.176269531
3.5,3.6,5.0,6.0,53970,17391644.73815918
3.5,3.6,6.0,7.0,63710,20530325.852661133
3.5,3.6,7.0,8.0,71850,23153412.533569336
3.5,3.6,8.0,9.0,80649,25988859.671813965
3.5,3.6,9.0,10.0,91480,29479111.740722656
3.5,3.6,10.0,11.0,98460,31728392.45727539
3.5,3.6,11.0,12.0,110910,35740361.64367676
3.5,3.6,12.0,13.0,117590,37892968.403930664
3.5,3.6,13.0,14.0,126340,40712625.462646484
3.5,3.6,14.0,15.0,135921,43800069.38031006
3.5,3.6,15.0,16.0,145298,46821775.00769043
3.5,3.6,16.0,17.0,154430,49764530.23742676
3.5,3.6,17.0,18.0,163230,52600299.62219238
3.5,3.6,18.0,19.0,169790,54714236.79992676
3.5,3.6,19.0,20.0,175831,56660928.03326416
3.5,3.6,20.0,21.0,183670,59187018.51135254
3.5,3.6,21.0,22.0,191859,61825895.27178955
3.5,3.6,22.0,23.0,197089,63511244.57659912
3.5,3.6,23.0,24.0,203700,65641616.3269043
3.5,3.6,24.0,25.0,211930,68293705.19470215
3.5,3.6,25.0,26.0,215760,69527909.37011719
3.5,3.6,26.0,27.0,225060,72524802.01538086
3.5,3.6,27.0,28.0,228520,73639774.97802734
3.5,3.6,28.0,29.0,234180,75463690.28686523
3.5,3.6,29.0,30.0,237480,76527103.80615234
3.5,3.6,30.0,31.0,244799,78885626.09332275
3.5,3.6,31.0,32.0,250549,80738543.5890503
3.5,3.6,32.0,33.0,254400,81979514.94140625
3.5,3.6,33.0,34.0,258060,83158937.20825195
3.5,3.6,34.0,35.0,262229,84502382.95428467
3.5,3.6,35.0,36.0,262920,84725055.30029297
3.5,3.6,36.0,37.0,264460,85221314.94262695
3.5,3.6,37.0,38.0,270680,87225688.30322266
3.5,3.6,38.0,39.0,272948,87956543.4128418
3.5,3.6,39.0,40.0,273610,88169870.60974121
3.5,3.6,40.0,41.0,276010,88943262.26013184
3.5,3.6,41.0,42.0,277190,89323513.15490723
3.5,3.6,42.0,43.0,281577,90737208.64251709
3.5,3.6,43.0,44.0,276661,89153044.7453003
3.5,3.6,44.0,45.0,279579,90093360.0935669
3.5,3.6,45.0,46.0,277920,89558753.11523438
3.5,3.6,46.0,47.0,279779,90157809.39776611
3.5,3.6,47.0,48.0,279799,90164254.32818604
3.5,3.6,48.0,49.0,277097,89293544.22845459
3.5,3.6,49.0,50.0,277530,89433076.9720459
3.6,3.7,0.0,1.0,3220,1037633.7976074219
3.6,3.7,1.0,2.0,9840,3170905.7666015625
3.6,3.7,2.0,3.0,17340,5587754.674072266
3.6,3.7,3.0,4.0,23100,7443894.635009766
3.6,3.7,4.0,5.0,30640,9873633.403320312
3.6,3.7,5.0,6.0,35700,11504200.799560547
3.6,3.7,6.0,7.0,44020,14185291.854248047
3.6,3.7,7.0,8.0,49610,15986649.906616211
3.6,3.7,8.0,9.0,56352,18159235.951171875
3.6,3.7,9.0,10.0,62000,19979284.301757812
3.6,3.7,10.0,11.0,68770,22160893.248901367
3.6,3.7,11.0,12.0,74440,23988031.02294922
3.6,3.7,12.0,13.0,80730,26014961.64001465
3.6,3.7,13.0,14.0,88970,28670272.97302246
3.6,3.7,14.0,15.0,92590,29836805.37902832
3.6,3.7,15.0,16.0,97811,31519254.465148926
3.6,3.7,16.0,17.0,105240,33913223.869628906
3.6,3.7,17.0,18.0,108851,35076856.0569458
3.6,3.7,18.0,19.0,115490,37216250.70983887
3.6,3.7,19.0,20.0,122630,39517090.86975098
3.6,3.7,20.0,21.0,126880,40886638.583984375
3.6,3.7,21.0,22.0,130659,42104408.18682861
3.6,3.7,22.0,23.0,135770,43751410.15563965
3.6,3.7,23.0,24.0,140960,45423869.599609375
3.6,3.7,24.0,25.0,144510,46567844.74914551
3.6,3.7,25.0,26.0,148620,47892277.95043945
3.6,3.7,26.0,27.0,153169,49358177.37445068
3.6,3.7,27.0,28.0,156129,50312027.07659912
3.6,3.7,28.0,29.0,161820,52145932.02758789
3.6,3.7,29.0,30.0,164330,52954770.795288086
3.6,3.7,30.0,31.0,169291,54553435.78594971
3.6,3.7,31.0,32.0,172600,55619749.52392578
3.6,3.7,32.0,33.0,174819,56334814.55401611
3.6,3.7,33.0,34.0,177720,57269651.71142578
3.6,3.7,34.0,35.0,179640,57888365.03173828
3.6,3.7,35.0,36.0,180320,58107492.666015625
3.6,3.7,36.0,37.0,181959,58635654.71392822
3.6,3.7,37.0,38.0,183599,59164139.00836182
3.6,3.7,38.0,39.0,189550,61081828.05480957
3.6,3.7,39.0,40.0,189230,60978709.16809082
3.6,3.7,40.0,41.0,191451,61694418.691223145
3.6,3.7,41.0,42.0,190390,61352515.13244629
3.6,3.7,42.0,43.0,192090,61900334.21813965
3.6,3.7,43.0,44.0,191830,61816550.122680664
3.6,3.7,44.0,45.0,193540,62367591.673583984
3.6,3.7,45.0,46.0,191250,61629647.14050293
3.6,3.7,46.0,47.0,192169,61925791.69329834
3.6,3.7,47.0,48.0,193160,62245137.99560547
3.6,3.7,48.0,49.0,189810,61165612.150268555
3.6,3.7,49.0,50.0,190450,61371849.923706055
3.7,3.8,0.0,1.0,2390,770169.1851806641
3.7,3.8,1.0,2.0,6800,2191276.3427734375
3.7,3.8,2.0,3.0,11820,3808953.878173828
3.7,3.8,3.0,4.0,15801,5091817.278259277
3.7,3.8,4.0,5.0,20830,6712395.032348633
3.7,3.8,5.0,6.0,26050,8394521.871948242
3.7,3.8,6.0,7.0,29671,9561376.524475098
3.7,3.8,7.0,8.0,35270,11365634.795532227
3.7,3.8,8.0,9.0,38690,12467717.897338867
3.7,3.8,9.0,10.0,43009,13859500.621520996
3.7,3.8,10.0,11.0,48440,15609621.477050781
3.7,3.8,11.0,12.0,50430,16250892.053833008
3.7,3.8,12.0,13.0,56959,18354839.589416504
3.7,3.8,13.0,14.0,59770,19260674.559936523
3.7,3.8,14.0,15.0,63960,20610887.482910156
3.7,3.8,15.0,16.0,67350,21703303.189086914
3.7,3.8,16.0,17.0,70470,22708712.334594727
3.7,3.8,17.0,18.0,76270,24577742.15637207
3.7,3.8,18.0,19.0,80021,25786488.856628418
3.7,3.8,19.0,20.0,82550,26601450.30822754
3.7,3.8,20.0,21.0,87030,28045114.72229004
3.7,3.8,21.0,22.0,90811,29263528.81817627
3.7,3.8,22.0,23.0,94720,30523190.46875
3.7,3.8,23.0,24.0,97990,31576936.592407227
3.7,3.8,24.0,25.0,100600,32418000.01220703
3.7,3.8,25.0,26.0,100840,32495339.177246094
3.7,3.8,26.0,27.0,107410,34612498.82019043
3.7,3.8,27.0,28.0,108450,34947635.20202637
3.7,3.8,28.0,29.0,110920,35743584.10888672
3.7,3.8,29.0,30.0,114831,37003890.25250244
3.7,3.8,30.0,31.0,116940,37683508.1652832
3.7,3.8,31.0,32.0,118590,38215214.92492676
3.7,3.8,32.0,33.0,119580,38534238.98071289
3.7,3.8,33.0,34.0,121900,39281850.90942383
3.7,3.8,34.0,35.0,122829,39581217.9274292
3.7,3.8,35.0,36.0,123750,39878006.9732666
3.7,3.8,36.0,37.0,125280,40371044.150390625
3.7,3.8,37.0,38.0,128120,41286224.27001953
3.7,3.8,38.0,39.0,128909,41540476.77508545
3.7,3.8,39.0,40.0,130570,42075728.24645996
3.7,3.8,40.0,41.0,131160,42265853.693847656
3.7,3.8,41.0,42.0,131730,42449534.21081543
3.7,3.8,42.0,43.0,131669,42429877.17303467
3.7,3.8,43.0,44.0,132291,42630314.50909424
3.7,3.8,44.0,45.0,132970,42849119.896850586
3.7,3.8,45.0,46.0,133390,42984463.435668945
3.7,3.8,46.0,47.0,131630,42417309.55871582
3.7,3.8,47.0,48.0,131820,42478536.39770508
3.7,3.8,48.0,49.0,131490,42372195.04577637
3.7,3.8,49.0,50.0,131599,42407319.91656494
3.8,3.9000000000000004,0.0,1.0,1520,489814.7119140625
3.8,3.9000000000000004,1.0,2.0,4820,1553228.2312011719
3.8,3.9000000000000004,2.0,3.0,8350,2690758.450317383
3.8,3.9000000000000004,3.0,4.0,10850,3496374.752807617
3.8,3.9000000000000004,4.0,5.0,13840,4459891.8505859375
3.8,3.9000000000000004,5.0,6.0,17780,5729543.143310547
3.8,3.9000000000000004,6.0,7.0,20320,6548049.306640625
3.8,3.9000000000000004,7.0,8.0,23930,7711359.247436523
3.8,3.9000000000000004,8.0,9.0,26920,8674876.345214844
3.8,3.9000000000000004,9.0,10.0,30000,9667395.629882812
3.8,3.9000000000000004,10.0,11.0,33040,10647025.053710938
3.8,3.9000000000000004,11.0,12.0,35650,11488088.473510742
3.8,3.9000000000000004,12.0,13.0,37940,12226033.006591797
3.8,3.9000000000000004,13.0,14.0,42301,13631350.084655762
3.8,3.9000000000000004,14.0,15.0,44950,14484981.118774414
3.8,3.9000000000000004,15.0,16.0,47070,15168143.743286133
3.8,3.9000000000000004,16.0,17.0,50460,16260559.44946289
3.8,3.9000000000000004,17.0,18.0,53110,17114512.73010254
3.8,3.9000000000000004,18.0,19.0,54240,17478651.298828125
3.8,3.9000000000000004,19.0,20.0,57040,18380941.557617188
3.8,3.9000000000000004,20.0,21.0,60898,19624168.635620117
3.8,3.9000000000000004,21.0,22.0,61490,19814938.576049805
3.8,3.9000000000000004,22.0,23.0,65530,21116814.520874023
3.8,3.9000000000000004,23.0,24.0,67960,21899873.56689453
3.8,3.9000000000000004,24.0,25.0,71180,22937507.364501953
3.8,3.9000000000000004,25.0,26.0,72580,23388652.493896484
3.8,3.9000000000000004,26.0,27.0,73810,23785015.71472168
3.8,3.9000000000000004,27.0,28.0,74820,24110484.700927734
3.8,3.9000000000000004,28.0,29.0,75870,24448843.547973633
3.8,3.9000000000000004,29.0,30.0,78350,25248014.920043945
3.8,3.9000000000000004,30.0,31.0,79901,25747819.274108887
3.8,3.9000000000000004,31.0,32.0,81860,26379100.208740234
3.8,3.9000000000000004,32.0,33.0,85130,27432846.33239746
3.8,3.9000000000000004,33.0,34.0,81850,26375877.743530273
3.8,3.9000000000000004,34.0,35.0,85000,27390954.28466797
3.8,3.9000000000000004,35.0,36.0,87480,28190125.65673828
3.8,3.9000000000000004,36.0,37.0,86970,28025779.931030273
3.8,3.9000000000000004,37.0,38.0,87530,28206237.982788086
3.8,3.9000000000000004,38.0,39.0,88200,28422143.15185547
3.8,3.9000000000000004,39.0,40.0,88390,28483369.990844727
3.8,3.9000000000000004,40.0,41.0,89790,28934515.120239258
3.8,3.9000000000000004,41.0,42.0,90990,29321210.94543457
3.8,3.9000000000000004,42.0,43.0,89370,28799171.5814209
3.8,3.9000000000000004,43.0,44.0,90190,29063413.728637695
3.8,3.9000000000000004,44.0,45.0,90910,29295431.223754883
3.8,3.9000000000000004,45.0,46.0,92121,29685671.760681152
3.8,3.9000000000000004,46.0,47.0,92810,29907699.61364746
3.8,3.9000000000000004,47.0,48.0,90250,29082748.51989746
3.8,3.9000000000000004,48.0,49.0,90320,29105305.776367188
3.8,3.9000000000000004,49.0,50.0,92030,29656347.327270508
3.9000000000000004,4.0,0.0,1.0,1130,364138.56872558594
3.9000000000000004,4.0,1.0,2.0,3340,1076303.3801269531
3.9000000000000004,4.0,2.0,3.0,5300,1707906.5612792969
3.9000000000000004,4.0,3.0,4.0,7200,2320174.951171875
3.9000000000000004,4.0,4.0,5.0,9750,3141903.579711914
3.9000000000000004,4.0,5.0,6.0,12090,3895960.4388427734
3.9000000000000004,4.0,6.0,7.0,13930,4488894.037475586
3.9000000000000004,4.0,7.0,8.0,17050,5494303.182983398
3.9000000000000004,4.0,8.0,9.0,18149,5848452.1095581055
3.9000000000000004,4.0,9.0,10.0,21170,6821958.849487305
3.9000000000000004,4.0,10.0,11.0,23370,7530901.195678711
3.9000000000000004,4.0,11.0,12.0,23910,7704914.317016602
3.9000000000000004,4.0,12.0,13.0,27130,8742548.114624023
3.9000000000000004,4.0,13.0,14.0,28560,9203360.639648438
3.9000000000000004,4.0,14.0,15.0,29960,9654505.769042969
3.9000000000000004,4.0,15.0,16.0,32329,10417907.777282715
3.9000000000000004,4.0,16.0,17.0,34420,11091725.252685547
3.9000000000000004,4.0,17.0,18.0,36439,11742340.97857666
3.9000000000000004,4.0,18.0,19.0,36780,11852227.042236328
3.9000000000000004,4.0,19.0,20.0,39470,12719070.18371582
3.9000000000000004,4.0,20.0,21.0,41710,13440902.39074707
3.9000000000000004,4.0,21.0,22.0,43110,13892047.520141602
3.9000000000000004,4.0,22.0,23.0,43060,13875935.194091797
3.9000000000000004,4.0,23.0,24.0,44760,14423754.279785156
