cell_id,nhit_bin,predE_bin,input_files,selected_events,effective_events,core_fraction,sigma_rayleigh_deg,sigma_king_deg,gamma_king,r50_deg,r68_deg,r712979_deg,r90_deg,kl_divergence,old_double_king_kl,kl_improvement_factor,optimizer_success,optimizer_message,boundary_flags,empirical_survival_5deg,model_survival_5deg,empirical_survival_45deg,model_survival_45deg,empirical_survival_90deg,model_survival_90deg
1,"[100,200)","[2,2.5)",10000,318520,36849.065208978915,0.6804571902247819,0.49792326793510505,28.155780148782572,99.99999999999999,0.8110138019448065,1.7799993074108136,12.590087024760532,41.484560883179746,0.07355890464760366,0.25893605235218037,3.520118381216485,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_excess:upper,0.29521665219530424,0.31417738695815023,0.09919754879961518,0.08151169541652603,0.0,0.0014324875576327
2,"[100,200)","[2.5,3)",10000,533990,134003.32553337765,0.7492121808198836,0.41038034850320076,2.0374074684790036,1.001,0.607155034525085,0.8869830881955736,0.9922911301812067,23.531288564509865,0.057111618540911915,0.11346409834076034,1.9867078055138696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,gamma_excess:lower,0.20424892068366768,0.20075251447072118,0.05026689288499559,0.056439104961997444,1.759049039532493e-05,0.017058137039924315
3,"[100,200)","[3,3.25)",10000,109712,46860.288314268306,0.7024521354223491,0.3953958137842701,0.3973958137842701,1.001,0.5972829395523951,0.8811763270845867,0.9896834835255797,16.850304327875065,0.05828771401460944,0.08170753355906313,1.4017968441614241,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sigma_separation_deg:lower;gamma_excess:lower,0.17930385034194574,0.1698580353013618,0.0342804608312135,0.045612935934185916,0.00019483569782294185,0.01377099216559352
