source_file_id,status,yyyymm,relative_path,obs_path,time_path,event_entries,time_entries,common_entries,entry_mismatch,selected_rows,parquet_relative_path,matched_mjd_min,matched_mjd_max,matched_mjd_start_utc_yyyymm,matched_mjd_end_utc_yyyymm,matched_span_seconds,matched_gap_count,matched_gap_seconds,rough_live_time_seconds,selected_mjd_min,selected_mjd_max
740,processed,202202,0204/Esg20220204_16.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_16.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_16.time.root,25262,25262,25262,False,16630,obs_events/yyyymm=202202/part-000740.parquet,59614.333594,59614.3749228,202202,202202,3570.81083441,3,253.869644925,3316.94118949,59614.333594,59614.3749226
741,processed,202202,0204/Esg20220204_17.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_17.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_17.time.root,24848,24848,24848,False,16355,obs_events/yyyymm=202202/part-000741.parquet,59614.3753405,59614.4162115,202202,202202,3531.25469272,3,253.849422117,3277.40527061,59614.3753405,59614.4162112
742,processed,202202,0204/Esg20220204_18.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_18.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_18.time.root,33873,33873,33873,False,22511,obs_events/yyyymm=202202/part-000742.parquet,59614.4166278,59614.4581407,202202,202202,3586.71223177,2,169.557357696,3417.15487407,59614.4166278,59614.4581407
743,processed,202202,0204/Esg20220204_19.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_19.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_19.time.root,67058,67058,67058,False,45108,obs_events/yyyymm=202202/part-000743.parquet,59614.4585468,59614.4997643,202202,202202,3561.19297331,4,339.39569355,3221.79727976,59614.4585468,59614.4997643
744,processed,202202,0204/Esg20220204_20.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_20.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_20.time.root,153573,153573,153573,False,102502,obs_events/yyyymm=202202/part-000744.parquet,59614.5001671,59614.541587,202202,202202,3578.67629353,2,169.072215236,3409.6040783,59614.5001671,59614.541587
745,processed,202202,0204/Esg20220204_21.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_21.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_21.time.root,308927,308927,308927,False,194128,obs_events/yyyymm=202202/part-000745.parquet,59614.5419859,59614.5831379,202202,202202,3555.53507237,5,416.34379949,3139.19127288,59614.5419859,59614.5831379
746,processed,202202,0204/Esg20220204_22.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_22.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_22.time.root,279249,279249,279249,False,177959,obs_events/yyyymm=202202/part-000746.parquet,59614.5835123,59614.6246879,202202,202202,3557.57712212,3,293.390483921,3264.1866382,59614.5835123,59614.6246879
747,processed,202202,0204/Esg20220204_23.root,/mnt/mydisk/WCDA_observation_eval/0204/Esg20220204_23.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0204/Esg20220204_23.time.root,130537,130537,130537,False,88252,obs_events/yyyymm=202202/part-000747.parquet,59614.625088,59614.666584,202202,202202,3585.25236303,5,422.698615026,3162.553748,59614.625088,59614.666584
748,processed,202202,0205/Esg20220205_00.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_00.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_00.time.root,84550,84550,84550,False,57494,obs_events/yyyymm=202202/part-000748.parquet,59614.6669819,59614.7082297,202202,202202,3563.80956669,8,677.537371824,2886.27219487,59614.6669819,59614.7082297
749,processed,202202,0205/Esg20220205_01.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_01.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_01.time.root,106303,106303,106303,False,71947,obs_events/yyyymm=202202/part-000749.parquet,59614.7083008,59614.7496053,202202,202202,3568.70555452,4,338.184659835,3230.52089468,59614.7083008,59614.7496053
750,processed,202202,0205/Esg20220205_02.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_02.time.root,210215,210215,210215,False,136717,obs_events/yyyymm=202202/part-000750.parquet,59614.7500026,59614.7915414,202202,202202,3588.95273586,3,250.291218096,3338.66151776,59614.7500026,59614.7915414
751,processed,202202,0205/Esg20220205_03.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_03.time.root,288881,288881,288881,False,183191,obs_events/yyyymm=202202/part-000751.parquet,59614.7918972,59614.8332029,202202,202202,3568.80493665,3,247.716927971,3321.08800868,59614.7918972,59614.8332028
752,processed,202202,0205/Esg20220205_04.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_04.time.root,178916,178916,178916,False,118240,obs_events/yyyymm=202202/part-000752.parquet,59614.8332765,59614.8749421,202202,202202,3599.90530042,4,426.703973254,3173.20132717,59614.8332765,59614.8749421
753,processed,202202,0205/Esg20220205_05.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_05.time.root,92056,92056,92056,False,62342,obs_events/yyyymm=202202/part-000753.parquet,59614.8754149,59614.9163164,202202,202202,3533.88775655,5,419.443628658,3114.44412789,59614.8754149,59614.9163164
754,processed,202202,0205/Esg20220205_06.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_06.time.root,45904,45904,45904,False,31124,obs_events/yyyymm=202202/part-000754.parquet,59614.9167889,59614.9579896,202202,202202,3559.73857439,9,757.15327221,2802.58530218,59614.9167889,59614.9579896
755,processed,202202,0205/Esg20220205_07.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_07.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_07.time.root,28315,28315,28315,False,18886,obs_events/yyyymm=202202/part-000755.parquet,59614.958463,59614.9997092,202202,202202,3563.67509309,4,337.727315328,3225.94777776,59614.958463,59614.9997092
756,processed,202202,0205/Esg20220205_08.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_08.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_08.time.root,24487,24487,24487,False,16180,obs_events/yyyymm=202202/part-000756.parquet,59615.0001949,59615.041365,202202,202202,3557.0960344,5,421.740255458,3135.35577895,59615.000195,59615.041365
757,processed,202202,0205/Esg20220205_09.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_09.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_09.time.root,24761,24761,24761,False,16390,obs_events/yyyymm=202202/part-000757.parquet,59615.0418472,59615.0828593,202202,202202,3543.43740048,5,420.099179191,3123.33822129,59615.0418472,59615.0828592
758,processed,202202,0205/Esg20220205_10.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_10.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_10.time.root,24960,24960,24960,False,16470,obs_events/yyyymm=202202/part-000758.parquet,59615.0833373,59615.1247669,202202,202202,3579.52219017,4,336.06998676,3243.45220341,59615.0833373,59615.1247669
759,processed,202202,0205/Esg20220205_11.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_11.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_11.time.root,20319,20319,20319,False,13359,obs_events/yyyymm=202202/part-000759.parquet,59615.1252505,59615.1587884,202202,202202,2897.67739666,2,167.433143081,2730.24425358,59615.1252505,59615.1587884
760,processed,202202,0205/Esg20220205_14.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_14.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_14.time.root,13047,13047,13047,False,8567,obs_events/yyyymm=202202/part-000760.parquet,59615.2695046,59615.2914238,202202,202202,1893.8108705,2,246.313975286,1647.49689521,59615.2695046,59615.2914237
761,processed,202202,0205/Esg20220205_15.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_15.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_15.time.root,26006,26006,26006,False,17227,obs_events/yyyymm=202202/part-000761.parquet,59615.2918759,59615.3331909,202202,202202,3569.61705694,3,244.883128465,3324.73392847,59615.2918759,59615.3331909
762,processed,202202,0205/Esg20220205_16.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_16.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_16.time.root,25618,25618,25618,False,17057,obs_events/yyyymm=202202/part-000762.parquet,59615.3336563,59615.3745889,202202,202202,3536.5790308,4,327.637532121,3208.94149868,59615.3336563,59615.3745889
763,processed,202202,0205/Esg20220205_17.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_17.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_17.time.root,25615,25615,25615,False,16865,obs_events/yyyymm=202202/part-000763.parquet,59615.3750616,59615.416151,202202,202202,3550.12724174,5,411.370121478,3138.75712026,59615.3750616,59615.416151
764,processed,202202,0205/Esg20220205_18.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_18.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_18.time.root,35942,35942,35942,False,24076,obs_events/yyyymm=202202/part-000764.parquet,59615.4166142,59615.4579794,202202,202202,3573.95304856,3,247.987001692,3325.96604687,59615.4166142,59615.4579794
765,processed,202202,0205/Esg20220205_19.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_19.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_19.time.root,70489,70489,70489,False,47665,obs_events/yyyymm=202202/part-000765.parquet,59615.4584522,59615.4995947,202202,202202,3554.71363685,7,578.993621352,2975.72001549,59615.4584522,59615.4995947
766,processed,202202,0205/Esg20220205_20.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_20.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_20.time.root,160145,160145,160145,False,106806,obs_events/yyyymm=202202/part-000766.parquet,59615.5000594,59615.5414693,202202,202202,3577.81747892,7,577.234451403,3000.58302751,59615.5000594,59615.5414693
767,processed,202202,0205/Esg20220205_21.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_21.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_21.time.root,320949,320949,320949,False,201165,obs_events/yyyymm=202202/part-000767.parquet,59615.5419184,59615.5829813,202202,202202,3547.82936017,4,364.495112328,3183.33424784,59615.5419184,59615.5829813
768,processed,202202,0205/Esg20220205_22.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_22.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_22.time.root,271659,271659,271659,False,173704,obs_events/yyyymm=202202/part-000768.parquet,59615.5834124,59615.6245295,202202,202202,3552.51919592,5,451.827823604,3100.69137232,59615.5834124,59615.6245295
769,processed,202202,0205/Esg20220205_23.root,/mnt/mydisk/WCDA_observation_eval/0205/Esg20220205_23.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0205/Esg20220205_23.time.root,128057,128057,128057,False,87009,obs_events/yyyymm=202202/part-000769.parquet,59615.6249835,59615.6665501,202202,202202,3591.3557705,4,331.765895616,3259.58987488,59615.6249835,59615.6665501
770,processed,202202,0206/Esg20220206_00.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_00.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_00.time.root,87552,87552,87552,False,59378,obs_events/yyyymm=202202/part-000770.parquet,59615.6670203,59615.7079817,202202,202202,3539.06980951,4,332.467299979,3206.60250953,59615.6670203,59615.7079817
771,processed,202202,0206/Esg20220206_01.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_01.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_01.time.root,113856,113856,113856,False,77152,obs_events/yyyymm=202202/part-000771.parquet,59615.7084485,59615.7497933,202202,202202,3572.19315378,4,330.735552055,3241.45760173,59615.7084485,59615.7497933
772,processed,202202,0206/Esg20220206_02.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_02.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_02.time.root,222012,222012,222012,False,144698,obs_events/yyyymm=202202/part-000772.parquet,59615.7502441,59615.7915006,202202,202202,3564.55737369,5,449.186357344,3115.37101634,59615.7502441,59615.7915005
773,processed,202202,0206/Esg20220206_03.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_03.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_03.time.root,284761,284761,284761,False,180108,obs_events/yyyymm=202202/part-000773.parquet,59615.7919274,59615.8331227,202202,202202,3559.26943717,8,642.946903012,2916.32253416,59615.7919274,59615.8331226
774,processed,202202,0206/Esg20220206_04.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_04.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_04.time.root,181163,181163,181163,False,120137,obs_events/yyyymm=202202/part-000774.parquet,59615.8335564,59615.8746155,202202,202202,3547.50684318,3,243.441724218,3304.06511896,59615.8335564,59615.8746155
775,processed,202202,0206/Esg20220206_05.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_05.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_05.time.root,91160,91160,91160,False,61629,obs_events/yyyymm=202202/part-000775.parquet,59615.8750741,59615.9163536,202202,202202,3566.5473209,4,327.817347832,3238.72997307,59615.8750741,59615.9163536
776,processed,202202,0206/Esg20220206_06.root,/mnt/mydisk/WCDA_observation_eval/0206/Esg20220206_06.root,/mnt/mydisk/WCDA_observation_eval/recovered_time/0206/Esg20220206_06.time.root,46574,46574,46574,False,31366,obs_events/yyyymm=202202/part-000776.parquet,59615.9168229,59615.9580217,202202,202202,3559.57351355,6,492.734502372,3066.83901118,59615.9168229,59615.9580217
