scope,yyyymm,source_file_id,step,count
file,202201,91,after_pincness,131826
file,202201,91,after_fitstat,131826
file,202201,91,after_theta,131826
file,202201,91,after_dcedge,94444
file,202201,91,after_finite,94444
file,202201,91,after_cell_selection,89886
file,202201,92,input_entries,84432
file,202201,92,after_match_status,84432
file,202201,92,after_pincness,84432
file,202201,92,after_fitstat,84432
file,202201,92,after_theta,84432
file,202201,92,after_dcedge,60476
file,202201,92,after_finite,60476
file,202201,92,after_cell_selection,58014
file,202201,93,input_entries,103752
file,202201,93,after_match_status,103752
file,202201,93,after_pincness,103752
file,202201,93,after_fitstat,103752
file,202201,93,after_theta,103752
file,202201,93,after_dcedge,73786
file,202201,93,after_finite,73786
file,202201,93,after_cell_selection,70688
file,202201,94,input_entries,208365
file,202201,94,after_match_status,208365
file,202201,94,after_pincness,208365
file,202201,94,after_fitstat,208365
file,202201,94,after_theta,208365
file,202201,94,after_dcedge,148428
file,202201,94,after_finite,148428
file,202201,94,after_cell_selection,136977
file,202201,95,input_entries,295117
file,202201,95,after_match_status,295117
file,202201,95,after_pincness,295117
file,202201,95,after_fitstat,295117
file,202201,95,after_theta,295117
file,202201,95,after_dcedge,210456
file,202201,95,after_finite,210456
file,202201,95,after_cell_selection,187938
file,202201,96,input_entries,193266
file,202201,96,after_match_status,193266
file,202201,96,after_pincness,193266
file,202201,96,after_fitstat,193266
file,202201,96,after_theta,193266
file,202201,96,after_dcedge,137880
file,202201,96,after_finite,137880
file,202201,96,after_cell_selection,128634
file,202201,97,input_entries,93970
file,202201,97,after_match_status,93970
file,202201,97,after_pincness,93970
file,202201,97,after_fitstat,93970
file,202201,97,after_theta,93970
file,202201,97,after_dcedge,67140
file,202201,97,after_finite,67140
file,202201,97,after_cell_selection,64366
file,202201,98,input_entries,48035
file,202201,98,after_match_status,48035
file,202201,98,after_pincness,48035
file,202201,98,after_fitstat,48035
file,202201,98,after_theta,48035
file,202201,98,after_dcedge,34355
file,202201,98,after_finite,34355
file,202201,98,after_cell_selection,32705
file,202201,99,input_entries,28152
file,202201,99,after_match_status,28152
file,202201,99,after_pincness,28152
file,202201,99,after_fitstat,28152
file,202201,99,after_theta,28152
file,202201,99,after_dcedge,20282
file,202201,99,after_finite,20282
file,202201,99,after_cell_selection,19014
file,202201,100,input_entries,24692
