run,spectrum,cells,total_excess,total_expected_counts,total_observed_over_expected,source_visible_live_days,valid_ratio_cells,median_observed_over_expected,cells_observed_over_expected_gt_1,cells_observed_over_expected_gt_1p5,spectrum_method,energy_min_tev,energy_max_tev
v3_nhit_only,official_pass5,7,13103.703764314272,13749.31901850229,0.9530438377843135,15.611713218574396,7,1.1668581568990413,6,1,loglog_piecewise_powerlaw_interpolation_with_endpoint_slope_extrapolation,0.56,15.85
v3_nhit_only,tutorial_v099,7,13103.703764314272,14636.555813547691,0.8952723530890647,15.611713218574396,7,1.0748847501512668,5,0,loglog_piecewise_powerlaw_interpolation_with_endpoint_slope_extrapolation,0.581,14.38
