cell_id,nhit_bin,predE_bin,selected_events,grid_events,out_of_grid_events,source_masked_events,source_masked_fraction,live_time_days,median_rate_hz,mean_rate_hz,r_opt_deg,sigma_deg,containment_r_opt,B_on,N_off,alpha,max_p_on,on_pixels,off_pixels,off_counts,fiducial_events,edge_diagnostic_events,background_mode,background_method,r_opt_large_warning,r_opt_extreme_warning,background_form,annulus_inner_deg,annulus_outer_deg,surface_fit_chi2,surface_fit_ndof,surface_condition_number,annulus_residual_rms
51,"[800,1100)","[3,3.25)",2366,992,1374,226,0.2985468956406869,43.47639258630079,0.0,0.0006298650285876734,1.5800000429153442,1.0,0.7129790186882019,44.562101769013374,,,0.0,788,5648,377.0,757,233,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,351.3571040299287,5642,65.44898481363397,0.25783138953531193
52,"[800,1100)","[3.25,3.5)",52986,21484,31502,4580,0.28777882500785423,43.47639258630079,0.0,0.014105675572589375,1.5800000429153442,1.0,0.7129790186882019,768.4515937037704,,,0.0,788,5648,7831.0,15915,5504,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,3693.90101591272,5642,65.60710753131285,1.2319175833698013
53,"[800,1100)","[3.5,3.75)",122657,47830,74827,2604,0.07401091405184175,43.47639258630079,0.0,0.032653150807894445,0.2622322738170624,0.16596980392932892,0.6843349933624268,50.460266367343735,,,0.0,24,3760,11675.0,35184,12498,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,3908.8541595535253,3754,23.24313942248434,1.3574562432184305
54,"[800,1100)","[3.75,4.0)",74431,26734,47697,1362,0.06964258321828501,43.47639258630079,0.0,0.01981465931648737,0.29693174362182617,0.18793147802352905,0.7769456505775452,37.899577126808786,,,0.0,32,3760,6452.0,19557,7095,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,2798.138448202948,3754,23.29300580600365,1.308428385551339
55,"[800,1100)","[4.0,4.25)",23556,7545,16011,413,0.07432067662407774,43.47639258630079,0.0,0.00627096391099376,0.5141045451164246,0.32538262009620667,0.8465465307235718,31.320230774983372,,,0.0,80,3760,1857.0,5557,1960,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,1264.4459490756012,3754,23.259637357768153,0.7134987271727186
56,"[800,1100)","[4.25,4.5)",5522,1485,4037,141,0.12702702702702703,43.47639258630079,0.0,0.001470040020228712,0.986194372177124,0.624173641204834,0.625923752784729,24.016508436717544,,,0.0,308,4400,427.0,1110,366,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.5,4.5,388.8090820501717,4394,34.08524879144661,0.31154748102358193
57,"[800,1100)","[4.5,4.75)",918,237,681,26,0.14942528735632185,43.47639258630079,0.0,0.00024438550137087246,1.2344653606414795,0.7813071608543396,0.7004961967468262,1.9691480882783847,,,0.0,468,5032,79.0,174,62,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.0,5.0,77.627068158748,5026,47.81014371540035,0.12576012933864267
58,"[800,1100)","[4.75,5.0)",150,33,117,8,0.42105263157894735,43.47639258630079,0.0,3.993227146582883e-05,1.4706326723098755,0.9307801723480225,0.6651483774185181,0.061482336721684946,,,0.0,680,5648,10.0,19,12,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,9.971225878389319,5642,65.46315528356043,0.0420165321653382
59,"[800,1100)","[5,6)",36,12,24,4,0.5714285714285714,43.47639258630079,0.0,9.583745151798918e-06,1.7527832984924316,1.1093565225601196,0.5799309611320496,1.1397855204626264,,,0.0,960,6280,3.0,7,4,crab_roi_local,annulus_quadratic,False,False,direct_expectation,4.0,6.0,2.9941650639044135,6274,87.07609750157623,0.021833876314889755
60,"[800,1100)",>=6,0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
61,"[1100,2000)","[2,2.5)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
62,"[1100,2000)","[2.5,3)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
63,"[1100,2000)","[3,3.25)",11,6,5,2,0.5,43.47639258630079,0.0,2.9283665741607807e-06,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,1.0,4,2,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.9985661243965575,5642,65.46315528356043,0.013295555410827433
64,"[1100,2000)","[3.25,3.5)",1544,623,921,125,0.27056277056277056,43.47639258630079,0.0,0.0004110361809549314,1.5800000429153442,1.0,0.7129790186882019,36.034180820147895,,,0.0,788,5648,234.0,462,161,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,223.99888948896123,5642,65.46235879368248,0.20166380014198101
65,"[1100,2000)","[3.5,3.75)",21507,8664,12843,1852,0.28942022190967337,43.47639258630079,0.0,0.005725489082770537,1.5800000429153442,1.0,0.7129790186882019,350.87590772100907,,,0.0,788,5648,3148.0,6399,2244,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,2026.169481230337,5642,65.40897062708098,0.7423520526341862
66,"[1100,2000)","[3.75,4.0)",51102,20073,31029,1101,0.07471498371335505,43.47639258630079,0.0,0.013604126242978565,0.2172287553548813,0.1374865472316742,0.7136972546577454,14.748509627078077,,,0.0,16,3760,4847.0,14736,5280,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,2350.676742662387,3754,23.30393593235501,1.192226095322959
67,"[1100,2000)","[4.0,4.25)",46341,17290,29051,883,0.06965370355762404,43.47639258630079,0.0,0.012336675946653159,0.23240472376346588,0.1470915973186493,0.7426062822341919,12.890655576140784,,,0.0,16,3760,4156.0,12677,4563,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,2169.173928546744,3754,23.29334195979137,1.1138820570257228
68,"[1100,2000)","[4.25,4.5)",25304,9040,16264,424,0.06378817511659395,43.47639258630079,0.0,0.006736307981142218,0.29243433475494385,0.1850850135087967,0.8714531660079956,16.286184165563817,,,0.0,32,3760,2306.0,6647,2367,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,1427.664300571009,3754,23.288599124188156,0.7791185440660408
69,"[1100,2000)","[4.5,4.75)",10148,3384,6764,174,0.06985146527498996,43.47639258630079,0.0,0.002701551272234873,0.5586923360824585,0.35360273718833923,0.7991706728935242,17.126581818554335,,,0.0,96,3760,850.0,2491,884,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,693.876972015114,3754,23.337336579778984,0.47347490212968213
70,"[1100,2000)","[4.75,5.0)",3881,1272,2609,261,0.2770700636942675,43.47639258630079,0.0,0.0010331809703925446,1.5800000429153442,1.0,0.7129790186882019,71.40161304957508,,,0.0,788,5648,468.0,942,330,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,431.12265643340356,5642,65.47365802692558,0.2838374972260685
71,"[1100,2000)","[5,6)",1640,472,1168,91,0.27575757575757576,43.47639258630079,0.0,0.00043659283469306187,1.5800000429153442,1.0,0.7129790186882019,36.834490242109666,,,0.0,788,5648,171.0,330,141,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,165.85589431472187,5642,65.46162955804651,0.17631052336880565
72,"[1100,2000)",>=6,0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
73,"[2000,3000)","[2,2.5)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
