cell_id,nhit_bin,predE_bin,selected_events,grid_events,out_of_grid_events,source_masked_events,source_masked_fraction,live_time_days,median_rate_hz,mean_rate_hz,r_opt_deg,sigma_deg,containment_r_opt,B_on,N_off,alpha,max_p_on,on_pixels,off_pixels,off_counts,fiducial_events,edge_diagnostic_events,background_mode,background_method,r_opt_large_warning,r_opt_extreme_warning,background_form,annulus_inner_deg,annulus_outer_deg,surface_fit_chi2,surface_fit_ndof,surface_condition_number,annulus_residual_rms
74,"[2000,3000)","[2.5,3)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
75,"[2000,3000)","[3,3.25)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
76,"[2000,3000)","[3.25,3.5)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
77,"[2000,3000)","[3.5,3.75)",0,0,0,0,0.0,43.47639258630079,0.0,0.0,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,0,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
78,"[2000,3000)","[3.75,4.0)",3,3,0,2,0.6666666666666666,43.47639258630079,0.0,7.986454293165766e-07,1.5800000429153442,1.0,0.7129790186882019,0.0,,,0.0,788,5648,0.0,3,0,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.0,5642,65.46315528356043,0.0
79,"[2000,3000)","[4.0,4.25)",148,66,82,14,0.2641509433962264,43.47639258630079,0.0,3.9399841179617776e-05,1.5800000429153442,1.0,0.7129790186882019,5.817138992904434,,,0.0,788,5648,24.0,53,13,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,23.882601627242675,5642,65.46315528356043,0.06502695645266489
80,"[2000,3000)","[4.25,4.5)",770,278,492,59,0.2796208530805687,43.47639258630079,0.0,0.00020498566019125467,1.5800000429153442,1.0,0.7129790186882019,13.853582312773304,,,0.0,788,5648,105.0,211,66,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,103.05927642146966,5642,65.4598024232156,0.13763017976526393
81,"[2000,3000)","[4.5,4.75)",2781,1151,1630,61,0.071849234393404,43.47639258630079,0.0,0.0007403443129764665,0.2023904025554657,0.12809519469738007,0.7595100998878479,0.8696712052168307,,,0.0,12,3760,267.0,849,299,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,249.88737118716543,3754,23.305492829465035,0.2737958258268402
82,"[2000,3000)","[4.75,5.0)",5786,2224,3562,111,0.06747720364741641,43.47639258630079,0.0,0.0015403208180085708,0.2559939920902252,0.16202151775360107,0.8102084398269653,3.21422175887152,,,0.0,24,3760,544.0,1645,573,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,470.93353324855207,3754,23.30876667206253,0.36849312634358783
83,"[2000,3000)","[5,6)",10436,3514,6922,161,0.06245151280062063,43.47639258630079,0.0,0.0027782212334492642,0.3033556044101715,0.1919972151517868,0.7039083242416382,5.795663351373372,,,0.0,32,3760,864.0,2578,925,crab_roi_local,annulus_quadratic,False,False,direct_expectation,2.0,4.0,702.1571929186578,3754,23.291690438172473,0.4812948831148928
84,"[2000,3000)",>=6,7,2,5,0,0.0,43.47639258630079,0.0,1.8635060017386787e-06,1.5800000429153442,1.0,0.7129790186882019,0.5358689677794172,,,0.0,788,5648,1.0,1,1,crab_roi_local,annulus_quadratic,False,False,direct_expectation,3.5,5.5,0.9992117600971607,5642,65.46315528356043,0.013300350706199126
