cell_id,nhit_bin,predE_bin,N_on,B_on,excess,error_conservative,error_sqrt_n,pl_model,pl_pull,logpar_model,logpar_pull,preferred_model,preferred_counts,preferred_pull
6,"[200,300)","[2,3)",11259,8710.000711237552,2548.9992887624485,141.31171469923345,106.10843510296436,3180.230863068791,-4.46694441186175,2829.5372400886918,-1.9852420015094832,logpar,2829.5372400886918,-1.9852420015094832
7,"[200,300)","[3,3.25)",4457,3068.2773826458033,1388.7226173541967,86.74835665674482,66.76076692189807,915.2737274344738,5.457727479416309,950.2641139556928,5.054372443427873,logpar,950.2641139556928,5.054372443427873
8,"[300,500)","[3,3.25)",3067,1556.2972972972973,1510.7027027027027,67.99483287204475,55.380501984001555,1341.1519055772987,2.493583555745641,1440.9488247223615,1.0258702762253529,logpar,1440.9488247223615,1.0258702762253529
9,"[300,500)","[3.25,3.5)",1706,906.8648648648648,799.1351351351352,51.11618985081796,41.30375285612676,737.3633277308987,1.2084587600233279,807.3879790511083,-0.1614526423048933,logpar,807.3879790511083,-0.1614526423048933
10,"[500,800)","[3.25,3.5)",1155,383.6216216216216,771.3783783783783,39.22526764244728,33.98529093593286,685.3943893941748,2.1920561452372778,764.3697323940604,0.17867681740770527,logpar,764.3697323940604,0.17867681740770527
11,"[500,800)","[3.5,3.75)",559,192.67567567567568,366.3243243243243,27.41670431827421,23.643180835073778,395.426963752853,-1.0614929894812606,422.5963493786132,-2.0524722592854294,logpar,422.5963493786132,-2.0524722592854294
12,"[500,800)","[3.75,4.0)",238,148.86913229018495,89.13086770981505,19.6689891018879,15.427248620541512,99.67502833846916,-0.5360804550774827,94.2389909827487,-0.2597044131995252,logpar,94.2389909827487,-0.2597044131995252
13,"[800,1100)","[3.5,3.75)",280,73.21621621621621,206.7837837837838,18.79404736123159,16.73320053068151,228.88599176247308,-1.1760217239997899,236.24749872814743,-1.567715265267526,logpar,236.24749872814743,-1.567715265267526
14,"[800,1100)","[3.75,4.0)",152,56.270270270270274,95.72972972972973,14.43157199581079,12.328828005937952,115.48465192006292,-1.3688683530850045,106.77300446162837,-0.7652163419968594,logpar,106.77300446162837,-0.7652163419968594
15,"[800,1100)","[4.0,4.25)",105,38.04409672830726,66.95590327169273,11.96010437781825,10.246950765959598,26.425052401839675,3.388837554379826,20.70327635164983,3.867242747966741,logpar,20.70327635164983,3.867242747966741
16,"[1100,2000)","[3.75,4.0)",131,19.56756756756757,111.43243243243244,12.270597685832895,11.445523142259598,127.91791326566361,-1.3434945269426124,107.64668457800155,0.3085218789954904,logpar,107.64668457800155,0.3085218789954904
17,"[1100,2000)","[4.0,4.25)",93,16.864864864864867,76.13513513513513,10.481644187095117,9.643650760992955,83.95470407189697,-0.7460250316824536,58.91276794702116,1.6430978652488468,logpar,58.91276794702116,1.6430978652488468
18,"[1100,2000)","[4.25,4.5)",44,19.43243243243243,24.56756756756757,7.964448030619098,6.6332495807108,35.576990440983955,-1.382320887912253,19.84157448985302,0.5933861404513658,logpar,19.84157448985302,0.5933861404513658
