cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,N_off,alpha,excess,excess_err_stat,excess_err_conservative,known_b_sigma,li_ma_sigma,background_mode,background_form,statistic_kind,statistic_note
31,"[300,500)","[4.0,4.25)",1.2538275718688965,0.7935617566108704,0.6733294129371643,538,406.91601937599114,nan,nan,131.08398062400886,23.194827009486403,30.739486322578507,6.189257414601736,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
32,"[300,500)","[4.25,4.5)",1.4458905458450317,0.9151206016540527,0.6463560461997986,319,222.44199632697683,nan,nan,96.55800367302317,17.86057109949175,23.268906212518388,6.074435589682421,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
33,"[300,500)","[4.5,4.75)",1.646765112876892,1.0422563552856445,0.6165552139282227,144,120.89331216301878,nan,nan,23.106687836981223,12.0,16.27554337535367,2.039417606482401,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
34,"[300,500)","[4.75,5.0)",1.8282259702682495,1.1571050882339478,0.5390918254852295,58,46.962567108077366,nan,nan,11.037432891922634,7.615773105863909,10.245124065040763,1.5530054779509093,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
35,"[300,500)","[5,6)",2.085508346557617,1.3199419975280762,0.3362881541252136,24,54.30968478794906,nan,nan,-30.30968478794906,4.898979485566356,8.849275947101495,-4.628199451659926,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
36,"[300,500)",>=6,1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
37,"[500,800)","[2,2.5)",1.5800000429153442,1.0,0.7129790186882019,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
38,"[500,800)","[2.5,3)",1.5800000429153442,1.0,0.7129790186882019,96,88.21458814416711,nan,nan,7.785411855832891,9.797958971132712,13.572567485342157,0.8171525398303405,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
39,"[500,800)","[3,3.25)",0.3107539117336273,0.19667969644069672,0.590565025806427,432,110.51010961433096,nan,nan,321.489890385669,20.784609690826528,23.29184641917276,23.128499170063066,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
40,"[500,800)","[3.25,3.5)",0.3107539117336273,0.19667969644069672,0.590565025806427,1155,360.0880298770054,nan,nan,794.9119701229946,33.98529093593286,38.92413171641733,33.20387698455173,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
41,"[500,800)","[3.5,3.75)",0.32525408267974854,0.2058570235967636,0.7030451893806458,559,154.4964650825501,nan,nan,404.5035349174499,23.643180835073778,26.711354609651494,25.074222246593582,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
42,"[500,800)","[3.75,4.0)",0.5331345796585083,0.33742696046829224,0.7524763941764832,238,109.83451948073461,nan,nan,128.16548051926537,15.427248620541512,18.650322235305605,10.571558258561698,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
43,"[500,800)","[4.0,4.25)",0.974081814289093,0.6165074706077576,0.6689862012863159,175,121.18543312390679,nan,nan,53.81456687609321,13.228756555322953,17.21003873104029,4.580753206425777,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
44,"[500,800)","[4.25,4.5)",1.18329656124115,0.7489218711853027,0.6910998225212097,74,67.14068054165396,nan,nan,6.859319458346036,8.602325267042627,11.880264329620532,0.8234415486550697,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
