cell_id,nhit_bin,predE_bin,N_on,B_on,excess,error_conservative,error_sqrt_n,pl_model,pl_pull,logpar_model,logpar_pull,preferred_model,preferred_counts,preferred_pull
1,"[125,200)","[2,2.5)",21284,20261.352011107338,1022.6479888926624,203.8267696135798,145.89036979869508,1782.048093590201,-3.7257132914250146,1261.8123723731737,-1.173370818435309,logpar,1261.8123723731737,-1.173370818435309
2,"[125,200)","[2.5,3)",40293,36711.983119125995,3581.0168808740054,277.4977173223701,200.73116349984124,3722.619881497331,-0.5102852808653007,3360.3812829163885,0.7950897761847309,logpar,3360.3812829163885,0.7950897761847309
3,"[125,200)","[3,3.25)",9462,8906.430815842206,555.5691841577936,135.53018415040322,97.27281223445738,486.52319245416425,0.5094510284661483,497.50297512116896,0.42843746875003363,logpar,497.50297512116896,0.42843746875003363
4,"[125,200)","[3.25,3.5)",7577,7690.322423529943,-113.32242352994308,123.5610068894307,87.04596486914255,182.94674408652705,-2.397756177898326,189.12380528250713,-2.447748172553304,logpar,189.12380528250713,-2.447748172553304
14,"[200,300)","[2.5,3)",10510,8200.495276314332,2309.504723685668,136.7863124596695,102.51829105091443,2652.0472509552847,-2.504216402285228,2531.10388531661,-1.620039005702994,logpar,2531.10388531661,-1.620039005702994
15,"[200,300)","[3,3.25)",4457,3188.2923207552553,1268.7076792447447,87.43736227011458,66.76076692189807,842.9003579977876,4.869855519332091,898.2352824415472,4.237003349423112,logpar,898.2352824415472,4.237003349423112
16,"[200,300)","[3.25,3.5)",2918,2584.163557635626,333.83644236437385,74.1765701393346,54.01851534427802,252.6035732239424,1.0951284076338685,269.72271064951644,0.864339394426367,logpar,269.72271064951644,0.864339394426367
17,"[200,300)","[3.5,3.75)",2441,2499.540075582206,-58.5400755822061,70.28897549105554,49.4064773081425,112.03674117580843,-2.426793328062107,114.32887186220134,-2.4594034304342007,logpar,114.32887186220134,-2.4594034304342007
26,"[300,500)","[2.5,3)",1834,1028.736028154763,805.2639718452369,53.50454212639113,42.82522621072771,858.4952429992596,-0.994892564976579,867.7809604126654,-1.1684426421171439,logpar,867.7809604126654,-1.1684426421171439
27,"[300,500)","[3,3.25)",3067,1575.7437453661516,1491.2562546338484,68.13768227175144,55.380501984001555,1239.9474182446488,3.6882504366220172,1359.8855298060248,1.9280186887467303,logpar,1359.8855298060248,1.9280186887467303
