run,spectrum,cell_id,nhit_bin,predE_bin,N_on,B_on,excess,expected_counts,observed_over_expected,excess_minus_expected,pull_conservative,containment_r_opt
annnorm_active30,official_pass5,1,"[125,200)","[2,2.5)",21284,20166.67191083177,1117.3280891682298,826.6158471987317,1.3516896548193156,290.7122419694981,1.4278991432171353,0.5589009523391724
annnorm_active30,official_pass5,2,"[125,200)","[2.5,3)",40293,36636.02456968762,3656.9754303123773,2334.4618805638493,1.5665175177026653,1322.513549748528,4.768206082246453,0.6565228700637817
annnorm_active30,official_pass5,3,"[125,200)","[3,3.25)",9462,8804.991051593839,657.0089484061609,375.02940232170016,1.7518865036682612,281.97954608446076,2.0863352657234926,0.6549341678619385
annnorm_active30,official_pass5,4,"[125,200)","[3.25,3.5)",7577,7565.296604484195,11.703395515804914,148.2929721617196,0.07892076977890684,-136.5895766459147,-1.1099966920937545,0.5925980806350708
annnorm_active30,official_pass5,14,"[200,300)","[2.5,3)",10510,8162.742528325416,2347.257471674584,1789.9261544256358,1.3113711232560812,557.3313172489482,4.078583828298172,0.64971524477005
annnorm_active30,official_pass5,15,"[200,300)","[3,3.25)",4457,3144.754706932895,1312.2452930671052,684.5883506559871,1.91683847937185,627.656942411118,7.198887902486793,0.702869176864624
annnorm_active30,official_pass5,16,"[200,300)","[3.25,3.5)",2918,2503.606538623724,414.3934613762758,212.7113871138614,1.9481489308066842,201.6820742624144,2.739071071228481,0.6853578090667725
annnorm_active30,official_pass5,17,"[200,300)","[3.5,3.75)",2441,2335.53914749889,105.46085250110991,93.82926401251014,1.1239654665419623,11.631588488599775,0.16829931883367544,0.6527048945426941
annnorm_active30,official_pass5,26,"[300,500)","[2.5,3)",1834,1008.1763984630026,825.8236015369974,629.1194873976918,1.3126657464593223,196.7041141393056,3.6896734323056495,0.5843835473060608
annnorm_active30,official_pass5,27,"[300,500)","[3,3.25)",3067,1545.419045004803,1521.580954995197,1048.8023905673288,1.450779449665564,472.77856442786833,6.96134887237813,0.6196183562278748
annnorm_active30,official_pass5,28,"[300,500)","[3.25,3.5)",1706,905.5029146436214,800.4970853563786,608.0046981650542,1.3165968746166972,192.4923871913245,3.7667630450708094,0.7103378176689148
annnorm_active30,official_pass5,29,"[300,500)","[3.5,3.75)",1088,755.9538111908837,332.0461888091163,164.59855536807532,2.017309253210604,167.44763344104098,3.8994557354750743,0.7223257422447205
annnorm_active30,official_pass5,30,"[300,500)","[3.75,4.0)",891,785.7225555577202,105.27744444227983,56.19869028818857,1.8733077924487906,49.07875415409126,1.1985686844583265,0.6642460227012634
annnorm_active30,official_pass5,39,"[500,800)","[3,3.25)",432,148.5245130827103,283.4754869172897,233.44696009949809,1.2143036122486615,50.0285268177916,2.0763828494834216,0.590565025806427
annnorm_active30,official_pass5,40,"[500,800)","[3.25,3.5)",1155,396.8788199362221,758.121180063778,583.698983953634,1.298822168455238,174.422196110144,4.427645556885017,0.590565025806427
annnorm_active30,official_pass5,41,"[500,800)","[3.5,3.75)",559,195.55135881066178,363.4486411893382,334.73648332291054,1.0857754063178404,28.712157866427674,1.0452530185884898,0.7030451893806458
annnorm_active30,official_pass5,42,"[500,800)","[3.75,4.0)",238,158.51301047074116,79.48698952925884,78.38197754052695,1.0140977814467689,1.1050119887318886,0.0554930083149364,0.7524763941764832
