cell_id,nhit_bin,predE_bin,r_opt_deg,sigma_deg,containment_r_opt,N_on,B_on,N_off,alpha,excess,excess_err_stat,excess_err_conservative,known_b_sigma,li_ma_sigma,background_mode,background_form,statistic_kind,statistic_note
1,"[125,200)","[2,2.5)",0.7816073894500732,0.4946882128715515,0.5589009523391724,921,1497.5995949472042,nan,nan,-576.5995949472042,30.347981810987037,49.17925980479174,-16.052871460780402,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
2,"[125,200)","[2.5,3)",0.7211480140686035,0.4564227759838104,0.6565228700637817,1324,2516.118045240358,nan,nan,-1192.1180452403578,36.38681079732051,61.96868600543631,-26.15457407907736,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
3,"[125,200)","[3,3.25)",0.7878195643424988,0.49862000346183777,0.6549341678619385,453,577.2763612334079,nan,nan,-124.2763612334079,21.283796653792763,32.09791833177672,-5.376993468755327,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
4,"[125,200)","[3.25,3.5)",1.0632951259613037,0.6729716062545776,0.5925980806350708,532,656.206827891872,nan,nan,-124.20682789187197,23.065125189341593,34.47037609153506,-5.015160728024506,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
5,"[125,200)","[3.5,3.75)",1.339789867401123,0.8479682803153992,0.571363091468811,703,583.6308732437435,nan,nan,119.36912675625649,26.514147167125703,35.86963720535439,4.78557423892435,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
6,"[125,200)","[3.75,4.0)",1.5549670457839966,0.9841563105583191,0.5086243748664856,561,500.0432704728089,nan,nan,60.9567295271911,23.68543856465402,32.573659150804794,2.673203279340229,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
7,"[125,200)","[4.0,4.25)",1.7794854640960693,1.1262567043304443,0.42438438534736633,360,351.2038230773113,nan,nan,8.796176922688687,18.973665961010276,26.668404959376765,0.46742981246771015,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
8,"[125,200)","[4.25,4.5)",1.9745076894760132,1.2496883869171143,0.32057854533195496,205,166.6939150545788,nan,nan,38.30608494542119,14.317821063276353,19.279365006518727,2.862972930597354,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
9,"[125,200)","[4.5,4.75)",2.0433428287506104,1.2932549715042114,0.255362868309021,87,93.25126190646117,nan,nan,-6.251261906461167,9.327379053088816,13.425768577867755,-0.6547943455992719,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
10,"[125,200)","[4.75,5.0)",2.217029094696045,1.4031829833984375,0.1933191567659378,60,34.85262361642695,nan,nan,25.147376383573047,7.745966692414834,9.73923116146377,3.8589097684978535,nan,crab_roi_local,direct_expectation,known_background_poisson,known-background Poisson diagnostic; Li-Ma undefined for direct_expectation background
