cell_id,nhit_bin,predE_bin,input_files,events,logE_range_events,valid_events,positive_baseline_weight_events,sumw_baseline,effective_events,core_fit_events,core_fit_effective_events,core_fit_weight_fraction,tail_weight_fraction_above_core_fit,theta_missing_crab_probability_mass,sigma_deg,sigma_mc_weight_deg,sigma_unweighted_deg,sigma_full_rayleigh_deg,r_opt_deg,containment_r_opt,r68_deg,r90_deg,r95_deg,containment_warning,angle_check_warning
21,"[200,300)","[4.5,4.75)",5374,7811,7773,7653,7468,964771.9743490219,4190.6628519468495,5394,3449.2011154215215,0.6668468752703776,0.33315312472962244,0.0,1.2050460523543693,1.1927659096145815,1.196365579867354,4.499316102731955,1.9039727627199035,0.4463874729186635,3.0752413077732825,5.684366647207408,7.977383332132544,True,False
22,"[200,300)","[4.75,5.0)",4743,6480,6477,6352,6190,539460.1697158813,2855.085789678158,3480,1660.3814873171298,0.5432581260367965,0.45674187396320354,0.0,1.3366513944459115,1.3187385635266269,1.3233981106191346,3.2471085085702676,2.11190920322454,0.35407646174723845,3.8064121149733103,6.139024604564794,7.567824869004735,True,False
23,"[200,300)","[5,6)",9007,24254,24252,23599,23090,660705.8319129944,5613.963249852786,5748,1804.952676424965,0.31330055412036567,0.6866994458796343,0.0,1.4394778385111644,1.4248402350209224,1.4466472660965521,3.9998164477380618,2.27437498484764,0.1962374840976959,5.591947065832041,8.520772581189945,10.172299269377962,True,False
24,"[200,300)",>=6,201,203,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
25,"[300,500)","[2,2.5)",221,227,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.58,0.7129790300890827,1.5095921854516636,2.145966026289347,2.447746830680816,True,True
26,"[300,500)","[2.5,3)",9996,80182,79711,79697,67052,32965093.20682609,807.0895610866775,66448,3792.7285954926433,0.7814918106033016,0.21850818939669836,0.020829609891627538,0.26671590148372154,0.24933763111740723,0.2492107955204902,14.682669088713984,0.42141112434428,0.5843835633911358,0.5243837184314291,43.0588565913167,52.019402943983884,True,False
27,"[300,500)","[3,3.25)",10000,151506,149416,149370,137085,57652938.92592143,4796.24503426343,134356,15669.358988859383,0.8351318832622502,0.16486811673774981,0.0,0.2506925644004648,0.23727332210184637,0.2368408697706515,13.751768824053073,0.3960942517527343,0.6196183744876244,0.4464733044577372,42.43579147868897,53.36947012984908,False,False
28,"[300,500)","[3.25,3.5)",10000,112141,109549,109489,106570,40027315.04636859,11407.744140751092,103421,15861.435675403605,0.9149429523042844,0.08505704769571565,0.0,0.2630475256256551,0.24395920978013097,0.24376375251977217,9.426443949120632,0.41561509048853507,0.7103378415602245,0.39468575094079306,0.8537484158190003,35.14042168962255,False,False
29,"[300,500)","[3.5,3.75)",9881,46983,45651,45615,45173,15574731.235473633,10705.438977583095,43401,11041.473153644009,0.8767155050460388,0.12328449495396121,0.0,0.4099663378372054,0.284940855462373,0.28582003382576565,9.251575293079718,0.6477468137827845,0.7223257577318322,0.5592714997406719,21.34994304143617,38.27043999541085,False,False
30,"[300,500)","[3.75,4.0)",8738,20906,20237,20181,19752,6152456.981354713,8443.19975964649,18873,8242.36651367582,0.8937891014638026,0.10621089853619736,0.0,0.6266281049504723,0.43838289575100525,0.44677884780701277,9.388499297036203,0.9900724058217462,0.6642460197654501,1.0288724989950395,5.4401164358196015,38.14873678298582,False,False
