label,family,parameter,value,chi2,ndof,chi2_over_ndof,delta_chi2_vs_baseline,max_abs_pull,low_mid_chi2,target_chi2,total_excess,total_model,total_obs_over_model,pull_cell_15,pull_cell_16,pull_cell_29,pull_cell_55,pull_cell_65,pull_cell_69,model_cell_15,model_cell_16,model_cell_29,model_cell_55,model_cell_65,model_cell_69
"nhit_[800,1100)_bkg_plus_0.15",background_nhit_row,"[800,1100)",0.15,115.83391873863263,23,5.036257336462288,-1.4609397875629924,5.542201051795495,65.30849770013259,80.01808619422287,15073.276279927346,13930.575705433163,1.0820282376448025,5.542201051795495,2.144670661950357,3.0567668792925495,3.54363701486196,-3.725791221988436,2.986599097666678,829.031633746755,256.4780161527617,200.78469627261117,18.8414913710401,74.5138878137281,3.00573360925851
"nhit_[800,1100)_bkg_plus_0.20",background_nhit_row,"[800,1100)",0.2,115.68214101212006,23,5.029658304874785,-1.6127175140755696,5.543061465402588,65.56604315828812,78.70862356461954,15063.402041060717,13920.670928500747,1.082088795750525,5.543061465402588,2.1494281856821096,3.0724373143877353,3.4015154130228575,-3.658562311264171,2.994627737917845,828.9566159688493,256.1277122615442,200.11178767980198,18.63820928127594,73.9799503744211,2.9410401345480937
"nhit_[1100,2000)_bkg_plus_0.02",background_nhit_row,"[1100,2000)",0.02,116.93247305301564,23,5.084020567522419,-0.3623854731799838,5.531976770332208,64.39027786061013,83.95486633531554,15101.167778181492,13954.529007230096,1.082169650466691,5.531976770332208,2.1284787359630184,3.011734352530941,3.978975617948263,-3.922730313430927,2.9208001862541066,829.9230688306908,257.67025291278316,202.7184507618599,19.344002707298845,75.89646104513133,3.15735576232286
"nhit_[1100,2000)_bkg_plus_0.05",background_nhit_row,"[1100,2000)",0.05,116.40151466693423,23,5.0609354203014885,-0.8933438592613925,5.5230112901877595,64.21625943988853,83.5791035125144,15098.570950662875,13947.179750125371,1.0825536933749746,5.5230112901877595,2.126337197211482,3.014638696268744,3.990973350094034,-3.9206458551441323,2.857754582371827,830.7047514920874,257.827937750559,202.59373451462312,19.200498715090216,75.6076066985189,3.0975048361164594
"nhit_[1100,2000)_bkg_plus_0.10",background_nhit_row,"[1100,2000)",0.1,115.55047443478958,23,5.023933671077808,-1.7443840914060473,5.508045118085877,63.93178245338034,82.9686749467959,15094.24290479851,13934.86506713613,1.0831997893109597,5.508045118085877,2.122766700929615,3.0195192610414994,4.010878008994834,-3.917072555893203,2.752431484774864,832.0096227372449,258.09083895959924,202.38415680006702,18.962420553225062,75.12539491635724,2.9997443124678074
"nhit_[1100,2000)_bkg_plus_0.15",background_nhit_row,"[1100,2000)",0.15,114.74220035602568,23,4.988791319827203,-2.5526581701699484,5.493058037363934,63.65451568824695,82.37844157659372,15089.914858934146,13922.474885759912,1.0838529056617876,5.493058037363934,2.119197720528732,3.02445020918193,4.030658863881499,-3.9134005508005916,2.6467984774511155,833.3163169640509,258.3536285519588,202.1724155590461,18.725823202071798,74.64239920442809,2.9044809908913822
"nhit_[1100,2000)_bkg_plus_0.20",background_nhit_row,"[1100,2000)",0.2,113.97718004450324,23,4.955529567152315,-3.3176784816923828,5.47805973161525,63.38473746155544,81.80885278303556,15085.58681306978,13910.017049313337,1.0845124603074785,5.47805973161525,2.1156336593534424,3.0294317884982265,4.0503056480518,-3.9096586720199364,2.5408551402622734,834.6239898789623,258.61605593406694,201.95850015035867,18.490829460901043,74.15884855002454,2.8117182567931818
bad_low_mid_bkg_plus_0.05,background_bad_low_mid,"15,16,29",0.05,91.31876154716322,23,3.9703809368331835,-25.976096979032405,3.950806834206889,41.10651388868991,59.561475096666854,14782.683243689862,13853.09576466524,1.0671032305570065,3.8697189831378096,0.4805240770021624,2.1829144149372,3.950806834206889,-3.9164138660769994,2.9399930518751725,817.6143356218759,253.83139732960734,200.51135194470794,19.680927458863113,76.02782825039567,3.3812775308244354
bad_low_mid_bkg_plus_0.10,background_bad_low_mid,"15,16,29",0.1,78.42837818599062,23,3.4099294863474183,-38.866480340205,3.9322596905831353,30.46303540896038,47.24803808223548,14462.467490852487,13745.21859447642,1.05218170169111,2.199773812168873,-1.1694380358100778,1.3563193254816976,3.9322596905831353,-3.902502713558205,2.9171308029882583,805.9758503541909,250.14035370391815,198.20871529335912,19.902768480294274,75.91734475343469,3.5654978064774414
bad_low_mid_bkg_plus_0.15,background_bad_low_mid,"15,16,29",0.15,78.63169769587681,23,3.418769465038122,-38.663160830318816,3.914055199605051,32.59736186540589,47.307713006076604,14142.251738015113,13638.78638283053,1.0369142342326279,0.5277729712799736,-2.8200985694222256,0.5294067346757475,3.914055199605051,-3.8864415457830446,2.8933864709958383,794.5165949222882,246.50073589083902,195.91971255744716,20.120511058619936,75.78978566164274,3.7568257640408746
bad_low_mid_bkg_plus_0.20,background_bad_low_mid,"15,16,29",0.2,91.93694565222788,23,3.9972585066186035,-25.35791287396775,4.471074566405987,47.520979899147946,59.742293950533345,13822.035985177738,13530.570436642283,1.0215412609468506,-1.1454987772621368,-4.471074566405987,-0.29678124309551285,3.89774017472498,-3.8631162590232373,2.8697550273174346,783.168147440516,242.88434613774265,193.59959400793178,20.315653871847225,75.6045343501242,3.9472440859674585
bad_low_mid_bkg_plus_0.30,background_bad_low_mid,"15,16,29",0.3,157.88612680404623,23,6.864614208871575,40.5912682778506,7.775143718806166,115.75151247027034,121.8919570668529,13181.604479502987,13311.844256413597,0.9902162484474786,-4.497235849339631,-7.775143718806166,-1.9500038446722956,3.8680626390962307,-3.8062652295169537,2.821681832265606,760.9240701127816,235.80745630842816,188.99571297611055,20.670624693823804,75.15301888171135,4.334610057170656
bad_positive_bkg_plus_0.05,background_bad_positive,"15,16,29,55,69",0.05,89.40913040982811,23,3.887353496079483,-27.885728116367517,3.906053229258212,41.050048736843436,57.592531720912575,14779.833618688759,13850.855427439532,1.0670700951371461,3.866899054429914,0.4797709998476427,2.1835542951814704,3.795271085834745,-3.906053229258212,2.82492467274609,817.8601996851298,253.88684757483776,200.4838746658626,19.638090989669124,75.94554323591281,3.3620428975657983
