label,mode,fraction,cell_id,nhit_bin,predE_bin,excess,model,pull
right_0.30,right,0.3,41,"[500,800)","[3.5,3.75)",363.4486411893382,337.19666894308216,0.9556910825704666
right_0.30,right,0.3,42,"[500,800)","[3.75,4.0)",79.48698952925884,75.82438578021689,0.18393366078602502
right_0.30,right,0.3,52,"[800,1100)","[3.25,3.5)",142.15595782924356,200.6379502679604,-4.076176769027488
right_0.30,right,0.3,53,"[800,1100)","[3.5,3.75)",207.45185401129478,205.30594227843673,0.11428852735797715
right_0.30,right,0.3,54,"[800,1100)","[3.75,4.0)",96.97117325892498,76.45569505428736,1.4258250291781185
right_0.30,right,0.3,55,"[800,1100)","[4.0,4.25)",66.936237567919,14.30641237835773,4.400146196526288
right_0.30,right,0.3,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,87.87247112372773,-5.407791656189556
right_0.30,right,0.3,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,86.53331842042307,1.92903881556489
right_0.30,right,0.3,67,"[1100,2000)","[4.0,4.25)",75.16262420611811,40.758857128071945,3.267855777921816
right_0.30,right,0.3,68,"[1100,2000)","[4.25,4.5)",23.9886827604404,11.269075943726044,1.5898102937407204
right_0.30,right,0.3,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,1.7495256075869101,3.1424980066556354
right_0.30,right,0.3,81,"[2000,3000)","[4.5,4.75)",4.110992663272295,1.392899450107733,0.9677276862399153
right_0.30,right,0.3,82,"[2000,3000)","[4.75,5.0)",4.207423108797498,0.43503449104146935,0.8943283544137144
right_0.30,right,0.3,83,"[2000,3000)","[5,6)",8.135495447995465,0.08232400565079205,1.3838677283180185
symmetric_0.05,symmetric,0.05,1,"[125,200)","[2,2.5)",1117.3280891682298,1461.0561618036427,-1.6882984255863558
symmetric_0.05,symmetric,0.05,2,"[125,200)","[2.5,3)",3656.9754303123773,3086.4875223388467,2.0568438887939426
symmetric_0.05,symmetric,0.05,3,"[125,200)","[3,3.25)",657.0089484061609,513.5381487716082,1.061524472379494
symmetric_0.05,symmetric,0.05,14,"[200,300)","[2.5,3)",2347.257471674584,2492.0807505861903,-1.059825394786046
symmetric_0.05,symmetric,0.05,15,"[200,300)","[3,3.25)",1312.2452930671052,874.227555115162,5.02382811652466
symmetric_0.05,symmetric,0.05,16,"[200,300)","[3.25,3.5)",414.3934613762758,272.0291986544827,1.9334679843220224
symmetric_0.05,symmetric,0.05,26,"[300,500)","[2.5,3)",825.8236015369974,960.3921220599651,-2.5241662950000165
symmetric_0.05,symmetric,0.05,27,"[300,500)","[3,3.25)",1521.580954995197,1426.9959888886322,1.39270050863382
symmetric_0.05,symmetric,0.05,28,"[300,500)","[3.25,3.5)",800.4970853563786,736.650909369232,1.2493658569387327
