label,mode,fraction,cell_id,nhit_bin,predE_bin,excess,model,pull
symmetric_0.05,symmetric,0.05,29,"[300,500)","[3.5,3.75)",332.0461888091163,214.44120800978413,2.738739314938513
symmetric_0.05,symmetric,0.05,30,"[300,500)","[3.75,4.0)",105.27744444227983,65.19460621107442,0.9788764102954914
symmetric_0.05,symmetric,0.05,40,"[500,800)","[3.25,3.5)",758.121180063778,801.6083290320831,-1.1039058457303488
symmetric_0.05,symmetric,0.05,41,"[500,800)","[3.5,3.75)",363.4486411893382,394.60513960194095,-1.1342381219107014
symmetric_0.05,symmetric,0.05,42,"[500,800)","[3.75,4.0)",79.48698952925884,97.649847820955,-0.9121273402298431
symmetric_0.05,symmetric,0.05,52,"[800,1100)","[3.25,3.5)",142.15595782924356,157.3548014247591,-1.05935469358441
symmetric_0.05,symmetric,0.05,53,"[800,1100)","[3.5,3.75)",207.45185401129478,220.74028942366195,-0.7077251551946737
symmetric_0.05,symmetric,0.05,54,"[800,1100)","[3.75,4.0)",96.97117325892498,95.93897748004161,0.07173757110917406
symmetric_0.05,symmetric,0.05,55,"[800,1100)","[4.0,4.25)",66.936237567919,20.77313620173562,3.859492106702978
symmetric_0.05,symmetric,0.05,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,75.29064518407347,-3.823593975758878
symmetric_0.05,symmetric,0.05,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,97.21470592927463,1.0618271915807544
symmetric_0.05,symmetric,0.05,67,"[1100,2000)","[4.0,4.25)",75.16262420611811,54.55928603060482,1.9570164380136226
symmetric_0.05,symmetric,0.05,68,"[1100,2000)","[4.25,4.5)",23.9886827604404,17.988344285660432,0.7499760024498809
symmetric_0.05,symmetric,0.05,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,3.3942387971658863,2.9383845226514618
symmetric_0.05,symmetric,0.05,81,"[2000,3000)","[4.5,4.75)",4.110992663272295,2.623668413175351,0.5295347666017264
symmetric_0.05,symmetric,0.05,82,"[2000,3000)","[4.75,5.0)",4.207423108797498,1.0248517425533235,0.7544990988946503
symmetric_0.05,symmetric,0.05,83,"[2000,3000)","[5,6)",8.135495447995465,0.2621837051641067,1.352960397515064
symmetric_0.10,symmetric,0.1,1,"[125,200)","[2,2.5)",1117.3280891682298,1582.0288396815088,-2.2824831834219452
symmetric_0.10,symmetric,0.1,2,"[125,200)","[2.5,3)",3656.9754303123773,3030.0692533927486,2.260254986691392
symmetric_0.10,symmetric,0.1,3,"[125,200)","[3,3.25)",657.0089484061609,585.6240510533111,0.5281689074805899
symmetric_0.10,symmetric,0.1,14,"[200,300)","[2.5,3)",2347.257471674584,2434.024109474461,-0.6349634316499584
symmetric_0.10,symmetric,0.1,15,"[200,300)","[3,3.25)",1312.2452930671052,919.6020107491016,4.503407489150897
symmetric_0.10,symmetric,0.1,16,"[200,300)","[3.25,3.5)",414.3934613762758,286.781093166567,1.7331205431741774
symmetric_0.10,symmetric,0.1,26,"[300,500)","[2.5,3)",825.8236015369974,966.4788494293371,-2.6383379602075605
symmetric_0.10,symmetric,0.1,27,"[300,500)","[3,3.25)",1521.580954995197,1420.9974737016798,1.481024641905739
symmetric_0.10,symmetric,0.1,28,"[300,500)","[3.25,3.5)",800.4970853563786,752.4242283294976,0.940707650634763
symmetric_0.10,symmetric,0.1,29,"[300,500)","[3.5,3.75)",332.0461888091163,226.35391676899508,2.4613207600056026
symmetric_0.10,symmetric,0.1,30,"[300,500)","[3.75,4.0)",105.27744444227983,68.00978551870153,0.9101259740341492
symmetric_0.10,symmetric,0.1,40,"[500,800)","[3.25,3.5)",758.121180063778,788.5073970922355,-0.771343337126858
symmetric_0.10,symmetric,0.1,41,"[500,800)","[3.5,3.75)",363.4486411893382,401.53176245154305,-1.3863986692249182
symmetric_0.10,symmetric,0.1,42,"[500,800)","[3.75,4.0)",79.48698952925884,103.69127123141119,-1.215523830918815
symmetric_0.10,symmetric,0.1,52,"[800,1100)","[3.25,3.5)",142.15595782924356,156.92989510518314,-1.0297388546458945
symmetric_0.10,symmetric,0.1,53,"[800,1100)","[3.5,3.75)",207.45185401129478,216.95666897071547,-0.5062143460465048
symmetric_0.10,symmetric,0.1,54,"[800,1100)","[3.75,4.0)",96.97117325892498,97.36576532299328,-0.027424134872784157
symmetric_0.10,symmetric,0.1,55,"[800,1100)","[4.0,4.25)",66.936237567919,22.109907010892503,3.747730629815047
symmetric_0.10,symmetric,0.1,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,74.44522848163318,-3.717146216472831
symmetric_0.10,symmetric,0.1,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,95.0496240150698,1.2376081190417532
symmetric_0.10,symmetric,0.1,67,"[1100,2000)","[4.0,4.25)",75.16262420611811,54.08946560717128,2.001642521599762
symmetric_0.10,symmetric,0.1,68,"[1100,2000)","[4.25,4.5)",23.9886827604404,18.1849400678712,0.7254037021603801
symmetric_0.10,symmetric,0.1,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,3.5798017300833793,2.9153556462614585
symmetric_0.10,symmetric,0.1,81,"[2000,3000)","[4.5,4.75)",4.110992663272295,2.5105545709131194,0.5698068942550282
symmetric_0.10,symmetric,0.1,82,"[2000,3000)","[4.75,5.0)",4.207423108797498,0.9933986445217243,0.7619557530875436
symmetric_0.10,symmetric,0.1,83,"[2000,3000)","[5,6)",8.135495447995465,0.2576203693780537,1.3537445672267123
symmetric_0.20,symmetric,0.2,1,"[125,200)","[2,2.5)",1117.3280891682298,1818.75531336532,-3.44521897555757
symmetric_0.20,symmetric,0.2,2,"[125,200)","[2.5,3)",3656.9754303123773,2884.181178656382,2.7862415865394152
symmetric_0.20,symmetric,0.2,3,"[125,200)","[3,3.25)",657.0089484061609,733.5492465533902,-0.5663131439530853
symmetric_0.20,symmetric,0.2,14,"[200,300)","[2.5,3)",2347.257471674584,2292.2732305858217,0.4023779564780896
symmetric_0.20,symmetric,0.2,15,"[200,300)","[3,3.25)",1312.2452930671052,1010.0452591235411,3.466072023564836
symmetric_0.20,symmetric,0.2,16,"[200,300)","[3.25,3.5)",414.3934613762758,316.7933813708938,1.3255196658900466
symmetric_0.20,symmetric,0.2,26,"[300,500)","[2.5,3)",825.8236015369974,972.3115448291959,-2.7477446258980884
symmetric_0.20,symmetric,0.2,27,"[300,500)","[3,3.25)",1521.580954995197,1401.4818654460314,1.7683789505526126
symmetric_0.20,symmetric,0.2,28,"[300,500)","[3.25,3.5)",800.4970853563786,783.3275761811358,0.33597937875344613
symmetric_0.20,symmetric,0.2,29,"[300,500)","[3.5,3.75)",332.0461888091163,250.87820473795279,1.8902086253413244
symmetric_0.20,symmetric,0.2,30,"[300,500)","[3.75,4.0)",105.27744444227983,73.8309231349334,0.7679660236647429
symmetric_0.20,symmetric,0.2,40,"[500,800)","[3.25,3.5)",758.121180063778,759.2693645729665,-0.029146256347917683
symmetric_0.20,symmetric,0.2,41,"[500,800)","[3.5,3.75)",363.4486411893382,415.6584980883599,-1.9006760403607854
symmetric_0.20,symmetric,0.2,42,"[500,800)","[3.75,4.0)",79.48698952925884,116.13697608354107,-1.8405393148115075
symmetric_0.20,symmetric,0.2,52,"[800,1100)","[3.25,3.5)",142.15595782924356,155.71913678320772,-0.9453493744120505
symmetric_0.20,symmetric,0.2,53,"[800,1100)","[3.5,3.75)",207.45185401129478,209.15934460959386,-0.09093877579824061
symmetric_0.20,symmetric,0.2,54,"[800,1100)","[3.75,4.0)",96.97117325892498,100.370152857729,-0.23622896514033143
symmetric_0.20,symmetric,0.2,55,"[800,1100)","[4.0,4.25)",66.936237567919,24.817039474206933,3.5213992945114962
symmetric_0.20,symmetric,0.2,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,72.66571248111124,-3.49308453148074
symmetric_0.20,symmetric,0.2,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,90.78813589998975,1.5835942585582852
symmetric_0.20,symmetric,0.2,67,"[1100,2000)","[4.0,4.25)",75.16262420611811,53.24696633776472,2.081667656614177
symmetric_0.20,symmetric,0.2,68,"[1100,2000)","[4.25,4.5)",23.9886827604404,18.587778656247725,0.6750533301916958
symmetric_0.20,symmetric,0.2,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,3.9281810825956875,2.8721207990875213
symmetric_0.20,symmetric,0.2,81,"[2000,3000)","[4.5,4.75)",4.110992663272295,2.2990782997030927,0.6450991769631906
symmetric_0.20,symmetric,0.2,82,"[2000,3000)","[4.75,5.0)",4.207423108797498,0.9325695446887915,0.7763766397634276
symmetric_0.20,symmetric,0.2,83,"[2000,3000)","[5,6)",8.135495447995465,0.24767263392612116,1.3554539993629002
symmetric_0.30,symmetric,0.3,1,"[125,200)","[2,2.5)",1117.3280891682298,2040.1582742872106,-4.532689857637845
symmetric_0.30,symmetric,0.3,2,"[125,200)","[2.5,3)",3656.9754303123773,2692.31622362037,3.4779937774690373
symmetric_0.30,symmetric,0.3,3,"[125,200)","[3,3.25)",657.0089484061609,881.6767065485283,-1.6622917278654636
symmetric_0.30,symmetric,0.3,14,"[200,300)","[2.5,3)",2347.257471674584,2116.5039666267403,1.6886679159837434
symmetric_0.30,symmetric,0.3,15,"[200,300)","[3,3.25)",1312.2452930671052,1096.7349245701291,2.4717881374395043
symmetric_0.30,symmetric,0.3,16,"[200,300)","[3.25,3.5)",414.3934613762758,346.9147809995506,0.9164369318419184
symmetric_0.30,symmetric,0.3,26,"[300,500)","[2.5,3)",825.8236015369974,969.0656768016626,-2.6868603221896334
symmetric_0.30,symmetric,0.3,27,"[300,500)","[3,3.25)",1521.580954995197,1371.0074737121681,2.217094033034541
symmetric_0.30,symmetric,0.3,28,"[300,500)","[3.25,3.5)",800.4970853563786,812.5876762731351,-0.23659320621880484
symmetric_0.30,symmetric,0.3,29,"[300,500)","[3.5,3.75)",332.0461888091163,276.12755945277553,1.302211416683085
symmetric_0.30,symmetric,0.3,30,"[300,500)","[3.75,4.0)",105.27744444227983,79.8967696417875,0.6198299555604103
symmetric_0.30,symmetric,0.3,40,"[500,800)","[3.25,3.5)",758.121180063778,726.0362923993497,0.814463488470541
symmetric_0.30,symmetric,0.3,41,"[500,800)","[3.5,3.75)",363.4486411893382,430.0522151072683,-2.4246727470072855
symmetric_0.30,symmetric,0.3,42,"[500,800)","[3.75,4.0)",79.48698952925884,129.05771791658026,-2.4894108576432115
symmetric_0.30,symmetric,0.3,52,"[800,1100)","[3.25,3.5)",142.15595782924356,154.07355169556354,-0.8306526032180416
symmetric_0.30,symmetric,0.3,53,"[800,1100)","[3.5,3.75)",207.45185401129478,201.12193696722804,0.33712332440674614
symmetric_0.30,symmetric,0.3,54,"[800,1100)","[3.75,4.0)",96.97117325892498,103.60380451293683,-0.46096764389052175
symmetric_0.30,symmetric,0.3,55,"[800,1100)","[4.0,4.25)",66.936237567919,27.578822593533012,3.2904988603116228
symmetric_0.30,symmetric,0.3,65,"[1100,2000)","[3.5,3.75)",44.923352982363944,70.80328939823136,-3.258583884116043
symmetric_0.30,symmetric,0.3,66,"[1100,2000)","[3.75,4.0)",110.29316035381666,86.65747842623948,1.9189583835808715
symmetric_0.30,symmetric,0.3,67,"[1100,2000)","[4.0,4.25)",75.16262420611811,52.55480330021524,2.147413043634988
symmetric_0.30,symmetric,0.3,68,"[1100,2000)","[4.25,4.5)",23.9886827604404,19.01049475751584,0.62221848876854
symmetric_0.30,symmetric,0.3,69,"[1100,2000)","[4.5,4.75)",27.071262409975123,4.2485688619219495,2.8323597840455106
symmetric_0.30,symmetric,0.3,81,"[2000,3000)","[4.5,4.75)",4.110992663272295,2.1065310065431047,0.7136521410775205
symmetric_0.30,symmetric,0.3,82,"[2000,3000)","[4.75,5.0)",4.207423108797498,0.8743752752890711,0.7901728814718225
symmetric_0.30,symmetric,0.3,83,"[2000,3000)","[5,6)",8.135495447995465,0.2366710018434013,1.3573445345026403
