cell_id,nhit_bin,predE_bin,N_on,B_on,excess,error_conservative,error_sqrt_n,pl_model,pl_pull,logpar_model,logpar_pull,preferred_model,preferred_counts,preferred_pull
1,"[125,200)","[2,2.5)",21284,19968.864147618202,1315.135852381798,203.10801103752212,145.89036979869508,1942.9585558345198,-3.09107799463773,1349.050935408975,-0.16698052850761988,logpar,1349.050935408975,-0.16698052850761988
2,"[125,200)","[2.5,3)",40293,36471.56728338443,3821.432716615571,277.0641934342733,200.73116349984124,4117.865856860908,-1.069907794908398,3650.774389981472,0.6159522979810219,logpar,3650.774389981472,0.6159522979810219
3,"[125,200)","[3,3.25)",9462,8608.263008837717,853.7369911622827,134.4256783834016,97.27281223445738,545.4522930991626,2.293346790364318,552.246659677398,2.2428031244520885,logpar,552.246659677398,2.2428031244520885
4,"[125,200)","[3.25,3.5)",7577,7164.275581530781,412.724418469219,121.41365483968754,87.04596486914255,206.9999114194967,1.6944099683133447,214.135169373676,1.6356418012270266,logpar,214.135169373676,1.6356418012270266
14,"[200,300)","[2.5,3)",10510,8063.048695781249,2446.951304218751,136.28297287548892,102.51829105091443,2945.0617159543535,-3.6549717196930174,2760.7167389837346,-2.3023084112763414,logpar,2760.7167389837346,-2.3023084112763414
15,"[200,300)","[3,3.25)",4457,3054.242916298109,1402.7570837018911,86.66742707787112,66.76076692189807,948.0258397347077,5.246852933093365,999.4882836642423,4.653060713055549,logpar,999.4882836642423,4.653060713055549
16,"[200,300)","[3.25,3.5)",2918,2326.62977858909,591.3702214109098,72.41981620101704,54.01851534427802,286.45490341386005,4.210385140314228,305.69033731185766,3.9447750503271806,logpar,305.69033731185766,3.9447750503271806
17,"[200,300)","[3.5,3.75)",2441,1941.0854659134725,499.9145340865275,66.19732219594289,49.4064773081425,128.53286861652742,5.61022188134313,133.05475182972089,5.541912725274721,logpar,133.05475182972089,5.541912725274721
26,"[300,500)","[2.5,3)",1834,949.5708691528525,884.4291308471475,52.759557135677824,42.82522621072771,957.7458322958427,-1.3896383030689985,951.514490430157,-1.2715299980720296,logpar,951.514490430157,-1.2715299980720296
27,"[300,500)","[3,3.25)",3067,1490.2521433497482,1576.7478566502518,67.50742287593081,55.380501984001555,1398.7765929600507,2.6363214015336855,1518.3268727814384,0.8654008904499735,logpar,1518.3268727814384,0.8654008904499735
28,"[300,500)","[3.25,3.5)",1706,851.5580776600565,854.4419223399435,50.5723054414178,41.30375285612676,784.3597138461413,1.3857823542370322,868.1452935696848,-0.27096591919494445,logpar,868.1452935696848,-0.27096591919494445
