scope,yyyymm,source_file_id,cell_id,nhit_bin,predE_bin,count
file,202201,233,9,"[300,500)","[3.25,3.5)",143
file,202201,233,10,"[500,800)","[3.25,3.5)",80
file,202201,233,11,"[500,800)","[3.5,3.75)",64
file,202201,233,12,"[500,800)","[3.75,4.0)",25
file,202201,233,13,"[800,1100)","[3.5,3.75)",21
file,202201,233,14,"[800,1100)","[3.75,4.0)",15
file,202201,233,15,"[800,1100)","[4.0,4.25)",11
file,202201,233,16,"[1100,2000)","[3.75,4.0)",11
file,202201,233,17,"[1100,2000)","[4.0,4.25)",10
file,202201,233,18,"[1100,2000)","[4.25,4.5)",7
file,202201,234,1,"[30,60)","[2,3)",3175
file,202201,234,2,"[60,100)","[2,3)",4482
file,202201,234,3,"[60,100)","[3,3.25)",289
file,202201,234,4,"[100,200)","[2,3)",4898
file,202201,234,5,"[100,200)","[3,3.25)",801
file,202201,234,6,"[200,300)","[2,3)",684
file,202201,234,7,"[200,300)","[3,3.25)",367
file,202201,234,8,"[300,500)","[3,3.25)",242
file,202201,234,9,"[300,500)","[3.25,3.5)",214
file,202201,234,10,"[500,800)","[3.25,3.5)",94
file,202201,234,11,"[500,800)","[3.5,3.75)",64
file,202201,234,12,"[500,800)","[3.75,4.0)",32
file,202201,234,13,"[800,1100)","[3.5,3.75)",19
file,202201,234,14,"[800,1100)","[3.75,4.0)",16
file,202201,234,15,"[800,1100)","[4.0,4.25)",8
file,202201,234,16,"[1100,2000)","[3.75,4.0)",11
file,202201,234,17,"[1100,2000)","[4.0,4.25)",7
file,202201,234,18,"[1100,2000)","[4.25,4.5)",4
file,202201,235,1,"[30,60)","[2,3)",2995
file,202201,235,2,"[60,100)","[2,3)",4376
file,202201,235,3,"[60,100)","[3,3.25)",273
file,202201,235,4,"[100,200)","[2,3)",4495
file,202201,235,5,"[100,200)","[3,3.25)",745
file,202201,235,6,"[200,300)","[2,3)",618
file,202201,235,7,"[200,300)","[3,3.25)",370
file,202201,235,8,"[300,500)","[3,3.25)",255
file,202201,235,9,"[300,500)","[3.25,3.5)",207
file,202201,235,10,"[500,800)","[3.25,3.5)",83
file,202201,235,11,"[500,800)","[3.5,3.75)",65
file,202201,235,12,"[500,800)","[3.75,4.0)",26
file,202201,235,13,"[800,1100)","[3.5,3.75)",19
file,202201,235,14,"[800,1100)","[3.75,4.0)",12
file,202201,235,15,"[800,1100)","[4.0,4.25)",8
file,202201,235,16,"[1100,2000)","[3.75,4.0)",9
file,202201,235,17,"[1100,2000)","[4.0,4.25)",7
file,202201,235,18,"[1100,2000)","[4.25,4.5)",10
file,202201,236,1,"[30,60)","[2,3)",3216
file,202201,236,2,"[60,100)","[2,3)",4711
file,202201,236,3,"[60,100)","[3,3.25)",337
file,202201,236,4,"[100,200)","[2,3)",4697
file,202201,236,5,"[100,200)","[3,3.25)",943
file,202201,236,6,"[200,300)","[2,3)",641
file,202201,236,7,"[200,300)","[3,3.25)",372
file,202201,236,8,"[300,500)","[3,3.25)",198
file,202201,236,9,"[300,500)","[3.25,3.5)",204
file,202201,236,10,"[500,800)","[3.25,3.5)",73
file,202201,236,11,"[500,800)","[3.5,3.75)",75
file,202201,236,12,"[500,800)","[3.75,4.0)",35
file,202201,236,13,"[800,1100)","[3.5,3.75)",29
file,202201,236,14,"[800,1100)","[3.75,4.0)",18
file,202201,236,15,"[800,1100)","[4.0,4.25)",12
file,202201,236,16,"[1100,2000)","[3.75,4.0)",9
file,202201,236,17,"[1100,2000)","[4.0,4.25)",11
file,202201,236,18,"[1100,2000)","[4.25,4.5)",7
file,202201,237,1,"[30,60)","[2,3)",3821
file,202201,237,2,"[60,100)","[2,3)",6822
file,202201,237,3,"[60,100)","[3,3.25)",705
file,202201,237,4,"[100,200)","[2,3)",7480
file,202201,237,5,"[100,200)","[3,3.25)",2341
file,202201,237,6,"[200,300)","[2,3)",839
file,202201,237,7,"[200,300)","[3,3.25)",763
file,202201,237,8,"[300,500)","[3,3.25)",318
file,202201,237,9,"[300,500)","[3.25,3.5)",449
file,202201,237,10,"[500,800)","[3.25,3.5)",139
file,202201,237,11,"[500,800)","[3.5,3.75)",157
file,202201,237,12,"[500,800)","[3.75,4.0)",142
file,202201,237,13,"[800,1100)","[3.5,3.75)",41
file,202201,237,14,"[800,1100)","[3.75,4.0)",49
file,202201,237,15,"[800,1100)","[4.0,4.25)",36
file,202201,237,16,"[1100,2000)","[3.75,4.0)",13
file,202201,237,17,"[1100,2000)","[4.0,4.25)",18
file,202201,237,18,"[1100,2000)","[4.25,4.5)",14
file,202201,238,1,"[30,60)","[2,3)",7942
file,202201,238,2,"[60,100)","[2,3)",16789
file,202201,238,3,"[60,100)","[3,3.25)",1101
file,202201,238,4,"[100,200)","[2,3)",19696
file,202201,238,5,"[100,200)","[3,3.25)",3581
file,202201,238,6,"[200,300)","[2,3)",2586
file,202201,238,7,"[200,300)","[3,3.25)",1952
file,202201,238,8,"[300,500)","[3,3.25)",1085
file,202201,238,9,"[300,500)","[3.25,3.5)",1171
file,202201,238,10,"[500,800)","[3.25,3.5)",423
file,202201,238,11,"[500,800)","[3.5,3.75)",414
file,202201,238,12,"[500,800)","[3.75,4.0)",93
file,202201,238,13,"[800,1100)","[3.5,3.75)",111
file,202201,238,14,"[800,1100)","[3.75,4.0)",96
file,202201,238,15,"[800,1100)","[4.0,4.25)",23
file,202201,238,16,"[1100,2000)","[3.75,4.0)",37
file,202201,238,17,"[1100,2000)","[4.0,4.25)",48
file,202201,238,18,"[1100,2000)","[4.25,4.5)",33
file,202201,239,1,"[30,60)","[2,3)",34950
file,202201,239,2,"[60,100)","[2,3)",40578
file,202201,239,3,"[60,100)","[3,3.25)",1764
file,202201,239,4,"[100,200)","[2,3)",39934
file,202201,239,5,"[100,200)","[3,3.25)",3452
file,202201,239,6,"[200,300)","[2,3)",6354
file,202201,239,7,"[200,300)","[3,3.25)",2172
file,202201,239,8,"[300,500)","[3,3.25)",2114
file,202201,239,9,"[300,500)","[3.25,3.5)",993
file,202201,239,10,"[500,800)","[3.25,3.5)",836
file,202201,239,11,"[500,800)","[3.5,3.75)",360
file,202201,239,12,"[500,800)","[3.75,4.0)",51
file,202201,239,13,"[800,1100)","[3.5,3.75)",209
file,202201,239,14,"[800,1100)","[3.75,4.0)",101
file,202201,239,15,"[800,1100)","[4.0,4.25)",21
file,202201,239,16,"[1100,2000)","[3.75,4.0)",115
file,202201,239,17,"[1100,2000)","[4.0,4.25)",79
file,202201,239,18,"[1100,2000)","[4.25,4.5)",42
file,202201,240,1,"[30,60)","[2,3)",73606
file,202201,240,2,"[60,100)","[2,3)",61115
file,202201,240,3,"[60,100)","[3,3.25)",2469
file,202201,240,4,"[100,200)","[2,3)",51489
file,202201,240,5,"[100,200)","[3,3.25)",3344
file,202201,240,6,"[200,300)","[2,3)",8338
file,202201,240,7,"[200,300)","[3,3.25)",2033
file,202201,240,8,"[300,500)","[3,3.25)",2474
file,202201,240,9,"[300,500)","[3.25,3.5)",821
file,202201,240,10,"[500,800)","[3.25,3.5)",987
file,202201,240,11,"[500,800)","[3.5,3.75)",269
file,202201,240,12,"[500,800)","[3.75,4.0)",45
file,202201,240,13,"[800,1100)","[3.5,3.75)",236
file,202201,240,14,"[800,1100)","[3.75,4.0)",86
file,202201,240,15,"[800,1100)","[4.0,4.25)",19
file,202201,240,16,"[1100,2000)","[3.75,4.0)",115
file,202201,240,17,"[1100,2000)","[4.0,4.25)",71
file,202201,240,18,"[1100,2000)","[4.25,4.5)",37
file,202201,241,1,"[30,60)","[2,3)",30135
file,202201,241,2,"[60,100)","[2,3)",39846
file,202201,241,3,"[60,100)","[3,3.25)",1712
file,202201,241,4,"[100,200)","[2,3)",40471
file,202201,241,5,"[100,200)","[3,3.25)",3426
file,202201,241,6,"[200,300)","[2,3)",6426
file,202201,241,7,"[200,300)","[3,3.25)",2156
file,202201,241,8,"[300,500)","[3,3.25)",2152
file,202201,241,9,"[300,500)","[3.25,3.5)",1020
file,202201,241,10,"[500,800)","[3.25,3.5)",874
file,202201,241,11,"[500,800)","[3.5,3.75)",330
file,202201,241,12,"[500,800)","[3.75,4.0)",51
file,202201,241,13,"[800,1100)","[3.5,3.75)",217
file,202201,241,14,"[800,1100)","[3.75,4.0)",102
file,202201,241,15,"[800,1100)","[4.0,4.25)",17
file,202201,241,16,"[1100,2000)","[3.75,4.0)",93
file,202201,241,17,"[1100,2000)","[4.0,4.25)",68
file,202201,241,18,"[1100,2000)","[4.25,4.5)",27
file,202201,242,1,"[30,60)","[2,3)",7292
file,202201,242,2,"[60,100)","[2,3)",17324
file,202201,242,3,"[60,100)","[3,3.25)",1219
file,202201,242,4,"[100,200)","[2,3)",21731
file,202201,242,5,"[100,200)","[3,3.25)",4567
file,202201,242,6,"[200,300)","[2,3)",2746
file,202201,242,7,"[200,300)","[3,3.25)",2304
file,202201,242,8,"[300,500)","[3,3.25)",1132
file,202201,242,9,"[300,500)","[3.25,3.5)",1271
file,202201,242,10,"[500,800)","[3.25,3.5)",450
file,202201,242,11,"[500,800)","[3.5,3.75)",461
file,202201,242,12,"[500,800)","[3.75,4.0)",166
file,202201,242,13,"[800,1100)","[3.5,3.75)",134
file,202201,242,14,"[800,1100)","[3.75,4.0)",126
file,202201,242,15,"[800,1100)","[4.0,4.25)",35
file,202201,242,16,"[1100,2000)","[3.75,4.0)",52
file,202201,242,17,"[1100,2000)","[4.0,4.25)",53
file,202201,242,18,"[1100,2000)","[4.25,4.5)",45
file,202201,243,1,"[30,60)","[2,3)",5748
file,202201,243,2,"[60,100)","[2,3)",13480
file,202201,243,3,"[60,100)","[3,3.25)",1233
file,202201,243,4,"[100,200)","[2,3)",17082
file,202201,243,5,"[100,200)","[3,3.25)",4791
file,202201,243,6,"[200,300)","[2,3)",1906
file,202201,243,7,"[200,300)","[3,3.25)",1923
file,202201,243,8,"[300,500)","[3,3.25)",790
file,202201,243,9,"[300,500)","[3.25,3.5)",1191
file,202201,243,10,"[500,800)","[3.25,3.5)",288
file,202201,243,11,"[500,800)","[3.5,3.75)",508
file,202201,243,12,"[500,800)","[3.75,4.0)",232
file,202201,243,13,"[800,1100)","[3.5,3.75)",88
file,202201,243,14,"[800,1100)","[3.75,4.0)",124
file,202201,243,15,"[800,1100)","[4.0,4.25)",49
file,202201,243,16,"[1100,2000)","[3.75,4.0)",27
file,202201,243,17,"[1100,2000)","[4.0,4.25)",58
file,202201,243,18,"[1100,2000)","[4.25,4.5)",41
file,202201,244,1,"[30,60)","[2,3)",13279
file,202201,244,2,"[60,100)","[2,3)",25338
file,202201,244,3,"[60,100)","[3,3.25)",1358
file,202201,244,4,"[100,200)","[2,3)",29289
file,202201,244,5,"[100,200)","[3,3.25)",3519
file,202201,244,6,"[200,300)","[2,3)",4335
file,202201,244,7,"[200,300)","[3,3.25)",2078
file,202201,244,8,"[300,500)","[3,3.25)",1643
file,202201,244,9,"[300,500)","[3.25,3.5)",1053
file,202201,244,10,"[500,800)","[3.25,3.5)",688
file,202201,244,11,"[500,800)","[3.5,3.75)",323
file,202201,244,12,"[500,800)","[3.75,4.0)",72
file,202201,244,13,"[800,1100)","[3.5,3.75)",163
file,202201,244,14,"[800,1100)","[3.75,4.0)",87
file,202201,244,15,"[800,1100)","[4.0,4.25)",32
file,202201,244,16,"[1100,2000)","[3.75,4.0)",75
file,202201,244,17,"[1100,2000)","[4.0,4.25)",62
file,202201,244,18,"[1100,2000)","[4.25,4.5)",22
file,202201,245,1,"[30,60)","[2,3)",48921
file,202201,245,2,"[60,100)","[2,3)",51594
file,202201,245,3,"[60,100)","[3,3.25)",2327
file,202201,245,4,"[100,200)","[2,3)",47034
file,202201,245,5,"[100,200)","[3,3.25)",3543
file,202201,245,6,"[200,300)","[2,3)",7372
file,202201,245,7,"[200,300)","[3,3.25)",2152
file,202201,245,8,"[300,500)","[3,3.25)",2190
file,202201,245,9,"[300,500)","[3.25,3.5)",854
file,202201,245,10,"[500,800)","[3.25,3.5)",871
file,202201,245,11,"[500,800)","[3.5,3.75)",282
file,202201,245,12,"[500,800)","[3.75,4.0)",52
file,202201,245,13,"[800,1100)","[3.5,3.75)",219
file,202201,245,14,"[800,1100)","[3.75,4.0)",100
file,202201,245,15,"[800,1100)","[4.0,4.25)",20
file,202201,245,16,"[1100,2000)","[3.75,4.0)",99
file,202201,245,17,"[1100,2000)","[4.0,4.25)",68
file,202201,245,18,"[1100,2000)","[4.25,4.5)",29
file,202201,246,1,"[30,60)","[2,3)",44715
file,202201,246,2,"[60,100)","[2,3)",49012
file,202201,246,3,"[60,100)","[3,3.25)",2131
file,202201,246,4,"[100,200)","[2,3)",44846
file,202201,246,5,"[100,200)","[3,3.25)",3304
file,202201,246,6,"[200,300)","[2,3)",7322
file,202201,246,7,"[200,300)","[3,3.25)",1995
file,202201,246,8,"[300,500)","[3,3.25)",2180
file,202201,246,9,"[300,500)","[3.25,3.5)",825
file,202201,246,10,"[500,800)","[3.25,3.5)",844
file,202201,246,11,"[500,800)","[3.5,3.75)",263
file,202201,246,12,"[500,800)","[3.75,4.0)",51
file,202201,246,13,"[800,1100)","[3.5,3.75)",209
file,202201,246,14,"[800,1100)","[3.75,4.0)",87
file,202201,246,15,"[800,1100)","[4.0,4.25)",14
file,202201,246,16,"[1100,2000)","[3.75,4.0)",97
file,202201,246,17,"[1100,2000)","[4.0,4.25)",60
file,202201,246,18,"[1100,2000)","[4.25,4.5)",29
file,202201,247,1,"[30,60)","[2,3)",13521
file,202201,247,2,"[60,100)","[2,3)",25566
file,202201,247,3,"[60,100)","[3,3.25)",1308
file,202201,247,4,"[100,200)","[2,3)",29007
file,202201,247,5,"[100,200)","[3,3.25)",3504
file,202201,247,6,"[200,300)","[2,3)",4325
file,202201,247,7,"[200,300)","[3,3.25)",2179
file,202201,247,8,"[300,500)","[3,3.25)",1571
file,202201,247,9,"[300,500)","[3.25,3.5)",1043
file,202201,247,10,"[500,800)","[3.25,3.5)",685
file,202201,247,11,"[500,800)","[3.5,3.75)",325
file,202201,247,12,"[500,800)","[3.75,4.0)",62
file,202201,247,13,"[800,1100)","[3.5,3.75)",134
file,202201,247,14,"[800,1100)","[3.75,4.0)",92
file,202201,247,15,"[800,1100)","[4.0,4.25)",21
file,202201,247,16,"[1100,2000)","[3.75,4.0)",73
file,202201,247,17,"[1100,2000)","[4.0,4.25)",77
file,202201,247,18,"[1100,2000)","[4.25,4.5)",32
file,202201,248,1,"[30,60)","[2,3)",5128
file,202201,248,2,"[60,100)","[2,3)",11490
file,202201,248,3,"[60,100)","[3,3.25)",919
file,202201,248,4,"[100,200)","[2,3)",14088
file,202201,248,5,"[100,200)","[3,3.25)",3314
file,202201,248,6,"[200,300)","[2,3)",1634
file,202201,248,7,"[200,300)","[3,3.25)",1600
file,202201,248,8,"[300,500)","[3,3.25)",710
file,202201,248,9,"[300,500)","[3.25,3.5)",945
file,202201,248,10,"[500,800)","[3.25,3.5)",270
file,202201,248,11,"[500,800)","[3.5,3.75)",345
file,202201,248,12,"[500,800)","[3.75,4.0)",129
file,202201,248,13,"[800,1100)","[3.5,3.75)",67
file,202201,248,14,"[800,1100)","[3.75,4.0)",82
file,202201,248,15,"[800,1100)","[4.0,4.25)",31
file,202201,248,16,"[1100,2000)","[3.75,4.0)",16
file,202201,248,17,"[1100,2000)","[4.0,4.25)",47
file,202201,248,18,"[1100,2000)","[4.25,4.5)",31
file,202201,249,1,"[30,60)","[2,3)",3496
file,202201,249,2,"[60,100)","[2,3)",5831
file,202201,249,3,"[60,100)","[3,3.25)",548
file,202201,249,4,"[100,200)","[2,3)",6183
file,202201,249,5,"[100,200)","[3,3.25)",1730
file,202201,249,6,"[200,300)","[2,3)",754
file,202201,249,7,"[200,300)","[3,3.25)",618
file,202201,249,8,"[300,500)","[3,3.25)",257
file,202201,249,9,"[300,500)","[3.25,3.5)",301
file,202201,249,10,"[500,800)","[3.25,3.5)",89
file,202201,249,11,"[500,800)","[3.5,3.75)",133
file,202201,249,12,"[500,800)","[3.75,4.0)",115
file,202201,249,13,"[800,1100)","[3.5,3.75)",33
file,202201,249,14,"[800,1100)","[3.75,4.0)",34
file,202201,249,15,"[800,1100)","[4.0,4.25)",10
file,202201,249,16,"[1100,2000)","[3.75,4.0)",12
file,202201,249,17,"[1100,2000)","[4.0,4.25)",15
file,202201,249,18,"[1100,2000)","[4.25,4.5)",23
file,202201,250,1,"[30,60)","[2,3)",3032
file,202201,250,2,"[60,100)","[2,3)",4383
file,202201,250,3,"[60,100)","[3,3.25)",310
file,202201,250,4,"[100,200)","[2,3)",4587
file,202201,250,5,"[100,200)","[3,3.25)",764
file,202201,250,6,"[200,300)","[2,3)",628
file,202201,250,7,"[200,300)","[3,3.25)",375
file,202201,250,8,"[300,500)","[3,3.25)",238
file,202201,250,9,"[300,500)","[3.25,3.5)",200
file,202201,250,10,"[500,800)","[3.25,3.5)",91
file,202201,250,11,"[500,800)","[3.5,3.75)",63
file,202201,250,12,"[500,800)","[3.75,4.0)",42
file,202201,250,13,"[800,1100)","[3.5,3.75)",28
file,202201,250,14,"[800,1100)","[3.75,4.0)",19
file,202201,250,15,"[800,1100)","[4.0,4.25)",7
file,202201,250,16,"[1100,2000)","[3.75,4.0)",8
file,202201,250,17,"[1100,2000)","[4.0,4.25)",2
file,202201,250,18,"[1100,2000)","[4.25,4.5)",7
file,202201,251,1,"[30,60)","[2,3)",3128
file,202201,251,2,"[60,100)","[2,3)",4395
file,202201,251,3,"[60,100)","[3,3.25)",271
file,202201,251,4,"[100,200)","[2,3)",4762
file,202201,251,5,"[100,200)","[3,3.25)",756
file,202201,251,6,"[200,300)","[2,3)",678
file,202201,251,7,"[200,300)","[3,3.25)",363
file,202201,251,8,"[300,500)","[3,3.25)",228
file,202201,251,9,"[300,500)","[3.25,3.5)",197
file,202201,251,10,"[500,800)","[3.25,3.5)",85
file,202201,251,11,"[500,800)","[3.5,3.75)",64
file,202201,251,12,"[500,800)","[3.75,4.0)",35
file,202201,251,13,"[800,1100)","[3.5,3.75)",17
file,202201,251,14,"[800,1100)","[3.75,4.0)",12
file,202201,251,15,"[800,1100)","[4.0,4.25)",5
file,202201,251,16,"[1100,2000)","[3.75,4.0)",10
file,202201,251,17,"[1100,2000)","[4.0,4.25)",8
file,202201,251,18,"[1100,2000)","[4.25,4.5)",6
file,202201,252,1,"[30,60)","[2,3)",3020
file,202201,252,2,"[60,100)","[2,3)",4386
file,202201,252,3,"[60,100)","[3,3.25)",281
file,202201,252,4,"[100,200)","[2,3)",4638
file,202201,252,5,"[100,200)","[3,3.25)",804
file,202201,252,6,"[200,300)","[2,3)",636
file,202201,252,7,"[200,300)","[3,3.25)",350
file,202201,252,8,"[300,500)","[3,3.25)",238
file,202201,252,9,"[300,500)","[3.25,3.5)",189
file,202201,252,10,"[500,800)","[3.25,3.5)",94
file,202201,252,11,"[500,800)","[3.5,3.75)",69
file,202201,252,12,"[500,800)","[3.75,4.0)",30
file,202201,252,13,"[800,1100)","[3.5,3.75)",36
file,202201,252,14,"[800,1100)","[3.75,4.0)",14
file,202201,252,15,"[800,1100)","[4.0,4.25)",8
file,202201,252,16,"[1100,2000)","[3.75,4.0)",6
file,202201,252,17,"[1100,2000)","[4.0,4.25)",9
file,202201,252,18,"[1100,2000)","[4.25,4.5)",5
file,202201,253,1,"[30,60)","[2,3)",3212
file,202201,253,2,"[60,100)","[2,3)",4591
file,202201,253,3,"[60,100)","[3,3.25)",298
file,202201,253,4,"[100,200)","[2,3)",4797
file,202201,253,5,"[100,200)","[3,3.25)",794
file,202201,253,6,"[200,300)","[2,3)",674
file,202201,253,7,"[200,300)","[3,3.25)",415
file,202201,253,8,"[300,500)","[3,3.25)",226
file,202201,253,9,"[300,500)","[3.25,3.5)",209
file,202201,253,10,"[500,800)","[3.25,3.5)",77
file,202201,253,11,"[500,800)","[3.5,3.75)",73
file,202201,253,12,"[500,800)","[3.75,4.0)",33
file,202201,253,13,"[800,1100)","[3.5,3.75)",33
file,202201,253,14,"[800,1100)","[3.75,4.0)",25
file,202201,253,15,"[800,1100)","[4.0,4.25)",7
file,202201,253,16,"[1100,2000)","[3.75,4.0)",12
file,202201,253,17,"[1100,2000)","[4.0,4.25)",6
file,202201,253,18,"[1100,2000)","[4.25,4.5)",10
file,202201,254,1,"[30,60)","[2,3)",1131
file,202201,254,2,"[60,100)","[2,3)",1645
file,202201,254,3,"[60,100)","[3,3.25)",112
file,202201,254,4,"[100,200)","[2,3)",1705
file,202201,254,5,"[100,200)","[3,3.25)",307
file,202201,254,6,"[200,300)","[2,3)",244
file,202201,254,7,"[200,300)","[3,3.25)",150
file,202201,254,8,"[300,500)","[3,3.25)",76
file,202201,254,9,"[300,500)","[3.25,3.5)",81
file,202201,254,10,"[500,800)","[3.25,3.5)",26
file,202201,254,11,"[500,800)","[3.5,3.75)",30
file,202201,254,12,"[500,800)","[3.75,4.0)",10
file,202201,254,13,"[800,1100)","[3.5,3.75)",5
file,202201,254,14,"[800,1100)","[3.75,4.0)",6
file,202201,254,15,"[800,1100)","[4.0,4.25)",5
file,202201,254,16,"[1100,2000)","[3.75,4.0)",3
file,202201,254,17,"[1100,2000)","[4.0,4.25)",2
file,202201,254,18,"[1100,2000)","[4.25,4.5)",2
file,202201,255,1,"[30,60)","[2,3)",2936
file,202201,255,2,"[60,100)","[2,3)",4214
file,202201,255,3,"[60,100)","[3,3.25)",242
file,202201,255,4,"[100,200)","[2,3)",4530
file,202201,255,5,"[100,200)","[3,3.25)",711
file,202201,255,6,"[200,300)","[2,3)",569
file,202201,255,7,"[200,300)","[3,3.25)",327
file,202201,255,8,"[300,500)","[3,3.25)",194
file,202201,255,9,"[300,500)","[3.25,3.5)",206
file,202201,255,10,"[500,800)","[3.25,3.5)",89
file,202201,255,11,"[500,800)","[3.5,3.75)",68
file,202201,255,12,"[500,800)","[3.75,4.0)",30
file,202201,255,13,"[800,1100)","[3.5,3.75)",13
file,202201,255,14,"[800,1100)","[3.75,4.0)",16
file,202201,255,15,"[800,1100)","[4.0,4.25)",4
file,202201,255,16,"[1100,2000)","[3.75,4.0)",10
file,202201,255,17,"[1100,2000)","[4.0,4.25)",8
file,202201,255,18,"[1100,2000)","[4.25,4.5)",5
file,202201,256,1,"[30,60)","[2,3)",3104
file,202201,256,2,"[60,100)","[2,3)",4451
file,202201,256,3,"[60,100)","[3,3.25)",309
file,202201,256,4,"[100,200)","[2,3)",4819
file,202201,256,5,"[100,200)","[3,3.25)",771
file,202201,256,6,"[200,300)","[2,3)",594
file,202201,256,7,"[200,300)","[3,3.25)",372
file,202201,256,8,"[300,500)","[3,3.25)",242
file,202201,256,9,"[300,500)","[3.25,3.5)",195
file,202201,256,10,"[500,800)","[3.25,3.5)",81
file,202201,256,11,"[500,800)","[3.5,3.75)",59
file,202201,256,12,"[500,800)","[3.75,4.0)",31
file,202201,256,13,"[800,1100)","[3.5,3.75)",22
file,202201,256,14,"[800,1100)","[3.75,4.0)",14
file,202201,256,15,"[800,1100)","[4.0,4.25)",8
file,202201,256,16,"[1100,2000)","[3.75,4.0)",8
file,202201,256,17,"[1100,2000)","[4.0,4.25)",9
file,202201,256,18,"[1100,2000)","[4.25,4.5)",6
file,202201,257,1,"[30,60)","[2,3)",3276
file,202201,257,2,"[60,100)","[2,3)",4527
file,202201,257,3,"[60,100)","[3,3.25)",312
file,202201,257,4,"[100,200)","[2,3)",4733
file,202201,257,5,"[100,200)","[3,3.25)",844
file,202201,257,6,"[200,300)","[2,3)",690
file,202201,257,7,"[200,300)","[3,3.25)",370
file,202201,257,8,"[300,500)","[3,3.25)",221
file,202201,257,9,"[300,500)","[3.25,3.5)",186
file,202201,257,10,"[500,800)","[3.25,3.5)",119
file,202201,257,11,"[500,800)","[3.5,3.75)",86
file,202201,257,12,"[500,800)","[3.75,4.0)",32
file,202201,257,13,"[800,1100)","[3.5,3.75)",17
file,202201,257,14,"[800,1100)","[3.75,4.0)",30
file,202201,257,15,"[800,1100)","[4.0,4.25)",3
file,202201,257,16,"[1100,2000)","[3.75,4.0)",10
file,202201,257,17,"[1100,2000)","[4.0,4.25)",14
file,202201,257,18,"[1100,2000)","[4.25,4.5)",8
file,202201,258,1,"[30,60)","[2,3)",3243
file,202201,258,2,"[60,100)","[2,3)",4768
file,202201,258,3,"[60,100)","[3,3.25)",332
file,202201,258,4,"[100,200)","[2,3)",4874
file,202201,258,5,"[100,200)","[3,3.25)",929
file,202201,258,6,"[200,300)","[2,3)",650
file,202201,258,7,"[200,300)","[3,3.25)",401
file,202201,258,8,"[300,500)","[3,3.25)",241
file,202201,258,9,"[300,500)","[3.25,3.5)",210
file,202201,258,10,"[500,800)","[3.25,3.5)",88
file,202201,258,11,"[500,800)","[3.5,3.75)",76
file,202201,258,12,"[500,800)","[3.75,4.0)",34
file,202201,258,13,"[800,1100)","[3.5,3.75)",22
file,202201,258,14,"[800,1100)","[3.75,4.0)",21
file,202201,258,15,"[800,1100)","[4.0,4.25)",12
file,202201,258,16,"[1100,2000)","[3.75,4.0)",9
file,202201,258,17,"[1100,2000)","[4.0,4.25)",16
file,202201,258,18,"[1100,2000)","[4.25,4.5)",5
file,202201,259,1,"[30,60)","[2,3)",4024
file,202201,259,2,"[60,100)","[2,3)",7419
file,202201,259,3,"[60,100)","[3,3.25)",764
file,202201,259,4,"[100,200)","[2,3)",7984
file,202201,259,5,"[100,200)","[3,3.25)",2419
file,202201,259,6,"[200,300)","[2,3)",884
file,202201,259,7,"[200,300)","[3,3.25)",912
file,202201,259,8,"[300,500)","[3,3.25)",367
file,202201,259,9,"[300,500)","[3.25,3.5)",489
file,202201,259,10,"[500,800)","[3.25,3.5)",125
file,202201,259,11,"[500,800)","[3.5,3.75)",168
file,202201,259,12,"[500,800)","[3.75,4.0)",136
file,202201,259,13,"[800,1100)","[3.5,3.75)",29
file,202201,259,14,"[800,1100)","[3.75,4.0)",44
file,202201,259,15,"[800,1100)","[4.0,4.25)",31
file,202201,259,16,"[1100,2000)","[3.75,4.0)",10
file,202201,259,17,"[1100,2000)","[4.0,4.25)",19
file,202201,259,18,"[1100,2000)","[4.25,4.5)",19
file,202201,260,1,"[30,60)","[2,3)",8738
file,202201,260,2,"[60,100)","[2,3)",17880
file,202201,260,3,"[60,100)","[3,3.25)",1130
file,202201,260,4,"[100,200)","[2,3)",21085
file,202201,260,5,"[100,200)","[3,3.25)",3654
file,202201,260,6,"[200,300)","[2,3)",2863
file,202201,260,7,"[200,300)","[3,3.25)",2066
file,202201,260,8,"[300,500)","[3,3.25)",1157
file,202201,260,9,"[300,500)","[3.25,3.5)",1160
file,202201,260,10,"[500,800)","[3.25,3.5)",498
file,202201,260,11,"[500,800)","[3.5,3.75)",485
file,202201,260,12,"[500,800)","[3.75,4.0)",93
file,202201,260,13,"[800,1100)","[3.5,3.75)",124
file,202201,260,14,"[800,1100)","[3.75,4.0)",106
file,202201,260,15,"[800,1100)","[4.0,4.25)",32
file,202201,260,16,"[1100,2000)","[3.75,4.0)",46
file,202201,260,17,"[1100,2000)","[4.0,4.25)",53
file,202201,260,18,"[1100,2000)","[4.25,4.5)",35
file,202201,261,1,"[30,60)","[2,3)",38615
file,202201,261,2,"[60,100)","[2,3)",42899
file,202201,261,3,"[60,100)","[3,3.25)",1810
file,202201,261,4,"[100,200)","[2,3)",40872
file,202201,261,5,"[100,200)","[3,3.25)",3467
file,202201,261,6,"[200,300)","[2,3)",6636
file,202201,261,7,"[200,300)","[3,3.25)",2179
file,202201,261,8,"[300,500)","[3,3.25)",2157
file,202201,261,9,"[300,500)","[3.25,3.5)",992
file,202201,261,10,"[500,800)","[3.25,3.5)",906
file,202201,261,11,"[500,800)","[3.5,3.75)",355
file,202201,261,12,"[500,800)","[3.75,4.0)",49
