cell_id,include,subset_version,subset_reason,nhit_bin,predE_bin,mc_count,central99_flag,physical_ridge_flag,ridge_peak_fraction,fit_predE_range_flag,tail_bin_flag,psf_quality_flag,cell_role,exclusion_source
37,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[300,500)","[5,5.5)",17593,1,1,0.11887483445498527,1,0,1,baseline_fit,
38,0,v6_64670_split56_prefit,split56 high-energy probe excluded except preserved highest-Nhit baseline split,"[300,500)","[5.5,6)",13248,1,0,0.08951593286305035,1,0,1,high_energy_probe,high_energy_probe
39,0,v6_64670_split56_prefit,diagnostic >=6 tail bin excluded from main fit,"[300,500)",>=6,192,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
40,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[500,800)","[2,2.5)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
41,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[500,800)","[2.5,3)",1188,0,0,0.01517881099313887,1,0,1,excluded,MC_prefit_selector
42,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[3,3.25)",21957,1,1,0.28053969105753385,1,0,1,baseline_fit,
43,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[3.25,3.5)",76528,1,1,0.9777811849182925,1,0,1,baseline_fit,
44,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[3.5,3.75)",78267,1,1,1.0,1,0,1,baseline_fit,
45,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[3.75,4.0)",33636,1,1,0.42975966882594197,1,0,1,baseline_fit,
46,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[4.0,4.25)",12122,1,1,0.1548800899485096,1,0,1,baseline_fit,
47,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[500,800)","[4.25,4.5)",6969,1,0,0.08904135842692322,1,0,1,excluded,MC_prefit_selector
48,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[500,800)","[4.5,4.75)",5966,1,0,0.0762262511658809,1,0,1,excluded,MC_prefit_selector
49,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[500,800)","[4.75,5.0)",6086,1,0,0.07775946439751108,1,0,1,excluded,MC_prefit_selector
50,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[5,5.5)",13703,1,1,0.17508017427523734,1,0,1,baseline_fit,
51,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[500,800)","[5.5,6)",11485,1,1,0.14674128304393932,1,0,1,baseline_fit,
52,0,v6_64670_split56_prefit,diagnostic >=6 tail bin excluded from main fit,"[500,800)",>=6,142,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
53,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[800,1100)","[2,2.5)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
54,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[800,1100)","[2.5,3)",5,0,0,0.00016227970530005519,1,0,1,excluded,MC_prefit_selector
55,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[800,1100)","[3,3.25)",490,1,0,0.01590341111940541,1,0,1,excluded,MC_prefit_selector
56,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[3.25,3.5)",7276,1,1,0.23614942715264028,1,0,1,baseline_fit,
57,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[3.5,3.75)",26776,1,1,0.8690402778228554,1,0,1,baseline_fit,
58,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[3.75,4.0)",30811,1,1,1.0,1,0,1,baseline_fit,
59,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[4.0,4.25)",14279,1,1,0.4634383823958976,1,0,1,baseline_fit,
60,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[4.25,4.5)",4144,1,1,0.13449741975268573,1,0,1,baseline_fit,
61,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[800,1100)","[4.5,4.75)",1783,1,0,0.05786894290999967,1,0,1,excluded,MC_prefit_selector
62,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[800,1100)","[4.75,5.0)",1857,1,0,0.06027068254844049,1,0,1,excluded,MC_prefit_selector
63,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[800,1100)","[5,5.5)",4903,1,1,0.1591314790172341,1,0,1,baseline_fit,
64,0,v6_64670_split56_prefit,split56 high-energy probe excluded except preserved highest-Nhit baseline split,"[800,1100)","[5.5,6)",2876,1,0,0.09334328648859173,1,0,1,high_energy_probe,high_energy_probe
65,0,v6_64670_split56_prefit,diagnostic >=6 tail bin excluded from main fit,"[800,1100)",>=6,19,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
66,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[1100,2000)","[2,2.5)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
67,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[1100,2000)","[2.5,3)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
68,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[1100,2000)","[3,3.25)",6,0,0,0.00020010005002501252,1,0,1,excluded,MC_prefit_selector
69,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[1100,2000)","[3.25,3.5)",324,0,0,0.010805402701350676,1,0,1,excluded,MC_prefit_selector
70,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[1100,2000)","[3.5,3.75)",4270,1,1,0.1424045356011339,1,0,1,baseline_fit,
71,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[1100,2000)","[3.75,4.0)",17528,1,1,0.5845589461397366,1,0,1,baseline_fit,
72,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[1100,2000)","[4.0,4.25)",29985,1,1,1.0,1,0,1,baseline_fit,
73,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[1100,2000)","[4.25,4.5)",18934,1,1,0.6314490578622645,1,0,1,baseline_fit,
74,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[1100,2000)","[4.5,4.75)",7628,1,1,0.2543938635984659,1,0,1,baseline_fit,
75,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[1100,2000)","[4.75,5.0)",2044,1,0,0.06816741704185426,1,0,1,excluded,MC_prefit_selector
76,0,v6_64670_split56_prefit,split56 high-energy probe excluded except preserved highest-Nhit baseline split,"[1100,2000)","[5,5.5)",958,1,0,0.031949307987326994,1,0,1,high_energy_probe,high_energy_probe
77,0,v6_64670_split56_prefit,split56 high-energy probe excluded except preserved highest-Nhit baseline split,"[1100,2000)","[5.5,6)",173,0,0,0.00576955144238786,1,0,1,high_energy_probe,high_energy_probe
78,0,v6_64670_split56_prefit,diagnostic >=6 tail bin excluded from main fit,"[1100,2000)",>=6,0,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
79,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[2,2.5)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
80,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[2.5,3)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
81,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[3,3.25)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
82,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[3.25,3.5)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
83,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[3.5,3.75)",0,0,0,0.0,1,0,1,excluded,MC_prefit_selector
84,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[3.75,4.0)",9,0,0,0.0013013302486986698,1,0,1,excluded,MC_prefit_selector
85,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[4.0,4.25)",584,1,0,0.08444187391555813,1,0,1,excluded,MC_prefit_selector
86,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[2000,3000)","[4.25,4.5)",2327,1,1,0.33646616541353386,1,0,1,baseline_fit,
87,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[2000,3000)","[4.5,4.75)",5383,1,1,0.77834008097166,1,0,1,baseline_fit,
88,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[2000,3000)","[4.75,5.0)",6447,1,1,0.9321862348178138,1,0,1,baseline_fit,
89,1,v6_64670_split56_prefit,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[2000,3000)","[5,5.5)",6916,1,1,1.0,1,0,1,baseline_fit,
90,0,v6_64670_split56_prefit,excluded by central99/MC-ridge/statistics prefit selector,"[2000,3000)","[5.5,6)",876,1,0,0.1266628108733372,1,0,1,excluded,MC_prefit_selector
91,0,v6_64670_split56_prefit,diagnostic >=6 tail bin excluded from main fit,"[2000,3000)",>=6,0,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
