cell_id,include,subset_version,subset_reason,nhit_bin,predE_bin,mc_count,central99_flag,physical_ridge_flag,ridge_peak_fraction,fit_predE_range_flag,tail_bin_flag,psf_quality_flag,cell_role,exclusion_source
1,0,v5_predbin_gap025_selector,diagnostic tail bin excluded from main fit,"[125,200)",<2,0,0,0,0.0,0,1,1,diagnostic_tail,fit_predE_range
2,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[2,2.25)",24075,1,1,0.10086769259130464,1,0,1,baseline_fit,
3,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[2.25,2.5)",162516,1,1,0.6808977748356579,1,0,1,baseline_fit,
4,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[2.5,2.75)",238679,1,1,1.0,1,0,1,baseline_fit,
5,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[2.75,3)",179355,1,1,0.7514485983266228,1,0,1,baseline_fit,
6,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[3,3.25)",88759,1,1,0.3718760343390076,1,0,1,baseline_fit,
7,1,v5_predbin_gap025_selector,"central99 MC-occupancy-ridge prefit cell inside [2,6)","[125,200)","[3.25,3.5)",42094,1,1,0.17636239468072182,1,0,1,baseline_fit,
8,0,v5_predbin_gap025_selector,excluded by central99/MC-ridge/statistics prefit selector,"[125,200)","[3.5,3.75)",23611,1,0,0.09892365897293016,1,0,1,excluded,MC_prefit_selector
9,0,v5_predbin_gap025_selector,excluded by central99/MC-ridge/statistics prefit selector,"[125,200)","[3.75,4)",16474,1,0,0.06902157290754528,1,0,1,excluded,MC_prefit_selector
10,0,v5_predbin_gap025_selector,excluded by central99/MC-ridge/statistics prefit selector,"[125,200)","[4,4.25)",11008,1,0,0.04612052170488397,1,0,1,excluded,MC_prefit_selector
